,taxon_name_w_authors,202112_accepted_name_w_author,202207_taxon_name_w_authors,202207_chained_accepted_name_w_author,202207_chained_accepted_species,202207_direct_accepted_name_w_author,202207_direct_accepted_species
176973,Astragalus caprinus subsp. caprinus L.,Astragalus caprinus L.,Astragalus caprinus L.,Astragalus caprinus L.,Astragalus caprinus,Astragalus caprinus subsp. caprinus L.,Astragalus caprinus
177019,Astragalus incanus subsp. incanus L.,Astragalus incanus L.,Astragalus incanus L.,Astragalus incanus L.,Astragalus incanus,Astragalus incanus subsp. incanus L.,Astragalus incanus
177039,Astragalus monspessulanus subsp. monspessulanus L.,Astragalus monspessulanus L.,Astragalus monspessulanus L.,Astragalus monspessulanus L.,Astragalus monspessulanus,Astragalus monspessulanus subsp. monspessulanus L.,Astragalus monspessulanus
177221,Vicia lens (L.) Coss. & Germ.,Lens culinaris Medik.,Lens culinaris Medik.,Lens culinaris Medik.,Lens culinaris,Vicia lens (L.) Coss. & Germ.,Vicia lens
177270,Vicia sativa subsp. cordata (Hoppe) Batt.,Vicia sativa subsp. nigra (L.) Ehrh.,Vicia sativa subsp. nigra (L.) Ehrh.,Vicia sativa subsp. nigra (L.) Ehrh.,Vicia sativa,Vicia sativa subsp. cordata (Hoppe) Batt.,Vicia sativa
177407,Trigonella esculenta Willd.,Trigonella corniculata Sm.,Trigonella corniculata Sm.,Trigonella corniculata Sm.,Trigonella corniculata,Trigonella esculenta Willd.,Trigonella esculenta
177450,Trifolium clusii Gren. & Godr.,Trifolium resupinatum var. resupinatum L.,Trifolium resupinatum var. resupinatum L.,Trifolium resupinatum var. resupinatum L.,Trifolium resupinatum,Trifolium clusii Gren. & Godr.,Trifolium clusii
177724,Cytisus grandiflorus subsp. grandiflorus DC.,Cytisus grandiflorus DC.,Cytisus grandiflorus DC.,Cytisus grandiflorus DC.,Cytisus grandiflorus,Cytisus grandiflorus subsp. grandiflorus DC.,Cytisus grandiflorus
177739,Genista acanthoclada subsp. acanthoclada DC.,Genista acanthoclada DC.,Genista acanthoclada DC.,Genista acanthoclada DC.,Genista acanthoclada,Genista acanthoclada subsp. acanthoclada DC.,Genista acanthoclada
177748,Genista cephalantha subsp. cephalantha Spach,Genista cephalantha Spach,Genista cephalantha Spach,Genista cephalantha Spach,Genista cephalantha,Genista cephalantha subsp. cephalantha Spach,Genista cephalantha
177777,Genista numidica subsp. numidica Spach,Genista numidica Spach,Genista numidica Spach,Genista numidica Spach,Genista numidica,Genista numidica subsp. numidica Spach,Genista numidica
177801,Genista triacanthos subsp. triacanthos Brot.,Genista triacanthos Brot.,Genista triacanthos Brot.,Genista triacanthos Brot.,Genista triacanthos,Genista triacanthos subsp. triacanthos Brot.,Genista triacanthos
177815,Genista umbellata subsp. umbellata (L'Her.) Poir.,Genista umbellata (L'Hér.) Poir.,Genista umbellata (L'Hér.) Poir.,Genista umbellata (L'Hér.) Poir.,Genista umbellata,Genista umbellata subsp. umbellata (L'Her.) Poir.,Genista umbellata
177826,Retama raetam subsp. raetam (Forssk.) Webb,Retama raetam (Forssk.) Webb,Retama raetam (Forssk.) Webb,Retama raetam (Forssk.) Webb,Retama raetam,Retama raetam subsp. raetam (Forssk.) Webb,Retama raetam
178094,Coronilla varia L.,Securigera varia (L.) Lassen,Securigera varia (L.) Lassen,Securigera varia (L.) Lassen,Securigera varia,Coronilla varia L.,Coronilla varia
178369,Trifolium multistriatum W.D.J.Koch,Trifolium vesiculosum Savi,Trifolium vesiculosum Savi,Trifolium vesiculosum Savi,Trifolium vesiculosum,Trifolium multistriatum W.D.J.Koch,Trifolium multistriatum
178457,Anthyllis montana subsp. montana L.,Anthyllis montana L.,Anthyllis montana L.,Anthyllis montana L.,Anthyllis montana,Anthyllis montana subsp. montana L.,Anthyllis montana
178472,Astragalus alpinus subsp. alpinus L.,Astragalus alpinus L.,Astragalus alpinus L.,Astragalus alpinus L.,Astragalus alpinus,Astragalus alpinus subsp. alpinus L.,Astragalus alpinus
178484,Astragalus vesicarius subsp. vesicarius L.,Astragalus vesicarius L.,Astragalus vesicarius L.,Astragalus vesicarius L.,Astragalus vesicarius,Astragalus vesicarius subsp. vesicarius L.,Astragalus vesicarius
178496,Genista hispanica subsp. hispanica L.,Genista hispanica L.,Genista hispanica L.,Genista hispanica L.,Genista hispanica,Genista hispanica subsp. hispanica L.,Genista hispanica
178500,Genista tinctoria subsp. tinctoria L.,Genista tinctoria L.,Genista tinctoria L.,Genista tinctoria L.,Genista tinctoria,Genista tinctoria subsp. tinctoria L.,Genista tinctoria
178693,Vicia lenticula (Hoppe) Janka,Lens ervoides (Brign.) Grande,Lens ervoides (Brign.) Grande,Lens ervoides (Brign.) Grande,Lens ervoides,Vicia lenticula (Hoppe) Janka,Vicia lenticula
178697,Lathyrus oleraceus Lam.,Pisum sativum L.,Pisum sativum L.,Pisum sativum L.,Pisum sativum,Lathyrus oleraceus Lam.,Lathyrus oleraceus
178852,Astragalus pseudotataricus Boriss.,Astragalus subuliformis DC.,Astragalus subuliformis DC.,Astragalus subuliformis DC.,Astragalus subuliformis,Astragalus pseudotataricus Boriss.,Astragalus pseudotataricus
179074,Trifolium setiferum Boiss.,Trifolium vesiculosum Savi,Trifolium vesiculosum Savi,Trifolium vesiculosum Savi,Trifolium vesiculosum,Trifolium setiferum Boiss.,Trifolium setiferum
543019,Coronilla dura (Cav.) Boiss.,Coronilla repanda subsp. dura (Cav.) Cout.,Coronilla repanda subsp. dura (Cav.) Cout.,Coronilla repanda subsp. dura (Cav.) Cout.,Coronilla repanda,Coronilla dura (Cav.) Boiss.,Coronilla dura
916842,Chamaecytisus proteus (Zumagl.) Holub,Cytisus proteus Zumagl.,Cytisus proteus Zumagl.,Cytisus proteus Zumagl.,Cytisus proteus,Chamaecytisus proteus (Zumagl.) Holub,Chamaecytisus proteus
916851,Chamaecytisus × pseudorochelii (Simonk.) Pifkó,Cytisus pseudorochelii Simonk.,Cytisus pseudorochelii Simonk.,Cytisus pseudorochelii Simonk.,Cytisus pseudorochelii,Chamaecytisus × pseudorochelii (Simonk.) Pifkó,Chamaecytisus pseudorochelii
933715,Dioclea lasiophylla Mart. ex Benth.,Dioclea guianensis Benth.,Dioclea guianensis Benth.,Dioclea guianensis Benth.,Dioclea guianensis,Dioclea lasiophylla Mart. ex Benth.,Dioclea lasiophylla
935754,Trifolium noricum subsp. praetutianum (Savi) Arcang.,Trifolium noricum Wulfen,Trifolium noricum Wulfen,Trifolium noricum Wulfen,Trifolium noricum,Trifolium noricum subsp. praetutianum (Savi) Arcang.,Trifolium noricum
940263,Ononis spinosa subsp. leiosperma (Boiss.) Širj.,Ononis spinosa subsp. leiosperma (Boiss.) Sirj.,Ononis spinosa subsp. leiosperma (Boiss.) Sirj.,Ononis spinosa subsp. leiosperma (Boiss.) Sirj.,Ononis spinosa,Ononis spinosa subsp. leiosperma (Boiss.) Širj.,Ononis spinosa
1091362,Peltophorum dubium var. dubium ,Peltophorum dubium (Spreng.) Taub.,Peltophorum dubium (Spreng.) Taub.,Peltophorum dubium (Spreng.) Taub.,Peltophorum dubium,Peltophorum dubium var. dubium ,Peltophorum dubium
1137801,Acmispon intricatus (Eastw.) Brouillet,Ottleya intricata (Eastw.) D.D.Sokoloff,Ottleya intricata (Eastw.) D.D.Sokoloff,Ottleya intricata (Eastw.) D.D.Sokoloff,Ottleya intricata,Acmispon intricatus (Eastw.) Brouillet,Acmispon intricatus
1137815,Acmispon oroboides (Kunth) Brouillet,Ottleya oroboides (Kunth) D.D.Sokoloff,Ottleya oroboides (Kunth) D.D.Sokoloff,Ottleya oroboides (Kunth) D.D.Sokoloff,Ottleya oroboides,Acmispon oroboides (Kunth) Brouillet,Acmispon oroboides
1174701,Phanera harmsiana (Hosseus) Bandyop. & Ghoshal,Lasiobema harmsianum (Hosseus) de Wit,Lasiobema harmsianum (Hosseus) de Wit,Lasiobema harmsianum (Hosseus) de Wit,Lasiobema harmsianum,Phanera harmsiana (Hosseus) Bandyop. & Ghoshal,Phanera harmsiana
1221647,Brachypterum (Wight & Arn.) Benth.,Derris Lour.,Derris Lour.,Derris Lour.,,Brachypterum (Wight & Arn.) Benth.,
1235752,Pongamia Adans.,Millettia Wight & Arn.,Millettia Wight & Arn.,Millettia Wight & Arn.,,Pongamia Adans.,
