,taxon_name_w_authors,201807_accepted_name_w_author,202406_taxon_name_w_authors,202406_chained_accepted_name_w_author,202406_chained_accepted_species,202406_direct_accepted_name_w_author,202406_direct_accepted_species
485332,Rhynchospora megapotamica var. spicata Kük.,Rhynchospora megapotamica (A.Spreng.) H.Pfeiff.,Rhynchospora megapotamica (A.Spreng.) H.Pfeiff.,Rhynchospora megapotamica (A.Spreng.) H.Pfeiff.,Rhynchospora megapotamica,Rhynchospora boeckeleriana Silva Filho & Boldrini,Rhynchospora boeckeleriana
485351,Rhynchospora pusilla var. ferruginescens Kük.,Rhynchospora pusilla Chapm. ex M.A.Curtis,Rhynchospora pusilla Chapm. ex M.A.Curtis,Rhynchospora pusilla Chapm. ex M.A.Curtis,Rhynchospora pusilla,Rhynchospora intermixta C.Wright,Rhynchospora intermixta
485404,Rohdea annulata (H.Li & J.L.Huang) Yamashita & M.N.Tamura,Rohdea verruculosa (Q.H.Chen) N.Tanaka,Rohdea verruculosa (Q.H.Chen) N.Tanaka,Rohdea verruculosa (Q.H.Chen) N.Tanaka,Rohdea verruculosa,Rohdea annulata (H.Li & J.L.Huang) Yamashita & M.N.Tamura,Rohdea annulata
485493,Sapium biglandulosum f. longissima Chodat & Hassl.,Sapium glandulosum (L.) Morong,Sapium glandulosum (L.) Morong,Sapium glandulosum (L.) Morong,Sapium glandulosum,Sapium haematospermum Müll.Arg.,Sapium haematospermum
485547,Schoenus breviculmis var. tepperi (F.Muell.) Kük.,Schoenus trachycarpus F.Muell.,Schoenus trachycarpus F.Muell.,Schoenus trachycarpus F.Muell.,Schoenus trachycarpus,Schoenus breviculmis var. tepperi (F.Muell.) Kük.,Schoenus breviculmis
485572,Schomburgkia lueddemannii var. costaricana (Rchb.f.) H.G.Jones,Laelia lueddemanii (Prill.) L.O.Williams,Laelia lueddemanii (Prill.) L.O.Williams,Laelia lueddemanii (Prill.) L.O.Williams,Laelia lueddemanii,Laelia lueddemannii subsp. costaricana (Rchb.f.) Pupulin,Laelia lueddemannii
485577,Schomburgkia undulata var. costaricana (Rchb.f.) H.G.Jones,Laelia lueddemanii (Prill.) L.O.Williams,Laelia lueddemanii (Prill.) L.O.Williams,Laelia lueddemanii (Prill.) L.O.Williams,Laelia lueddemanii,Laelia lueddemannii subsp. costaricana (Rchb.f.) Pupulin,Laelia lueddemannii
485579,Schradera scandens Willd.,Astraea lobata (L.) Klotzsch,Astraea lobata (L.) Klotzsch,Astraea lobata (L.) Klotzsch,Astraea lobata,Astraea trilobata (Forssk.) O.L.M.Silva & Cordeiro,Astraea trilobata
485755,Scleria hirtella var. pauciciliata Britton,Scleria hirtella Sw.,Scleria hirtella Sw.,Scleria hirtella Sw.,Scleria hirtella,Scleria distans var. distans ,Scleria distans
485784,Scleria verticillata f. brevis Kük.,Scleria verticillata Muhl. ex Willd.,Scleria verticillata Muhl. ex Willd.,Scleria verticillata Muhl. ex Willd.,Scleria verticillata,Scleria tenella Kunth,Scleria tenella
485785,Scleria verticillata f. capillaris Kük.,Scleria verticillata Muhl. ex Willd.,Scleria verticillata Muhl. ex Willd.,Scleria verticillata Muhl. ex Willd.,Scleria verticillata,Scleria tenella Kunth,Scleria tenella
485793,Sebastiania brasiliensis var. foveata Müll.Arg.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis,Sebastiania ramosissima (A.St.-Hil.) A.L.Melo & M.F.Sales,Sebastiania ramosissima
485795,Sebastiania brasiliensis var. pallida Müll.Arg.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis,Sebastiania ramosissima (A.St.-Hil.) A.L.Melo & M.F.Sales,Sebastiania ramosissima
485796,Sebastiania brasiliensis var. spathulata Müll.Arg.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis,Sebastiania ramosissima (A.St.-Hil.) A.L.Melo & M.F.Sales,Sebastiania ramosissima
485797,Sebastiania brasiliensis var. viridis Müll.Arg.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis Spreng.,Sebastiania brasiliensis,Sebastiania ramosissima (A.St.-Hil.) A.L.Melo & M.F.Sales,Sebastiania ramosissima
485813,Selenipedium caudatum var. giganteum Carrière,Phragmipedium caudatum (Lindl.) Rolfe,Phragmipedium caudatum (Lindl.) Rolfe,Phragmipedium caudatum (Lindl.) Rolfe,Phragmipedium caudatum,Phragmipedium humboldtii var. humboldtii ,Phragmipedium humboldtii
485815,Selenipedium caudatum var. uropedium Rolfe,Phragmipedium caudatum (Lindl.) Rolfe,Phragmipedium caudatum (Lindl.) Rolfe,Phragmipedium caudatum (Lindl.) Rolfe,Phragmipedium caudatum,Phragmipedium lindenii (Lindl.) Dressler & N.H.Williams,Phragmipedium lindenii
485833,Serapias vomeracea subsp. istriaca (Perko) Kreutz,Serapias neglecta subsp. apulica Landwehr,Serapias neglecta subsp. apulica Landwehr,Serapias neglecta subsp. apulica Landwehr,Serapias neglecta,Serapias orientalis (Greuter) H.Baumann & Künkele,Serapias orientalis
485928,Specklinia minutissima (Luer) Luer,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Anathallis barbulata,Specklinia minutissima (Luer) Luer,Specklinia minutissima
485935,Spermacoce aspera var. latifolia Griseb.,Spermacoce alata Aubl.,Spermacoce alata Aubl.,Spermacoce alata Aubl.,Spermacoce alata,Spermacoce latifolia Aubl.,Spermacoce latifolia
485937,Spermacoce glabra f. latifolia Chodat & Hassl.,Spermacoce glabra Michx.,Spermacoce glabra Michx.,Spermacoce glabra Michx.,Spermacoce glabra,Spermacoce riparia Cham. & Schltdl.,Spermacoce riparia
485950,Spiranthes colorata var. maculata N.E.Br.,Stenorrhynchos speciosum (Jacq.) Rich.,Stenorrhynchos speciosum (Jacq.) Rich.,Stenorrhynchos speciosum (Jacq.) Rich.,Stenorrhynchos speciosum,Stenorrhynchos albidomaculatum Christenson,Stenorrhynchos albidomaculatum
485995,Stachytarpheta cayennensis var. schiedeana Loes.,Stachytarpheta cayennensis (Rich.) Vahl,Stachytarpheta cayennensis (Rich.) Vahl,Stachytarpheta cayennensis (Rich.) Vahl,Stachytarpheta cayennensis,Stachytarpheta mutabilis (Jacq.) Vahl,Stachytarpheta mutabilis
486203,Stenophyllus capillaris f. asperulus (Kunth) H.Pfeiff.,Bulbostylis tenuifolia (Rudge) J.F.Macbr.,Bulbostylis tenuifolia (Rudge) J.F.Macbr.,Bulbostylis tenuifolia (Rudge) J.F.Macbr.,Bulbostylis tenuifolia,Bulbostylis asperula (Kunth) C.B.Clarke,Bulbostylis asperula
486253,Syagrus petraea var. platyphylla (Drude) Becc.,Syagrus petraea (Mart.) Becc.,Syagrus petraea (Mart.) Becc.,Syagrus petraea (Mart.) Becc.,Syagrus petraea,Syagrus pleiocladoides Noblick & Lorenzi,Syagrus pleiocladoides
486356,Thoa edulis Willd.,Gnetum latifolium var. funiculare Markgr.,Gnetum latifolium var. funiculare Markgr.,Gnetum latifolium var. funiculare Markgr.,Gnetum latifolium,Gnetum edule (Willd.) Blume,Gnetum edule
486363,Thymus atlanticus var. brevidens (Roussine) Dobignard,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis,Thymus atlanticus subsp. ayachicus (Humbert) Greuter & Burdet,Thymus atlanticus
486364,Thymus atlanticus var. leiodontus (Emb. & Maire) Dobignard,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis,Thymus atlanticus subsp. ayachicus (Humbert) Greuter & Burdet,Thymus atlanticus
486365,Thymus atlanticus var. stenophyllus (Litard. & Maire) Dobignard,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis,Thymus atlanticus subsp. atlanticus ,Thymus atlanticus
486366,Thymus atlanticus var. subayachicus (Emb. & Maire) Dobignard,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis Batt.,Thymus dreatensis,Thymus atlanticus subsp. atlanticus ,Thymus atlanticus
486484,Tocoyena bullata f. puberula Chodat & Hassl.,Tocoyena bullata (Vell.) Mart.,Tocoyena bullata (Vell.) Mart.,Tocoyena bullata (Vell.) Mart.,Tocoyena bullata,Tocoyena formosa (Cham. & Schltdl.) K.Schum.,Tocoyena formosa
486485,Tocoyena bullata var. speciosa Chodat & Hassl.,Tocoyena bullata (Vell.) Mart.,Tocoyena bullata (Vell.) Mart.,Tocoyena bullata (Vell.) Mart.,Tocoyena bullata,Tocoyena formosa (Cham. & Schltdl.) K.Schum.,Tocoyena formosa
486486,Tocoyena bullata f. tomentella Chodat & Hassl.,Tocoyena bullata (Vell.) Mart.,Tocoyena bullata (Vell.) Mart.,Tocoyena bullata (Vell.) Mart.,Tocoyena bullata,Tocoyena formosa (Cham. & Schltdl.) K.Schum.,Tocoyena formosa
486504,Tradescantia elongata var. triandra (Kunth) C.B.Clarke,Tripogandra serrulata (Vahl) Handlos,Tripogandra serrulata (Vahl) Handlos,Tripogandra serrulata (Vahl) Handlos,Tripogandra serrulata,Callisia ciliata Kunth,Callisia ciliata
486506,Tradescantia fluminensis f. tenella (Kunth) Voss,Tradescantia fluminensis Vell.,Tradescantia fluminensis Vell.,Tradescantia fluminensis Vell.,Tradescantia fluminensis,Tradescantia tenella Kunth,Tradescantia tenella
486510,Tradescantia mundula var. scabrida Seub.,Tradescantia fluminensis Vell.,Tradescantia fluminensis Vell.,Tradescantia fluminensis Vell.,Tradescantia fluminensis,Tradescantia cymbispatha C.B.Clarke,Tradescantia cymbispatha
486533,Tragia sellowiana var. glabrifolia Britton,Bia alienata Didr.,Bia alienata Didr.,Bia alienata Didr.,Bia alienata,Bia fallax (Müll.Arg.) G.L.Webster,Bia fallax
486608,Uncinia trichocarpa var. longispica (Boeckeler) Kük.,Uncinia phleoides (Cav.) Pers.,Uncinia phleoides (Cav.) Pers.,Carex phleoides Cav.,Carex phleoides,Carex quinquin Jim.Mejías & Dorr,Carex quinquin
486618,Uragoga herbacea (Jacq.) Kuntze,Geophila repens (L.) I.M.Johnst.,Geophila repens (L.) I.M.Johnst.,Geophila repens (L.) I.M.Johnst.,Geophila repens,Geophila herbacea (Jacq.) K.Schum.,Geophila herbacea
486697,Vanilla planifolia var. gigantea Hoehne,Vanilla hostmannii Rolfe,Vanilla hostmannii Rolfe,Vanilla hostmannii Rolfe,Vanilla hostmannii,Vanilla pompona Schiede,Vanilla pompona
486796,Xanthosoma mafaffa var. blandum (Schott) Engl.,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium,Xanthosoma blandum Schott,Xanthosoma blandum
486841,Zoellnerallium serenense (Ravenna) Crosa,Nothoscordum serenense Ravenna,Nothoscordum serenense Ravenna,Nothoscordum serenense Ravenna,Nothoscordum serenense,Latace serenense (Ravenna) Sassone,Latace serenense
487032,Galium sylvestre subsp. commutatum (Jord.) Nyman,Galium pumilum Murray,Galium pumilum Murray,Galium pumilum Murray,Galium pumilum,Galium marchandii Roem. & Schult.,Galium marchandii
487060,Tristemon polycephalum (Michx.) Raf.,Juncus polycephalus Michx.,Juncus polycephalus Michx.,Juncus polycephalus Michx.,Juncus polycephalus,Juncus scirpoides Lam.,Juncus scirpoides
487091,Asperula asperrima var. eriocarpa (Boiss.) Nyman,Galium boissierianum (Steud.) Ehrend. & Krendl,Galium boissierianum (Steud.) Ehrend. & Krendl,Galium boissierianum (Steud.) Ehrend. & Krendl,Galium boissierianum,"Galium pierredmondii Blanca, Cueto, J.Fuentes & Ortega Oliv.",Galium pierredmondii
487184,Galeopsis versicolor var. sulphurea (Jord.) Rchb.f.,Galeopsis speciosa Mill.,Galeopsis speciosa Mill.,Galeopsis speciosa Mill.,Galeopsis speciosa,Galeopsis pubescens Besser,Galeopsis pubescens
487306,Calamintha nepeta var. canescens (J.Presl) Nyman,Clinopodium nepeta subsp. glandulosum (Req.) Govaerts,Clinopodium nepeta subsp. glandulosum (Req.) Govaerts,Clinopodium nepeta subsp. spruneri (Boiss.) Bartolucci & F.Conti,Clinopodium nepeta,Clinopodium canescens (J.Presl) Melnikov,Clinopodium canescens
487373,Mentha viridis subsp. nouletiana (Timb.-Lagr.) Nyman,Mentha × villosa Huds.,Mentha × villosa Huds.,Mentha × villosa Huds.,Mentha villosa,Mentha longifolia subsp. longifolia ,Mentha longifolia
487440,Euphorbia esula var. gracilis (Klotzsch & Garcke) Nyman,Euphorbia esula L.,Euphorbia esula L.,Euphorbia esula L.,Euphorbia esula,Euphorbia subtilis (Prokh.) Prokh.,Euphorbia subtilis
487444,Euphorbia nicaeensis var. japygica (Ten.) Nyman,Euphorbia nicaeensis All.,Euphorbia nicaeensis All.,Euphorbia nicaeensis All.,Euphorbia nicaeensis,Euphorbia japygica Ten.,Euphorbia japygica
487480,Aralia gaoshanica Z.Y.Zhu,Aralia stipulata Franch.,Aralia stipulata Franch.,Aralia stipulata Franch.,Aralia stipulata,Aralia elata var. elata ,Aralia elata
487525,Ephedra nebrodensis var. scoparia (Lange) Nyman,Ephedra major Host,Ephedra major Host,Ephedra foeminea Forssk.,Ephedra foeminea,Ephedra nebrodensis Tineo,Ephedra nebrodensis
487536,Potamogeton rufescens subsp. nigrescens (Fr.) Nyman,Potamogeton alpinus Balb.,Potamogeton alpinus Balb.,Potamogeton alpinus Balb.,Potamogeton alpinus,Potamogeton gramineus L.,Potamogeton gramineus
487563,Callicarpa erioclona f. rivularis (Merr.) Bakh.,Callicarpa erioclona Schauer,Callicarpa erioclona Schauer,Callicarpa erioclona Schauer,Callicarpa erioclona,Callicarpa angusta Schauer,Callicarpa angusta
487565,Callicarpa erioclona var. subalbida (Elmer) Bakh.,Callicarpa erioclona Schauer,Callicarpa erioclona Schauer,Callicarpa erioclona Schauer,Callicarpa erioclona,Callicarpa subalbida Elmer,Callicarpa subalbida
487571,Callicarpa longifolia var. subglabrata Schauer,Callicarpa longifolia Lam.,Callicarpa longifolia Lam.,Callicarpa longifolia Lam.,Callicarpa longifolia,Callicarpa japonica Thunb.,Callicarpa japonica
487623,Orchis lactea var. ennensis (Guss. ex Tineo) Nyman,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase","Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase","Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase",Neotinea tridentata,Neotinea commutata (Tod.) R.M.Bateman,Neotinea commutata
487625,Orchis morio var. nicodemi (Cirillo ex Ten.) Nyman,Anacamptis morio subsp. picta (Loisel.) Jacquet & Scappat.,Anacamptis morio subsp. picta (Loisel.) Jacquet & Scappat.,Anacamptis morio subsp. picta (Loisel.) Jacquet & Scappat.,Anacamptis morio,Anacamptis × nicodemi (Cirillo ex Ten.) B.Bock,Anacamptis nicodemi
487646,Orchis maculata var. bonanniana (Tod.) Nyman,Dactylorhiza saccifera subsp. gervasiana (Tod.) Kreutz,Dactylorhiza saccifera subsp. gervasiana (Tod.) Kreutz,Dactylorhiza gervasiana (Tod.) H.Baumann & Künkele,Dactylorhiza gervasiana,Dactylorhiza maculata subsp. saccifera (Brongn.) Diklic,Dactylorhiza maculata
487660,Gymnadenia conopsea var. pyrenaica (Philippe) Nyman,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,Gymnadenia conopsea (L.) R.Br.,Gymnadenia conopsea
487661,Gymnadenia conopsea var. intermedia (Peterm.) Nyman,Gymnadenia × densiflora (Wahlenb.) A.Dietr.,Gymnadenia × densiflora (Wahlenb.) A.Dietr.,Gymnadenia × densiflora (Wahlenb.) A.Dietr.,Gymnadenia densiflora,Gymnadenia intermedia Peterm.,Gymnadenia intermedia
487680,Iris persica var. isaacsonii Foster,Iris persica L.,Iris persica L.,Iris persica L.,Iris persica,Iris hymenospatha subsp. hymenospatha ,Iris hymenospatha
487685,Iris caucasica var. caerulea Regel,Iris albomarginata R.C.Foster,Iris albomarginata R.C.Foster,Iris albomarginata R.C.Foster,Iris albomarginata,Iris vicaria Vved.,Iris vicaria
487689,Iris histrioides var. sophenensis (Foster) Dykes,Iris histrioides (G.F.Wilson) S.Arn.,Iris histrioides (G.F.Wilson) S.Arn.,Iris histrioides (G.F.Wilson) S.Arn.,Iris histrioides,Iris sophenensis (Foster) B.Mathew & Güner,Iris sophenensis
487738,Iris virescens var. statellae (Tod.) Nyman,Iris lutescens Lam.,Iris lutescens Lam.,Iris lutescens Lam.,Iris lutescens,Iris statellae Tod.,Iris statellae
487743,Iris lutescens var. statellae (Tod.) Baker,Iris lutescens Lam.,Iris lutescens Lam.,Iris lutescens Lam.,Iris lutescens,Iris statellae Tod.,Iris statellae
487753,Ixia patens var. leucantha (Jacq.) Ker Gawl.,Ixia polystachya L.,Ixia polystachya L.,Ixia polystachya L.,Ixia polystachya,Ixia leucantha Jacq.,Ixia leucantha
487773,Ixia scillaris var. angustifolia Ker Gawl.,Ixia stricta (Eckl. ex Klatt) G.J.Lewis,Ixia stricta (Eckl. ex Klatt) G.J.Lewis,Ixia stricta (Eckl. ex Klatt) G.J.Lewis,Ixia stricta,Ixia scillaris subsp. lata Goldblatt & J.C.Manning,Ixia scillaris
487790,Gladiolus communis subsp. inarimensis (Guss.) Nyman,Gladiolus italicus Mill.,Gladiolus italicus Mill.,Gladiolus italicus Mill.,Gladiolus italicus,Gladiolus inarimensis Guss.,Gladiolus inarimensis
487806,Lapeirousia corymbosa var. grandiflora Klatt,Lapeirousia azurea (Eckl. ex Baker) Goldblatt,Lapeirousia azurea (Eckl. ex Baker) Goldblatt,Codonorhiza azurea (Eckl. ex Baker) Goldblatt & J.C.Manning,Codonorhiza azurea,Codonorhiza corymbosa (L.) Goldblatt & J.C.Manning,Codonorhiza corymbosa
487807,Carinta herbacea (Jacq.) W.Wight,Geophila repens (L.) I.M.Johnst.,Geophila repens (L.) I.M.Johnst.,Geophila repens (L.) I.M.Johnst.,Geophila repens,Geophila herbacea (Jacq.) K.Schum.,Geophila herbacea
487811,Crocus hybernus subsp. asturicus (Herb.) Nyman,Crocus serotinus subsp. salzmannii (J.Gay) B.Mathew,Crocus serotinus subsp. salzmannii (J.Gay) B.Mathew,Crocus salzmannii J.Gay,Crocus salzmannii,Crocus asturicus Herb.,Crocus asturicus
487818,Crocus vernus subsp. siculus (Tineo) Nyman,Crocus caeruleus Weston,Crocus caeruleus Weston,Crocus vernus (L.) Hill,Crocus vernus,Crocus siculus Tineo,Crocus siculus
487903,Carinta uniflora (Hiern) G.Taylor,Geophila repens (L.) I.M.Johnst.,Geophila repens (L.) I.M.Johnst.,Geophila repens (L.) I.M.Johnst.,Geophila repens,Geophila herbacea (Jacq.) K.Schum.,Geophila herbacea
487929,Premna subscandens var. glabrescens Moldenke,Premna subscandens Merr.,Premna subscandens Merr.,Premna odorata Blanco,Premna odorata,Premna pubescens Blume,Premna pubescens
487937,Premna sterculiifolia var. bakhuizenii Moldenke,Premna sterculiifolia King & Gamble,Premna sterculiifolia King & Gamble,Premna sterculiifolia King & Gamble,Premna sterculiifolia,Premna oblongata Miq.,Premna oblongata
487947,Clerodendrum serratum var. nepalense Moldenke,Rotheca serrata (L.) Steane & Mabb.,Rotheca serrata (L.) Steane & Mabb.,Rotheca serrata (L.) Steane & Mabb.,Rotheca serrata,Rotheca nepalense (Moldenke) Qiang Wang,Rotheca nepalense
488090,Typha angustifolia var. elata (Boreau) Nyman,Typha × glauca Godr.,Typha × glauca Godr.,Typha × glauca Godr.,Typha glauca,Typha latifolia L.,Typha latifolia
488148,Faradaya vitiensis var. puberulenta Moldenke,Faradaya lehuntei (Horne ex Baker) A.C.Sm.,Faradaya lehuntei (Horne ex Baker) A.C.Sm.,Oxera lehuntei (Horne ex Baker) Gâteblé & Barrabé,Oxera lehuntei,Oxera amicorum (Seem.) Gâteblé & Barrabé,Oxera amicorum
488149,Faradaya neoebudica var. puberulenta (Moldenke) Moldenke,Faradaya lehuntei (Horne ex Baker) A.C.Sm.,Faradaya lehuntei (Horne ex Baker) A.C.Sm.,Oxera lehuntei (Horne ex Baker) Gâteblé & Barrabé,Oxera lehuntei,Oxera amicorum (Seem.) Gâteblé & Barrabé,Oxera amicorum
488175,Carex umbrosa var. reflexa (Rchb.) Nyman,Carex praecox Schreb.,Carex praecox Schreb.,Carex praecox Schreb.,Carex praecox,Carex caryophyllea Latourr.,Carex caryophyllea
488181,Carex tomentosa var. caesia (Griseb.) Nyman,Carex filiformis L.,Carex filiformis L.,Carex montana L.,Carex montana,Carex tomentosa L.,Carex tomentosa
488203,Carex schreberi var. curvata (Knaf) Nyman,Carex praecox Schreb.,Carex praecox Schreb.,Carex praecox Schreb.,Carex praecox,Carex curvata Knaf,Carex curvata
488240,Galium rubioides var. pseudorubioides (Schur) Nyman,Galium rubioides L.,Galium rubioides L.,Galium rubioides L.,Galium rubioides,Galium mollugo subsp. mollugo ,Galium mollugo
488268,Asperula canescens var. glabra W.D.J.Koch,Asperula cynanchica L.,Asperula cynanchica L.,Cynanchica pyrenaica subsp. cynanchica (L.) P.Caputo & Del Guacchio,Cynanchica pyrenaica,Cynanchica aristata subsp. aristata ,Cynanchica aristata
488361,Crocus vernus var. puniceus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488362,Crocus vernus var. purpureus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488363,Crocus vernus var. marginatus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488364,Crocus vernus var. sabinei Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488365,Crocus vernus var. grandis Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488366,Crocus vernus var. obovatus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488367,Crocus vernus var. concinuus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488368,Crocus vernus var. phaeton Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488369,Crocus vernus var. maculosus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488371,Crocus vernus var. turbinatus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488372,Crocus vernus var. clavatus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488373,Crocus vernus var. violaceus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488374,Crocus vernus var. dubius Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488375,Crocus vernus var. pruinosus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488376,Crocus vernus var. fusiformis Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488377,Crocus vernus var. stylosus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488378,Crocus vernus var. plumbeus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488379,Crocus vernus var. inflatus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488380,Crocus vernus var. tulipaceus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488382,Crocus vernus var. pallens Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488383,Crocus vernus var. minutus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488384,Crocus vernus var. pallidus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488385,Crocus vernus var. neapolitanus-praecox Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488386,Crocus vernus var. lilacinus-praecox Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488387,Crocus vernus var. fucatus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488388,Crocus vernus var. dorsalis Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488389,Crocus vernus var. unguis Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488390,Crocus vernus var. unguis-major Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488391,Crocus vernus var. leucorhynchus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488392,Crocus vernus var. pulchellus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488393,Crocus vernus var. lineatus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488394,Crocus vernus var. striatus Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
488395,Crocus vernus var. glorianella Sabine,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus (L.) Hill,Crocus vernus,Crocus duplex Weston,Crocus duplex
