,taxon_name_w_authors,v10_accepted_name_w_author,v11_taxon_name_w_authors,v11_chained_accepted_name_w_author,v11_chained_accepted_species,v11_direct_accepted_name_w_author,v11_direct_accepted_species,v11_chained_accepted_genus,v11_direct_accepted_genus
222736,Helianthemum variabile Spach,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata,Helianthemum apenninum (L.) Mill.,Helianthemum apenninum,Tuberaria,Helianthemum
256105,Dolichos stipulaceus Lam.,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana,Vigna stipulacea (Lam.) Kuntze,Vigna stipulacea,Pueraria,Vigna
286030,Alyssum serpyllifolium var. castellanum (Jord. & Fourr.) Nyman,Alyssum serpyllifolium Desf.,Alyssum serpyllifolium Desf.,Alyssum serpyllifolium Desf.,Alyssum serpyllifolium,Odontarrhena alpestris (L.) Ledeb.,Odontarrhena alpestris,Alyssum,Odontarrhena
324088,Didymocarpus pallidus Kraenzl.,Cyrtandra copelandii Elmer,Cyrtandra copelandii Elmer,Rhynchotechum copelandii (Elmer) Merr.,Rhynchotechum copelandii,Cyrtandra edanoi Olivar & Pelser,Cyrtandra edanoi,Rhynchotechum,Cyrtandra
329103,Babactes oblongifolia (Roxb.) DC.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus R.Br.,Didymocarpus acuminatus,Henckelia oblongifolia (Roxb.) D.J.Middleton & Mich.Möller,Henckelia oblongifolia,Didymocarpus,Henckelia
332654,Echinopsis densispina f. aurantiaca (Wessner) Buining,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis,Echinopsis,Reicheocactus
332659,Echinopsis densispina f. cinnabarina (Backeb. ex Wessner) Buining,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis,Echinopsis,Reicheocactus
332664,Echinopsis densispina f. eburnea (Wessner) Buining,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis,Echinopsis,Reicheocactus
332665,Echinopsis densispina f. haematantha (Wessner) Buining,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis,Echinopsis,Reicheocactus
332680,Echinopsis densispina f. subcarnea (Wessner) Buining,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis,Echinopsis,Reicheocactus
332681,Echinopsis densispina f. sufflava (Wessner) Buining,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina Werderm.,Echinopsis densispina,Reicheocactus famatinensis (Speg.) Schlumpb.,Reicheocactus famatinensis,Echinopsis,Reicheocactus
332974,Ehretia indica (Dennst. ex Kostel.) M.R.Almeida & S.M.Almeida,Ehretia aspera Willd.,Ehretia aspera Willd.,Ehretia aspera Willd.,Ehretia aspera,Blachia umbellata (Willd.) Baill.,Blachia umbellata,Ehretia,Blachia
349928,Guioa chrysantha Radlk.,Guioa semiglauca (F.Muell.) Radlk.,Guioa semiglauca (F.Muell.) Radlk.,Guioa semiglauca (F.Muell.) Radlk.,Guioa semiglauca,Toechima dasyrrhache Radlk.,Toechima dasyrrhache,Guioa,Toechima
351558,Hebenstretia fruticosa L.f.,Hebenstretia dentata L.,Hebenstretia dentata L.,Hebenstretia dentata L.,Hebenstretia dentata,Dischisma fruticosum (L.f.) Rolfe,Dischisma fruticosum,Hebenstretia,Dischisma
371169,Galatella tenuifolia Lindl. ex DC.,Cosmos bipinnatus Cav.,Cosmos bipinnatus Cav.,Cosmos bipinnatus Cav.,Cosmos bipinnatus,Galatella hauptii (Ledeb.) Lindl. ex DC.,Galatella hauptii,Cosmos,Galatella
389167,Robinia pyramidata Mill.,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri (Greenm.) Gagnon & G.P.Lewis,Cenostigma gaumeri,Erythrostemon yucatanensis var. yucatanensis,Erythrostemon yucatanensis,Cenostigma,Erythrostemon
391550,Minuartia arctica var. hondoensis Ohwi,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica (Steven ex Ser.) A.J.Moore & Dillenb.,Cherleria arctica,Minuartia hondoensis (Ohwi) Ohwi,Minuartia hondoensis,Cherleria,Minuartia
402165,Vernonia bolleana Sch.Bip.,Bolanosa coulteri A.Gray,Bolanosa coulteri A.Gray,Bolanosa coulteri A.Gray,Bolanosa coulteri,Vernonia bolleana Sch.Bip.,Vernonia bolleana,Bolanosa,Vernonia
413924,Cacalia syneilesis (Franch. & Sav.) Matsum.,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia,Syneilesis palmata (Lam.) Maxim.,Syneilesis palmata,Japonicalia,Syneilesis
413933,Senecio syneilesis Franch. & Sav.,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia,Syneilesis palmata (Lam.) Maxim.,Syneilesis palmata,Japonicalia,Syneilesis
416819,Werneria lehmannii Klatt,Werneria glandulosa Wedd.,Werneria glandulosa Wedd.,Rockhausenia glandulosa (Wedd.) D.J.N.Hind,Rockhausenia glandulosa,Hypochaeris sessiliflora Kunth,Hypochaeris sessiliflora,Rockhausenia,Hypochaeris
421428,Olearia arguta var. lanata Benth.,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis,Olearia arguta var. lanata Benth.,Olearia arguta,Camptacra,Olearia
421431,Aster argutus R.Br. ex Benth.,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis,Olearia arguta var. arguta,Olearia arguta,Camptacra,Olearia
421432,Olearia arguta Benth.,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis (Benth.) Lander,Camptacra gracilis,Olearia arguta Benth.,Olearia arguta,Camptacra,Olearia
421543,Brachyscome scapiformis var. glabra DC.,Vittadinia spathulata F.Muell. ex Sond.,Vittadinia spathulata F.Muell. ex Sond.,Vittadinia spathulata F.Muell. ex Sond.,Vittadinia spathulata,Brachyscome spathulata Gaudich.,Brachyscome spathulata,Vittadinia,Brachyscome
441693,Dryopteris disjuncta f. glandulosa (R.M.Tryon) Cody,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum,Thelypteris maxoniana A.R.Sm.,Thelypteris maxoniana,Gymnocarpium,Thelypteris
441764,Cyathea attenuata Fée,Cyathea gardneri (Hook.) Lellinger,Cyathea gardneri (Hook.) Lellinger,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
441765,Cyathea incurvata Kunze,Cyathea gardneri (Hook.) Lellinger,Cyathea gardneri (Hook.) Lellinger,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
441766,Cyathea mamillata Fée,Cyathea gardneri (Hook.) Lellinger,Cyathea gardneri (Hook.) Lellinger,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
441767,Cyathea superfusa Kuntze,Cyathea gardneri (Hook.) Lellinger,Cyathea gardneri (Hook.) Lellinger,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
441768,Cyathea taunaysiana Glaz. & Fée,Cyathea gardneri (Hook.) Lellinger,Cyathea gardneri (Hook.) Lellinger,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
441769,Sphaeropteris gardneri (Hook.) R.M.Tryon,Cyathea gardneri (Hook.) Lellinger,Cyathea gardneri (Hook.) Lellinger,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
448599,Polypodium parkinsonii Baker,Phymatosorus parksii (Copel.) Brownlie,Phymatosorus parksii (Copel.) Brownlie,Phymatosorus parksii (Copel.) Brownlie,Phymatosorus parksii,Drynaria parkinsonii (Baker) Diels,Drynaria parkinsonii,Phymatosorus,Drynaria
457573,Hedysarum oxalifolium Buch.-Ham. ex Benn.,Sohmaea laxiflora (DC.) H.Ohashi & K.Ohashi,Sohmaea laxiflora (DC.) H.Ohashi & K.Ohashi,Sohmaea laxiflora (DC.) H.Ohashi & K.Ohashi,Sohmaea laxiflora,Eleiotis rottleri Wight & Arn.,Eleiotis rottleri,Sohmaea,Eleiotis
474367,Rhamnus buxifolia Poir.,Rhamnus oleoides subsp. oleoides,Rhamnus oleoides subsp. oleoides,Rhamnus oleoides subsp. oleoides,Rhamnus oleoides,Flueggea tinctoria (L.) G.L.Webster,Flueggea tinctoria,Rhamnus,Flueggea
481195,Ligusticum apiifolium Desf.,Carum appuanum subsp. appuanum,Carum appuanum subsp. appuanum,Carum appuanum subsp. appuanum,Carum appuanum,Cnidium silaifolium (Jacq.) Simonk.,Cnidium silaifolium,Carum,Cnidium
486088,Eurya latifolia variegata Veitch ex J.Dix,Eurya japonica var. japonica,Eurya japonica var. japonica,Eurya japonica var. japonica,Eurya japonica,Cleyera japonica var. japonica,Cleyera japonica,Eurya,Cleyera
486096,Eurya latifolia var. variegata (Veitch ex J.Dix) Carrière,Eurya japonica var. japonica,Eurya japonica var. japonica,Eurya japonica var. japonica,Eurya japonica,Cleyera japonica var. japonica,Cleyera japonica,Eurya,Cleyera
487785,Cistus punctatus Willd.,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium,Tuberaria guttata (L.) Fourr.,Tuberaria guttata,Helianthemum,Tuberaria
488708,Lepidium draba var. matritense (Pau) Thell.,Iberis carnosa subsp. carnosa,Iberis carnosa subsp. carnosa,Iberis carnosa subsp. carnosa,Iberis carnosa,Lepidium draba L.,Lepidium draba,Iberis,Lepidium
517214,Nertera dentata Elmer,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis,Hemiphragma heterophyllum var. dentatum (Elmer) T.Yamaz.,Hemiphragma heterophyllum,Nertera,Hemiphragma
533512,Gymnadenia odoratissima var. heteroglossa Rchb.f.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,× Chamodenia heteroglossa (Rchb.f.) Peitz,× Chamodenia heteroglossa,Gymnadenia,× Chamodenia
590501,Amomum latifolium Lam.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet,Curcuma longa L.,Curcuma longa,Zingiber,Curcuma
622979,Agrostis frondosa Ten. ex Spreng.,Agrostis castellana Boiss. & Reut.,Agrostis castellana Boiss. & Reut.,Agrostis castellana Boiss. & Reut.,Agrostis castellana,Polypogon viridis (Gouan) Breistr.,Polypogon viridis,Agrostis,Polypogon
674861,Geodorum citrinum Andrews,"Eulophia terrestris (L.) M.W.Chase, Kumar & Schuit.","Eulophia terrestris (L.) M.W.Chase, Kumar & Schuit.","Calanthe amboinensis (Blume) M.W.Chase, Christenh. & Schuit.",Calanthe amboinensis,Eulophia citrina (Andrews) Ormerod & Kurzweil,Eulophia citrina,Calanthe,Eulophia
693323,Odontarrhena murcica Jord. & Fourr.,Odontarrhena alpestris (L.) Ledeb.,Odontarrhena alpestris (L.) Ledeb.,Odontarrhena alpestris (L.) Ledeb.,Odontarrhena alpestris,Alyssum serpyllifolium Desf.,Alyssum serpyllifolium,Odontarrhena,Alyssum
705169,Laserpitium loscosii (Lange) Calest.,Thapsia asclepium L.,Thapsia asclepium L.,Thapsia asclepium L.,Thapsia asclepium,Ferula loscosii (Lange) Willk.,Ferula loscosii,Thapsia,Ferula
705174,Elaeoselinum loscosii Lange,Thapsia asclepium L.,Thapsia asclepium L.,Thapsia asclepium L.,Thapsia asclepium,Ferula loscosii (Lange) Willk.,Ferula loscosii,Thapsia,Ferula
733476,Strombocarpa odorata (Torr. & Frém.) A.Gray,Prosopis pubescens Benth.,Prosopis pubescens Benth.,Strombocarpa pubescens (Benth.) A.Gray,Strombocarpa pubescens,Neltuma odorata (Torr. & Frém.) C.E.Hughes & G.P.Lewis,Neltuma odorata,Strombocarpa,Neltuma
733479,Prosopis odorata Torr. & Frém.,Prosopis pubescens Benth.,Prosopis pubescens Benth.,Strombocarpa pubescens (Benth.) A.Gray,Strombocarpa pubescens,Neltuma odorata (Torr. & Frém.) C.E.Hughes & G.P.Lewis,Neltuma odorata,Strombocarpa,Neltuma
749483,Dircaea picta (Hook.) Lem.,Sinningia douglasii (Lindl.) Chautems,Sinningia douglasii (Lindl.) Chautems,Sinningia douglasii (Lindl.) Chautems,Sinningia douglasii,Kohleria tubiflora (Cav.) Hanst.,Kohleria tubiflora,Sinningia,Kohleria
759098,Adenandra ovata (Thunb.) Link,Adenandra villosa subsp. sonderi (Dümmer) Strid,Adenandra villosa subsp. sonderi (Dümmer) Strid,Adenandra villosa subsp. sonderi (Dümmer) Strid,Adenandra villosa,Agathosma ovata (Thunb.) F.Dietr.,Agathosma ovata,Adenandra,Agathosma
774486,Columnea divaricata (Poepp.) Walp.,Bellonia aspera L.,Bellonia aspera L.,Bellonia aspera L.,Bellonia aspera,Besleria divaricata Poepp.,Besleria divaricata,Bellonia,Besleria
778127,Mangifera silvestris Roxb.,Buchanania cochinchinensis (Lour.) M.R.Almeida,Buchanania cochinchinensis (Lour.) M.R.Almeida,Glycosmis cochinchinensis (Lour.) Pierre ex Engl.,Glycosmis cochinchinensis,Buchanania lanzan Spreng.,Buchanania lanzan,Glycosmis,Buchanania
778128,Buchanania lanzan Spreng.,Buchanania cochinchinensis (Lour.) M.R.Almeida,Buchanania cochinchinensis (Lour.) M.R.Almeida,Glycosmis cochinchinensis (Lour.) Pierre ex Engl.,Glycosmis cochinchinensis,Buchanania lanzan Spreng.,Buchanania lanzan,Glycosmis,Buchanania
778129,Spondias elliptica Rottb. ex Hook.f.,Buchanania cochinchinensis (Lour.) M.R.Almeida,Buchanania cochinchinensis (Lour.) M.R.Almeida,Glycosmis cochinchinensis (Lour.) Pierre ex Engl.,Glycosmis cochinchinensis,Buchanania lanzan Spreng.,Buchanania lanzan,Glycosmis,Buchanania
778130,Buchanania latifolia Roxb.,Buchanania cochinchinensis (Lour.) M.R.Almeida,Buchanania cochinchinensis (Lour.) M.R.Almeida,Glycosmis cochinchinensis (Lour.) Pierre ex Engl.,Glycosmis cochinchinensis,Buchanania lanzan Spreng.,Buchanania lanzan,Glycosmis,Buchanania
778131,Lanzana solitaria Stokes,Buchanania cochinchinensis (Lour.) M.R.Almeida,Buchanania cochinchinensis (Lour.) M.R.Almeida,Glycosmis cochinchinensis (Lour.) Pierre ex Engl.,Glycosmis cochinchinensis,Buchanania lanzan Spreng.,Buchanania lanzan,Glycosmis,Buchanania
778132,Lundia mangiferoides Puerari ex DC.,Buchanania cochinchinensis (Lour.) M.R.Almeida,Buchanania cochinchinensis (Lour.) M.R.Almeida,Glycosmis cochinchinensis (Lour.) Pierre ex Engl.,Glycosmis cochinchinensis,Buchanania lanzan Spreng.,Buchanania lanzan,Glycosmis,Buchanania
786688,Cicendia quitensis (Kunth) Griseb.,Cicendia quadrangularis (Lam.) Griseb.,Cicendia quadrangularis (Lam.) Griseb.,Cicendia quadrangularis (Lam.) Griseb.,Cicendia quadrangularis,Zeltnera quitensis (Kunth) G.Mans.,Zeltnera quitensis,Cicendia,Zeltnera
790329,Ceanothus leschenaultii DC.,Colubrina asiatica (L.) Brongn.,Colubrina asiatica (L.) Brongn.,Colubrina asiatica (L.) Brongn.,Colubrina asiatica,Trema orientale (L.) Blume,Trema orientale,Colubrina,Trema
808346,Eruca stenocarpa Boiss. & Reut.,Eruca vesicaria (L.) Cav.,Eruca vesicaria (L.) Cav.,Eruca vesicaria (L.) Cav.,Eruca vesicaria,Erucastrum nasturtiifolium subsp. nasturtiifolium,Erucastrum nasturtiifolium,Eruca,Erucastrum
815625,Gentiana amarella subsp. chlorifolia (Nees) Arcang.,Gentianella germanica (Willd.) Börner,Gentianella germanica (Willd.) Börner,Gentianella germanica (Willd.) Börner,Gentianella germanica,Gentiana × chlorifolia Nees,Gentiana × chlorifolia,Gentianella,Gentiana
817439,Aillya umbellata var. procumbens (de Vriese) de Vriese,Goodenia filiformis R.Br.,Goodenia filiformis R.Br.,Goodenia filiformis R.Br.,Goodenia filiformis,Scaevola pulchella Carolin,Scaevola pulchella,Goodenia,Scaevola
817440,Aillya umbellata var. spathulata (de Vriese) de Vriese,Goodenia filiformis R.Br.,Goodenia filiformis R.Br.,Goodenia filiformis R.Br.,Goodenia filiformis,Scaevola pulchella Carolin,Scaevola pulchella,Goodenia,Scaevola
820092,Haplanthus neilgherryensis Wight,Haplanthodes Kuntze,Haplanthodes Kuntze,Haplanthodes Kuntze,,Haplanthodes neilgherryensis (Wight) R.B.Majumdar,Haplanthodes neilgherryensis,,Haplanthodes
820284,Cereus serruliflorus Haw.,Harrisia divaricata (Lam.) Backeb.,Harrisia divaricata (Lam.) Backeb.,Harrisia divaricata (Lam.) Backeb.,Harrisia divaricata,Serrulatocereus serruliflorus (Haw.) Guiggi,Serrulatocereus serruliflorus,Harrisia,Serrulatocereus
820364,Hariota clavata var. deliculata (Loefgr.) A.Cast.,Hatiora salicornoides (Haw.) Britton & Rose,Hatiora salicornoides (Haw.) Britton & Rose,Hatiora salicornoides (Haw.) Britton & Rose,Hatiora salicornoides,Rhipsalis clavata F.A.C.Weber,Rhipsalis clavata,Hatiora,Rhipsalis
820366,Hariota bambusoides var. delicatula (Loefgr.) A.Cast.,Hatiora salicornoides (Haw.) Britton & Rose,Hatiora salicornoides (Haw.) Britton & Rose,Hatiora salicornoides (Haw.) Britton & Rose,Hatiora salicornoides,Rhipsalis clavata F.A.C.Weber,Rhipsalis clavata,Hatiora,Rhipsalis
820992,Helianthemum alyssoides subsp. cheiranthoides (Lam.) Nyman,Helianthemum syriacum (Jacq.) Dum.Cours.,Helianthemum syriacum (Jacq.) Dum.Cours.,Helianthemum syriacum (Jacq.) Dum.Cours.,Helianthemum syriacum,Cistus × cheiranthoides Lam.,Cistus × cheiranthoides,Helianthemum,Cistus
822567,Heteropterys angustifolia f. lanceolata Nied.,Heteropterys glabra Hook. & Arn.,Heteropterys glabra Hook. & Arn.,Heteropterys glabra Hook. & Arn.,Heteropterys glabra,Banisteriopsis laevifolia (A.Juss.) B.Gates,Banisteriopsis laevifolia,Heteropterys,Banisteriopsis
834142,Chenopodium acutifolium Kit. ex Schult.,"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch","Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch","Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",Lipandra polysperma,Chenopodium standleyanum Aellen,Chenopodium standleyanum,Lipandra,Chenopodium
834146,Chenopodium polyspermum var. spicatum Klett & Richt.,"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch","Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch","Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",Lipandra polysperma,Chenopodium standleyanum Aellen,Chenopodium standleyanum,Lipandra,Chenopodium
834339,Tournefortia earlei Britton,Myriopus stenophyllus (Urb.) Feuillet,Myriopus stenophyllus (Urb.) Feuillet,Myriopus stenophyllus (Urb.) Feuillet,Myriopus stenophyllus,"Heliotropium earlei (Britton) Greuter, P.A.González & R.Rankin",Heliotropium earlei,Myriopus,Heliotropium
851039,Bredemeyera altissima var. mollis (Triana & Planch.) A.W.Benn.,Bredemeyera divaricata (DC.) J.F.B.Pastore,Bredemeyera divaricata (DC.) J.F.B.Pastore,Bredemeyera divaricata (DC.) J.F.B.Pastore,Bredemeyera divaricata,Securidaca coriacea Bonpl.,Securidaca coriacea,Bredemeyera,Securidaca
857373,Peucedanum praeruptorum subsp. hirsutiusculum Ma,Kitagawia praeruptora (Dunn) Pimenov,Kitagawia praeruptora (Dunn) Pimenov,Kitagawia praeruptora (Dunn) Pimenov,Kitagawia praeruptora,Peucedanum harry-smithii Fedde ex H.Wolff,Peucedanum harry-smithii,Kitagawia,Peucedanum
857375,Peucedanum hirsutiusculum (Ma) V.M.Vinogr.,Kitagawia praeruptora (Dunn) Pimenov,Kitagawia praeruptora (Dunn) Pimenov,Kitagawia praeruptora (Dunn) Pimenov,Kitagawia praeruptora,Peucedanum harry-smithii Fedde ex H.Wolff,Peucedanum harry-smithii,Kitagawia,Peucedanum
857443,Richella discostigma (Diels) R.E.Fr.,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana,Afroguatteria discostigma (Diels) X.Guo & R.M.K.Saunders,Afroguatteria discostigma,Monanthotaxis,Afroguatteria
857444,Oxymitra discostigma (Diels) Ghesq. ex Pellegr.,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana (Engl. & Diels) P.H.Hoekstra,Monanthotaxis montana,Afroguatteria discostigma (Diels) X.Guo & R.M.K.Saunders,Afroguatteria discostigma,Monanthotaxis,Afroguatteria
