,taxon_name_w_authors,202212_accepted_name_w_author,202306_taxon_name_w_authors,202306_chained_accepted_name_w_author,202306_chained_accepted_species,202306_direct_accepted_name_w_author,202306_direct_accepted_species
81684,Silphium dentatum var. gatesii (C.Mohr) H.E.Ahles,Silphium asteriscus subsp. asteriscus ,Silphium asteriscus subsp. asteriscus ,Silphium asteriscus var. asteriscus ,Silphium asteriscus,Silphium asteriscus L.,Silphium asteriscus
88020,Mikania pseudohoffmanniana var. pseudohoffmanniana ,Mikania pseudohoffmanniana G.M.Barroso,Mikania pseudohoffmanniana G.M.Barroso,Mikania pseudohoffmanniana G.M.Barroso,Mikania pseudohoffmanniana,Mikania pseudohoffmanniana G.M.Barroso ex W.Holmes,Mikania pseudohoffmanniana
88669,Hieracium porrectum Fr.,Hieracium valdepilosum subsp. porrectum (Fr.) Greuter,Hieracium valdepilosum subsp. porrectum (Fr.) Greuter,Hieracium valdepilosum subsp. porrectum (Fr.) Greuter,Hieracium valdepilosum,Hieracium porrectum Fr.,Hieracium porrectum
97475,Silphium lanceolatum Nutt.,Silphium asteriscus subsp. asteriscus ,Silphium asteriscus subsp. asteriscus ,Silphium asteriscus var. asteriscus ,Silphium asteriscus,Silphium asteriscus L.,Silphium asteriscus
99991,Silphium scabrum Walter,Silphium asteriscus subsp. asteriscus ,Silphium asteriscus subsp. asteriscus ,Silphium asteriscus var. asteriscus ,Silphium asteriscus,Silphium asteriscus L.,Silphium asteriscus
103469,Hieracium elongatiforme (Zahn) Prain,Hieracium valdepilosum subsp. elongatiforme (Zahn) Greuter,Hieracium valdepilosum subsp. elongatiforme (Zahn) Greuter,Hieracium valdepilosum subsp. elongatiforme (Zahn) Greuter,Hieracium valdepilosum,Hieracium porrectum subsp. elongatiforme (Zahn) Zahn,Hieracium porrectum
114844,Osmunda basilaris Spreng.,Osmundastrum claytonianum (L.) Tagawa,Osmundastrum claytonianum (L.) Tagawa,Osmundastrum claytonianum (L.) Tagawa,Osmundastrum claytonianum,Osmunda claytoniana L.,Osmunda claytoniana
129549,Albizia plurijuga (Standl.) Britton & Rose,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis,Hesperalbizia occidentalis (Brandegee) Barneby & J.W.Grimes,Hesperalbizia occidentalis
131549,Leucaena plurijuga Standl.,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis var. plurijuga (Standl.) L.Rico & S.L.Gale,Albizia occidentalis,Hesperalbizia occidentalis (Brandegee) Barneby & J.W.Grimes,Hesperalbizia occidentalis
131550,Pithecellobium polycephalum Benth.,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala,Pseudalbizzia polycephala (Benth.) E.J.M.Koenen & Duno,Pseudalbizzia polycephala
131551,Samanea polycephala (Benth.) Pittier,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala,Pseudalbizzia polycephala (Benth.) E.J.M.Koenen & Duno,Pseudalbizzia polycephala
132072,Newtonia nitida (Benth.) Brenan,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta,Marlimorimia contorta (DC.) L.P.Queiroz & P.G.Ribeiro,Marlimorimia contorta
132073,Newtonia psilostachya (DC.) Brenan,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya,Marlimorimia psilostachya (DC.) L.P.Queiroz & Marc.F.Simon,Marlimorimia psilostachya
132292,Pithecellobium daulense Spruce ex Benth.,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia,Pseudalbizzia pistaciifolia (Willd.) E.J.M.Koenen & Duno,Pseudalbizzia pistaciifolia
132597,Stryphnodendron piptadenioides E.M.O.Martins,Stryphnodendron coriaceum Benth.,Stryphnodendron coriaceum Benth.,"Gwilymia coriacea (Benth.) A.G.Lima, Paula-Souza & Scalon",Gwilymia coriacea,Pityrocarpa moniliformis (Benth.) Luckow & R.W.Jobson,Pityrocarpa moniliformis
134631,Piptadenia nitida Benth.,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta,Marlimorimia contorta (DC.) L.P.Queiroz & P.G.Ribeiro,Marlimorimia contorta
134632,Acacia psilostachya DC.,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya,Marlimorimia psilostachya (DC.) L.P.Queiroz & Marc.F.Simon,Marlimorimia psilostachya
134633,Piptadenia psilostachya (DC.) Benth.,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia psilostachya,Marlimorimia psilostachya (DC.) L.P.Queiroz & Marc.F.Simon,Marlimorimia psilostachya
135830,Prosopis dulcis Gillies ex Hook.,Prosopis caldenia Burkart,Prosopis caldenia Burkart,Neltuma caldenia (Burkart) C.E.Hughes & G.P.Lewis,Neltuma caldenia,Neltuma argentina (Burkart) C.E.Hughes & G.P.Lewis,Neltuma argentina
137610,Pithecellobium triflorum (G.Don) Benth.,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia,Pseudalbizzia pistaciifolia (Willd.) E.J.M.Koenen & Duno,Pseudalbizzia pistaciifolia
137668,Cathormion altissimum (Hook.f.) Hutch. & Dandy,Albizia altissima Hook.f.,Albizia altissima Hook.f.,Albizia altissima Hook.f.,Albizia altissima,Osodendron altissimum (Hook.f.) E.J.M.Koenen,Osodendron altissimum
137762,Arthrosamanea altissima (Hook.f.) G.C.C.Gilbert & Boutique,Albizia altissima Hook.f.,Albizia altissima Hook.f.,Albizia altissima Hook.f.,Albizia altissima,Osodendron altissimum (Hook.f.) E.J.M.Koenen,Osodendron altissimum
139697,Feuilleea schomburgkii (Benth.) Kuntze,Enterolobium schomburgkii (Benth.) Benth.,Enterolobium schomburgkii (Benth.) Benth.,Enterolobium schomburgkii (Benth.) Benth.,Enterolobium schomburgkii,Robrichia schomburgkii (Benth.) A.R.M.Luz & E.R.Souza,Robrichia schomburgkii
139698,Mimosa wilsonii Standl.,Enterolobium schomburgkii (Benth.) Benth.,Enterolobium schomburgkii (Benth.) Benth.,Enterolobium schomburgkii (Benth.) Benth.,Enterolobium schomburgkii,Robrichia schomburgkii (Benth.) A.R.M.Luz & E.R.Souza,Robrichia schomburgkii
139699,Pithecellobium schomburgkii Benth.,Enterolobium schomburgkii (Benth.) Benth.,Enterolobium schomburgkii (Benth.) Benth.,Enterolobium schomburgkii (Benth.) Benth.,Enterolobium schomburgkii,Robrichia schomburgkii (Benth.) A.R.M.Luz & E.R.Souza,Robrichia schomburgkii
139859,Mimosa terminalis Vell.,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala,Pseudalbizzia polycephala (Benth.) E.J.M.Koenen & Duno,Pseudalbizzia polycephala
139870,Prosopis fruticosa Meyen,Prosopis flexuosa var. fruticosa (Meyen) F.A.Roig,Prosopis flexuosa var. fruticosa (Meyen) F.A.Roig,Prosopis flexuosa var. fruticosa (Meyen) F.A.Roig,Prosopis flexuosa,Neltuma flexuosa var. fruticosa (Meyen) C.E.Hughes & G.P.Lewis,Neltuma flexuosa
139871,Acacia flexuosa Lag.,Prosopis flexuosa DC.,Prosopis flexuosa DC.,Prosopis flexuosa DC.,Prosopis flexuosa,Neltuma flexuosa (DC.) C.E.Hughes & G.P.Lewis,Neltuma flexuosa
141633,Pithecellobium dinklagei (Harms) Harms,Albizia dinklagei (Harms) Harms,Albizia dinklagei (Harms) Harms,Albizia dinklagei (Harms) Harms,Albizia dinklagei,Osodendron dinklagei (Harms) E.J.M.Koenen,Osodendron dinklagei
141723,Cathormion dinklagei (Harms) Hutch. & Dandy,Albizia dinklagei (Harms) Harms,Albizia dinklagei (Harms) Harms,Albizia dinklagei (Harms) Harms,Albizia dinklagei,Osodendron dinklagei (Harms) E.J.M.Koenen,Osodendron dinklagei
141825,Newtonia contorta (DC.) Burkart,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta,Marlimorimia contorta (DC.) L.P.Queiroz & P.G.Ribeiro,Marlimorimia contorta
143263,Acacia contorta DC.,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta,Marlimorimia contorta (DC.) L.P.Queiroz & P.G.Ribeiro,Marlimorimia contorta
143264,Piptadenia contorta (DC.) Benth.,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta (DC.) G.P.Lewis & M.P.Lima,Pseudopiptadenia contorta,Marlimorimia contorta (DC.) L.P.Queiroz & P.G.Ribeiro,Marlimorimia contorta
148299,Arthrosamanea multiflora (Kunth) Kleinhoonte,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora,Pseudalbizzia multiflora (Kunth) E.J.M.Koenen & Duno,Pseudalbizzia multiflora
149796,Albizia thozetiana (F.Muell.) F.Muell. ex Benth.,Archidendropsis thozetiana (F.Muell.) I.C.Nielsen,Archidendropsis thozetiana (F.Muell.) I.C.Nielsen,Archidendropsis thozetiana (F.Muell.) I.C.Nielsen,Archidendropsis thozetiana,Heliodendron thozetianum (F.Muell.) Gill.K.Br. & Bayly,Heliodendron thozetianum
152656,Caesalpinia chinensis Roxb.,Mezoneuron sinense Hemsl.,Mezoneuron sinense Hemsl.,Mezoneuron sinense Hemsl.,Mezoneuron sinense,Ticanto sinensis (Hemsl.) R.Clark & Gagnon,Ticanto sinensis
153589,Hesperalbizia occidentalis (Brandegee) Barneby & J.W.Grimes,Albizia occidentalis Brandegee,Albizia occidentalis Brandegee,Albizia occidentalis Brandegee,Albizia occidentalis,Hesperalbizia occidentalis (Brandegee) Barneby & J.W.Grimes,Hesperalbizia occidentalis
154640,Feuilleea terminalis Kuntze,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala (Benth.) Killip,Albizia polycephala,Pseudalbizzia polycephala (Benth.) E.J.M.Koenen & Duno,Pseudalbizzia polycephala
154648,Acacia multiflora Kunth,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora,Pseudalbizzia multiflora (Kunth) E.J.M.Koenen & Duno,Pseudalbizzia multiflora
154649,Pithecellobium multiflorum (Kunth) Benth.,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora,Pseudalbizzia multiflora (Kunth) E.J.M.Koenen & Duno,Pseudalbizzia multiflora
154650,Pithecolobium multiflorum (Kunth) Benth.,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora,Pseudalbizzia multiflora (Kunth) E.J.M.Koenen & Duno,Pseudalbizzia multiflora
154651,Pithecolobium weberbaueri Harms,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora,Pseudalbizzia multiflora (Kunth) E.J.M.Koenen & Duno,Pseudalbizzia multiflora
154652,Feuilleea multiflora (Kunth) Kuntze,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora,Pseudalbizzia multiflora (Kunth) E.J.M.Koenen & Duno,Pseudalbizzia multiflora
154653,Senegalia multiflora (Kunth) Killip,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora,Pseudalbizzia multiflora (Kunth) E.J.M.Koenen & Duno,Pseudalbizzia multiflora
154665,Arthrosamanea pistaciaefolia (Willd.) Britton & Killip,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia,Pseudalbizzia pistaciifolia (Willd.) E.J.M.Koenen & Duno,Pseudalbizzia pistaciifolia
154666,Mimosa pistaciaefolia Willd.,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia,Pseudalbizzia pistaciifolia (Willd.) E.J.M.Koenen & Duno,Pseudalbizzia pistaciifolia
154667,Feuilleea daulensis (Benth.) Kuntze,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia,Pseudalbizzia pistaciifolia (Willd.) E.J.M.Koenen & Duno,Pseudalbizzia pistaciifolia
155073,Samanea dinklagei (Harms) Keay,Albizia dinklagei (Harms) Harms,Albizia dinklagei (Harms) Harms,Albizia dinklagei (Harms) Harms,Albizia dinklagei,Osodendron dinklagei (Harms) E.J.M.Koenen,Osodendron dinklagei
155175,Samanea pistaciaefolia (Willd.) Dugand,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia,Pseudalbizzia pistaciifolia (Willd.) E.J.M.Koenen & Duno,Pseudalbizzia pistaciifolia
155176,Cathormion pistaciaefolia (Willd.) Burkart,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia,Pseudalbizzia pistaciifolia (Willd.) E.J.M.Koenen & Duno,Pseudalbizzia pistaciifolia
155178,Cathormion daulense (Spruce ex Benth.) Burkart,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia,Pseudalbizzia pistaciifolia (Willd.) E.J.M.Koenen & Duno,Pseudalbizzia pistaciifolia
155179,Samanea guajacifolia Pittier,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia (Willd.) Barneby & J.W.Grimes,Albizia pistaciifolia,Pseudalbizzia pistaciifolia (Willd.) E.J.M.Koenen & Duno,Pseudalbizzia pistaciifolia
155181,Cathormion multiflorum (Kunth) Burkart,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora,Pseudalbizzia multiflora (Kunth) E.J.M.Koenen & Duno,Pseudalbizzia multiflora
155253,Samanea multiflora (Kunth) Pittier,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora (Kunth) Barneby & J.W.Grimes,Albizia multiflora,Pseudalbizzia multiflora (Kunth) E.J.M.Koenen & Duno,Pseudalbizzia multiflora
156786,Caesalpinia sinensis (Hemsl.) J.E.Vidal,Mezoneuron sinense Hemsl.,Mezoneuron sinense Hemsl.,Mezoneuron sinense Hemsl.,Mezoneuron sinense,Ticanto sinensis (Hemsl.) R.Clark & Gagnon,Ticanto sinensis
156788,Caesalpinia tsoongii Merr.,Mezoneuron sinense Hemsl.,Mezoneuron sinense Hemsl.,Mezoneuron sinense Hemsl.,Mezoneuron sinense,Ticanto sinensis (Hemsl.) R.Clark & Gagnon,Ticanto sinensis
156789,Caesalpinia stenoptera Merr.,Mezoneuron sinense Hemsl.,Mezoneuron sinense Hemsl.,Mezoneuron sinense Hemsl.,Mezoneuron sinense,Ticanto sinensis (Hemsl.) R.Clark & Gagnon,Ticanto sinensis
165179,Neltuma occidenatlis Britton & Rose,Prosopis juliflora (Sw.) DC.,Prosopis juliflora (Sw.) DC.,Neltuma juliflora (Sw.) Raf.,Neltuma juliflora,Neltuma juliflora var. juliflora ,Neltuma juliflora
169872,Psoralea pinnata var. latifolia Harv.,Psoralea arborea Sims,Psoralea arborea Sims,Psoralea arborea Sims,Psoralea arborea,Psoralea platyphylla C.H.Stirt.,Psoralea platyphylla
172030,Homalomena pygmaea f. longipes Alderw.,Homalomena batoeensis Engl.,Homalomena batoeensis Engl.,Homalomena batoeensis Engl.,Homalomena batoeensis,Homalomena humilis (Jack) Hook.f.,Homalomena humilis
172060,Homalomena subemarginata Alderw.,Homalomena ovata Engl.,Homalomena ovata Engl.,Homalomena ovata Engl.,Homalomena ovata,Homalomena subemarginata Alderw.,Homalomena subemarginata
173231,Hyospathe brevipedunculata Dammer,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173232,Hyospathe concinna H.E.Moore,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. concinna (H.E.Moore) A.J.Hend.,Hyospathe elegans
173236,Hyospathe filiformis H.Wendl. ex Drude,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173237,Hyospathe gracilis H.Wendl. ex Drude,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173238,Hyospathe lehmannii Burret,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173240,Hyospathe maculata Steyerm.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173241,Hyospathe micropetala Burret,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173242,Hyospathe pallida H.E.Moore,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173246,Hyospathe schultzeae Burret,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173247,Hyospathe simplex Burret,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173248,Hyospathe sodiroi Dammer ex Burret,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. sodiroi (Dammer ex Burret) A.J.Hend.,Hyospathe elegans
173249,Hyospathe tessmannii Burret,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173250,Hyospathe ulei Dammer,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173251,Hyospathe weberbaueri Dammer ex Burret,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans Mart.,Hyospathe elegans,Hyospathe elegans subsp. elegans ,Hyospathe elegans
173329,Hyphaene multiformis subsp. plagiosperma Dammer ex Becc.,Hyphaene compressa H.Wendl.,Hyphaene compressa H.Wendl.,Hyphaene compressa H.Wendl.,Hyphaene compressa,Hyphaene petersiana Klotzsch ex Mart.,Hyphaene petersiana
177333,Junellia spegazzinii Moldenke,Junellia digitata (Phil.) Moldenke,Junellia digitata (Phil.) Moldenke,Junellia digitata (Phil.) Moldenke,Junellia digitata,Junellia digitata var. digitata ,Junellia digitata
177718,Kentia baueri (Hook.f.) Seem.,Rhopalostylis baueri H.Wendl. & Drude,Rhopalostylis baueri H.Wendl. & Drude,Rhopalostylis baueri H.Wendl. & Drude,Rhopalostylis baueri,Rhopalostylis baueri (Hook.f.) H.Wendl. & Drude,Rhopalostylis baueri
179590,Lantana alba Mill. ex Link,Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,Lippia alba (Mill.) N.E.Br. ex Britton & P.Wilson,Lippia alba,Lantana rugosa Thunb.,Lantana rugosa
179598,Lantana antillana Raf.,Lantana camara L.,Lantana camara L.,Lantana camara L.,Lantana camara,Lantana horrida subsp. horrida ,Lantana horrida
179642,Lantana camara f. alba (Moldenke) Moldenke,Lantana camara subsp. aculeata (L.) R.W.Sanders,Lantana camara subsp. aculeata (L.) R.W.Sanders,Lantana camara subsp. aculeata (L.) R.W.Sanders,Lantana camara,Lantana nivea subsp. nivea ,Lantana nivea
179643,Lantana camara var. alba Moldenke,Lantana camara subsp. aculeata (L.) R.W.Sanders,Lantana camara subsp. aculeata (L.) R.W.Sanders,Lantana camara subsp. aculeata (L.) R.W.Sanders,Lantana camara,Lantana nivea subsp. nivea ,Lantana nivea
179646,Lantana camara f. macrantha (Loes.) Moldenke,Lantana camara L.,Lantana camara L.,Lantana camara L.,Lantana camara,Lantana horrida subsp. horrida ,Lantana horrida
179647,Lantana camara var. macrantha Loes.,Lantana camara L.,Lantana camara L.,Lantana camara L.,Lantana camara,Lantana horrida subsp. horrida ,Lantana horrida
179655,Lantana camara f. parvifolia (Moldenke) López-Pal.,Lantana camara subsp. aculeata (L.) R.W.Sanders,Lantana camara subsp. aculeata (L.) R.W.Sanders,Lantana camara subsp. aculeata (L.) R.W.Sanders,Lantana camara,Lantana camara subsp. glandulosissima (Hayek) R.W.Sanders,Lantana camara
179656,Lantana camara f. rosea (Mosty ex Mattoon) Moldenke,Lantana camara L.,Lantana camara L.,Lantana camara L.,Lantana camara,Lantana camara subsp. camara ,Lantana camara
179657,Lantana camara var. rosea Mosty ex Mattoon,Lantana camara L.,Lantana camara L.,Lantana camara L.,Lantana camara,Lantana camara subsp. camara ,Lantana camara
179661,Lantana camara f. rubra (Mosty ex Mattoon) Moldenke,Lantana camara L.,Lantana camara L.,Lantana camara L.,Lantana camara,Lantana camara subsp. camara ,Lantana camara
179662,Lantana camara var. rubra Mosty ex Mattoon,Lantana camara L.,Lantana camara L.,Lantana camara L.,Lantana camara,Lantana camara subsp. camara ,Lantana camara
179666,Lantana camara f. ternata (Moldenke) Moldenke,Lantana camara L.,Lantana camara L.,Lantana camara L.,Lantana camara,Lantana horrida subsp. horrida ,Lantana horrida
179764,Lantana hirsuta var. pubescens Moldenke,Lantana hirsuta M.Martens & Galeotti,Lantana hirsuta M.Martens & Galeotti,Lantana hirsuta M.Martens & Galeotti,Lantana hirsuta,Lantana camara subsp. camara ,Lantana camara
