,Genus,Num_names_for_genus_with_species_discrepancy,Total_names_for_genus,Percent
216,Ulex,6,209,2.8708133971291865
217,Plantago,6,1880,0.3191489361702128
201,Callista,6,399,1.5037593984962405
202,Selaginella,6,1770,0.3389830508474576
203,Crepidomanes,6,119,5.042016806722689
205,Bulbophyllum,6,3385,0.17725258493353027
204,Alsophila,6,900,0.6666666666666666
206,Crassula,6,969,0.6191950464396285
207,Eriogonum,6,1422,0.4219409282700422
209,Microstylis,6,464,1.293103448275862
200,Rhodiola,6,219,2.73972602739726
224,Linaria,6,1356,0.4424778761061947
208,Kalanchoe,6,486,1.2345679012345678
239,Odontites,5,211,2.3696682464454977
241,Sorbus,5,1304,0.3834355828220859
242,Angraecum,5,609,0.8210180623973727
237,Cirsium,5,1923,0.26001040041601664
235,Blechnum,5,709,0.7052186177715092
234,Lonchocarpus,5,390,1.2820512820512822
232,Androsace,5,615,0.8130081300813008
233,Mimosa,5,2117,0.23618327822390175
231,Lomaria,5,315,1.5873015873015872
238,Hibbertia,5,567,0.8818342151675485
236,Chilita,5,113,4.424778761061947
243,Cynanchum,5,1040,0.4807692307692308
245,Koeleria,5,910,0.5494505494505495
244,Agropyron,5,1087,0.45998160073597055
259,Solidago,5,1009,0.49554013875123887
260,Pithecellobium,5,543,0.9208103130755064
261,Tephroseris,5,168,2.9761904761904763
262,Crepis,5,1032,0.4844961240310077
247,Cerastium,5,1600,0.3125
248,Cotoneaster,5,804,0.6218905472636815
249,Lycopodium,5,1171,0.4269854824935952
246,Glyceria,5,383,1.3054830287206267
250,Phacelia,5,699,0.7153075822603719
251,Brickellia,5,275,1.8181818181818181
253,Verbascum,5,1615,0.30959752321981426
252,Varronia,5,267,1.8726591760299625
254,Calea,5,340,1.4705882352941178
255,Draba,5,1848,0.27056277056277056
257,Stipa,5,1443,0.3465003465003465
258,Ternstroemia,5,312,1.6025641025641026
274,Desmodium,5,979,0.5107252298263534
273,Dammara,5,34,14.705882352941176
240,Ardisia,5,1608,0.31094527363184077
271,Cacalia,5,932,0.5364806866952789
270,Attalea,5,127,3.937007874015748
269,Cactus,5,673,0.7429420505200595
268,Baissea,5,58,8.620689655172415
267,Hedypnois,5,72,6.944444444444445
266,Portulaca,5,539,0.9276437847866419
265,Polemonium,5,306,1.6339869281045751
264,Scorzonera,5,582,0.8591065292096219
263,Polystichum,5,1152,0.4340277777777778
279,Malacothamnus,5,41,12.195121951219512
275,Acorus,5,53,9.433962264150944
277,Paepalanthus,5,958,0.5219206680584552
276,Fimbristylis,5,1077,0.46425255338904364
289,Potamogeton,5,1418,0.3526093088857546
256,Agrostis,5,2024,0.24703557312252963
287,Galium,5,3101,0.16123831022250887
286,Heliotropium,5,990,0.5050505050505051
284,Vitex,5,723,0.6915629322268326
285,Fagus,5,219,2.2831050228310503
283,Notocactus,5,403,1.2406947890818858
282,Geodorum,5,39,12.820512820512821
278,Aristida,5,1058,0.4725897920604915
281,Amanoa,5,54,9.25925925925926
280,Cyanococcus,5,23,21.73913043478261
290,Phalaenopsis,5,385,1.2987012987012987
291,Isanthus,5,7,71.42857142857143
292,Paspalum,5,1378,0.36284470246734396
272,Aspidosperma,5,219,2.2831050228310503
288,Trillium,5,285,1.7543859649122806
302,Pediocactus,4,125,3.2
303,Ottonia,4,111,3.6036036036036037
301,Ocotea,4,885,0.4519774011299435
298,Melandrium,4,286,1.3986013986013985
299,Hydnora,4,27,14.814814814814815
300,Agathis,4,52,7.6923076923076925
296,Leontodon,4,455,0.8791208791208791
295,Angelica,4,420,0.9523809523809523
294,Cystopteris,4,193,2.0725388601036268
297,Acrodiclidium,4,65,6.153846153846154
293,Davallia,4,462,0.8658008658008658
317,Eriocephalus,4,75,5.333333333333333
318,Satureja,4,755,0.5298013245033113
319,Corydalis,4,1346,0.2971768202080238
335,Mecodium,4,131,3.053435114503817
334,Melampyrum,4,306,1.3071895424836601
333,Habenaria,4,2043,0.19579050416054822
316,Epidendrum,4,3089,0.12949174490126256
315,Serapias,4,400,1.0
314,Vincetoxicum,4,679,0.5891016200294551
313,Alophia,4,26,15.384615384615385
312,Philadelphus,4,353,1.13314447592068
311,Onosma,4,558,0.7168458781362007
310,Fumana,4,140,2.857142857142857
309,Memorialis,4,33,12.121212121212121
308,Melocactus,4,439,0.9111617312072893
307,Sonchus,4,533,0.7504690431519699
306,Atropis,4,156,2.5641025641025643
305,Alona,4,34,11.764705882352942
304,Didymoglossum,4,115,3.4782608695652173
327,Coptis,4,54,7.407407407407407
326,Vanilla,4,235,1.702127659574468
325,Tithymalus,4,753,0.5312084993359893
332,Lindsaea,4,583,0.6861063464837049
331,Dicranopteris,4,138,2.898550724637681
330,Botrychium,4,316,1.2658227848101267
329,Typha,4,211,1.8957345971563981
328,Castela,4,38,10.526315789473685
323,Coprosma,4,263,1.520912547528517
322,Mentha,4,2779,0.1439366678661389
321,Linum,4,1035,0.3864734299516908
324,Calandrinia,4,348,1.1494252873563218
320,Baccharis,4,1292,0.30959752321981426
349,Narcissus,4,1118,0.35778175313059035
350,Vaseyanthus,4,9,44.44444444444444
351,Ruschia,4,447,0.8948545861297539
380,Marattia,4,99,4.040404040404041
377,Echinopsis,4,595,0.6722689075630253
378,Galarhoeus,4,179,2.2346368715083798
348,Pourthiaea,4,79,5.063291139240507
347,Cleistocactus,4,162,2.4691358024691357
346,Gymnocalycium,4,536,0.746268656716418
345,Ipomoea,4,2724,0.14684287812041116
344,Microlicia,4,435,0.9195402298850575
343,Knautia,4,414,0.966183574879227
342,Phaseolus,4,1005,0.39800995024875624
341,Tillandsia,4,1729,0.2313475997686524
340,Dendranthema,4,112,3.5714285714285716
339,Antitaxis,4,8,50.0
338,Clematis,4,1999,0.2001000500250125
337,Asparagus,4,575,0.6956521739130435
336,Leucojum,4,50,8.0
367,Paronychia,4,471,0.8492569002123143
366,Pinalia,4,323,1.238390092879257
365,Cistus,4,750,0.5333333333333333
364,Asclepias,4,824,0.4854368932038835
363,Aristolochia,4,1069,0.37418147801683815
362,Erica,4,2640,0.15151515151515152
361,Epilobium,4,1419,0.28188865398167723
360,Cynosurus,4,149,2.684563758389262
359,Commelina,4,741,0.5398110661268556
358,Eragrostis,4,1379,0.290065264684554
357,Metastelma,4,214,1.8691588785046729
356,Ischaemum,4,351,1.1396011396011396
355,Elatine,4,153,2.6143790849673203
354,Woodsia,4,192,2.0833333333333335
353,Fuchsia,4,334,1.1976047904191616
352,Brexia,4,26,15.384615384615385
371,Lithospermum,4,414,0.966183574879227
370,Allocarya,4,164,2.4390243902439024
369,Ptilagrostis,4,33,12.121212121212121
379,Xylobium,4,78,5.128205128205129
376,Lobivia,4,782,0.5115089514066496
373,Phalaris,4,250,1.6
374,Elaeocarpus,4,945,0.42328042328042326
375,Lepidium,4,977,0.4094165813715456
368,Salsola,4,702,0.5698005698005698
372,Caprifolium,4,177,2.2598870056497176
512,Tripleurospermum,3,87,3.4482758620689653
529,Cheirostylis,3,109,2.7522935779816513
528,Memecylon,3,712,0.42134831460674155
382,Inula,3,543,0.5524861878453039
381,Cudrania,3,25,12.0
383,Olearia,3,351,0.8547008547008547
399,Bergeranthus,3,27,11.11111111111111
398,Momisia,3,27,11.11111111111111
397,Tabernaemontana,3,480,0.625
396,Trichilia,3,516,0.5813953488372093
395,Phippsia,3,65,4.615384615384615
394,Deyeuxia,3,510,0.5882352941176471
393,Lepidagathis,3,259,1.1583011583011582
392,Chiropetalum,3,41,7.317073170731708
391,Loranthus,3,1546,0.19404915912031048
390,Hermannia,3,423,0.7092198581560284
389,Chrysocoma,3,171,1.7543859649122806
388,Conyza,3,802,0.3740648379052369
387,Drimia,3,201,1.492537313432836
386,Dicksonia,3,209,1.4354066985645932
385,Statice,3,847,0.3541912632821724
384,Syzygium,3,1644,0.18248175182481752
415,Didymochlaena,3,27,11.11111111111111
414,Fragaria,3,492,0.6097560975609756
413,Stillingia,3,180,1.6666666666666667
412,Sapindus,3,149,2.0134228187919465
411,Pogostemon,3,156,1.9230769230769231
410,Dracaena,3,620,0.4838709677419355
409,Lotus,3,913,0.32858707557502737
408,Gabunia,3,16,18.75
407,Sterculia,3,496,0.6048387096774194
406,Brachyscome,3,219,1.36986301369863
405,Morinda,3,269,1.1152416356877324
404,Asarum,3,317,0.9463722397476341
403,Yucca,3,499,0.6012024048096193
402,Calanthe,3,645,0.46511627906976744
401,Thuranthos,3,20,15.0
400,Berberis,3,1548,0.1937984496124031
431,Spigelia,3,177,1.694915254237288
430,Specklinia,3,538,0.5576208178438662
429,Adonis,3,241,1.2448132780082988
428,Myrica,3,210,1.4285714285714286
427,Calliandra,3,493,0.6085192697768763
426,Racosperma,3,1118,0.26833631484794274
425,Urostigma,3,320,0.9375
424,Musa,3,467,0.6423982869379015
423,Malveopsis,3,89,3.3707865168539324
422,Lauradia,3,16,18.75
421,Acrostichum,3,900,0.3333333333333333
420,Salvia,3,2752,0.10901162790697674
419,Pygeum,3,184,1.6304347826086956
418,Struthiola,3,128,2.34375
417,Chasmanthium,3,10,30.0
416,Scheelea,3,63,4.761904761904762
447,Hedysarum,3,1053,0.2849002849002849
446,Trichipteris,3,98,3.061224489795918
445,Meringium,3,62,4.838709677419355
444,Prosopis,3,166,1.8072289156626506
443,Aquilegia,3,797,0.37641154328732745
442,Elaeagia,3,37,8.108108108108109
441,Filipendula,3,119,2.5210084033613445
440,Turritis,3,94,3.1914893617021276
439,Polyalthia,3,365,0.821917808219178
438,Lecanthus,3,18,16.666666666666668
437,Polygonella,3,30,10.0
436,Teucrium,3,1213,0.247320692497939
435,Nothoscordum,3,159,1.8867924528301887
434,Stelis,3,1737,0.17271157167530224
433,Helichrysum,3,1529,0.1962066710268149
432,Leptospermum,3,302,0.9933774834437086
463,Indigofera,3,1794,0.16722408026755853
462,Epacris,3,221,1.3574660633484164
461,Apostasia,3,25,12.0
460,Hypericum,3,2224,0.13489208633093525
459,Dendrophthora,3,191,1.5706806282722514
458,Limonium,3,1080,0.2777777777777778
457,Cupaniopsis,3,110,2.727272727272727
456,Faramea,3,333,0.9009009009009009
455,Stachytarpheta,3,285,1.0526315789473684
454,Nuphar,3,112,2.6785714285714284
453,Pycnarrhena,3,29,10.344827586206897
452,Sphaeralcea,3,260,1.1538461538461537
451,Bletia,3,218,1.3761467889908257
450,Rhynchospora,3,1117,0.26857654431512984
449,Geum,3,514,0.5836575875486382
448,Aerangis,3,125,2.4
479,Triticum,3,1396,0.2148997134670487
478,Onosmodium,3,40,7.5
477,Gilia,3,722,0.4155124653739612
476,Ononis,3,992,0.3024193548387097
475,Gentianella,3,562,0.5338078291814946
474,Arachniodes,3,243,1.2345679012345678
473,Hyrtanandra,3,15,20.0
472,Anacampseros,3,202,1.4851485148514851
471,Cieca,3,66,4.545454545454546
470,Dipladenia,3,119,2.5210084033613445
469,Tephrocactus,3,198,1.5151515151515151
468,Cupania,3,266,1.1278195488721805
467,Hydrangea,3,502,0.5976095617529881
466,Cynoglossum,3,566,0.5300353356890459
465,Cereus,3,1308,0.22935779816513763
464,Tritonia,3,144,2.0833333333333335
495,Pteris,3,1334,0.22488755622188905
494,Vandenboschia,3,68,4.411764705882353
493,Seriphium,3,54,5.555555555555555
492,Aloe,3,1516,0.19788918205804748
491,Arundinella,3,201,1.492537313432836
490,Cyclosorus,3,657,0.45662100456621
489,Trifurcia,3,10,30.0
488,Chenopodium,3,1214,0.2471169686985173
487,Barclaya,3,9,33.333333333333336
486,Rhamnus,3,1027,0.2921129503407984
485,Popowia,3,161,1.8633540372670807
484,Litsea,3,860,0.3488372093023256
483,Anemone,3,1167,0.2570694087403599
482,Diuris,3,158,1.8987341772151898
481,Dioclea,3,106,2.830188679245283
480,Feuilleea,3,420,0.7142857142857143
511,Populus,3,791,0.37926675094816686
510,Anthemis,3,888,0.33783783783783783
509,Phleum,3,252,1.1904761904761905
508,Gleichenia,3,292,1.0273972602739727
507,Plagiobothrys,3,169,1.7751479289940828
506,Spergularia,3,383,0.783289817232376
505,Caragana,3,298,1.0067114093959733
504,Stellaria,3,967,0.31023784901758017
503,Alsine,3,631,0.4754358161648177
502,Ebnerella,3,83,3.6144578313253013
501,Schinus,3,154,1.948051948051948
500,Fagara,3,464,0.646551724137931
499,Rhinanthus,3,358,0.8379888268156425
498,Calopyxis,3,25,12.0
497,Pratia,3,77,3.896103896103896
496,Persicaria,3,610,0.4918032786885246
527,Encyclia,3,481,0.6237006237006237
526,Hydrocotyle,3,586,0.5119453924914675
525,Ruellia,3,1155,0.2597402597402597
524,Fissistigma,3,106,2.830188679245283
523,Gladiolus,3,983,0.3051881993896236
522,Cicuta,3,85,3.5294117647058822
521,Angiopteris,3,226,1.3274336283185841
520,Isoetes,3,480,0.625
519,Echeveria,3,502,0.5976095617529881
518,Elionurus,3,84,3.5714285714285716
517,Zingiber,3,328,0.9146341463414634
516,Crotalaria,3,1857,0.16155088852988692
515,Neomammillaria,3,320,0.9375
514,Nasturtium,3,457,0.6564551422319475
513,Aspidistra,3,254,1.1811023622047243
530,Vicia,3,1504,0.19946808510638298
720,Beatonia,2,9,22.22222222222222
721,Homalobus,2,88,2.272727272727273
722,Parentucellia,2,10,20.0
723,Xyris,2,709,0.2820874471086037
724,Ponerorchis,2,83,2.4096385542168677
725,Lewisia,2,68,2.9411764705882355
726,Chamaesyce,2,523,0.3824091778202677
695,Piptadenia,2,153,1.3071895424836601
817,Lithocardium,2,222,0.9009009009009009
697,Philibertia,2,113,1.7699115044247788
698,Molinia,2,106,1.8867924528301887
699,Pleurostachys,2,88,2.272727272727273
700,Tigridia,2,97,2.0618556701030926
701,Aeschynanthus,2,285,0.7017543859649122
702,Aeonium,2,186,1.075268817204301
703,Hebe,2,219,0.91324200913242
704,Stauracanthus,2,27,7.407407407407407
696,Tridens,2,44,4.545454545454546
733,Tetrapterys,2,267,0.7490636704119851
734,Talisia,2,95,2.1052631578947367
735,Monnina,2,303,0.6600660066006601
736,Anathallis,2,217,0.9216589861751152
737,Maesa,2,344,0.5813953488372093
738,Lagenophora,2,77,2.5974025974025974
739,Porrum,2,26,7.6923076923076925
740,Lamourouxia,2,64,3.125
719,Atocion,2,14,14.285714285714286
742,Gymnosporia,2,303,0.6600660066006601
711,Bunium,2,236,0.847457627118644
712,Wormia,2,72,2.7777777777777777
713,Odontoglossum,2,582,0.3436426116838488
714,Aspalathus,2,697,0.28694404591104733
715,Biophytum,2,127,1.5748031496062993
716,Barleria,2,617,0.3241491085899514
717,Sempervivum,2,640,0.3125
718,Aubrieta,2,78,2.5641025641025643
741,Derris,2,253,0.7905138339920948
693,Hordeum,2,562,0.35587188612099646
694,Anadenanthera,2,9,22.22222222222222
663,Crucifera,2,169,1.183431952662722
664,Laphamia,2,48,4.166666666666667
665,Linociera,2,233,0.8583690987124464
666,Sinapis,2,220,0.9090909090909091
667,Trochocephalus,2,53,3.7735849056603774
668,Leucopogon,2,379,0.5277044854881267
705,Diplazium,2,1044,0.19157088122605365
670,Isochilus,2,40,5.0
671,Jatropha,2,606,0.33003300330033003
672,Lacinaria,2,128,1.5625
673,Hesperis,2,565,0.35398230088495575
674,Aillya,2,5,40.0
675,Leptorkis,2,145,1.3793103448275863
676,Hakea,2,783,0.2554278416347382
677,Salicornia,2,261,0.7662835249042146
669,Cupressus,2,345,0.5797101449275363
706,Shawia,2,72,2.7777777777777777
707,Clinostigma,2,30,6.666666666666667
708,Oxydectes,2,577,0.3466204506065858
709,Jasminonerium,2,25,8.0
710,Bupleurum,2,1071,0.18674136321195145
679,Lomatium,2,225,0.8888888888888888
680,Chamaemelum,2,120,1.6666666666666667
681,Aegilops,2,470,0.425531914893617
692,Aniba,2,99,2.0202020202020203
683,Trifolium,2,1985,0.10075566750629723
684,Uniola,2,48,4.166666666666667
685,Hariota,2,73,2.73972602739726
686,Evax,2,72,2.7777777777777777
687,Liparis,2,816,0.24509803921568626
688,Vittaria,2,194,1.0309278350515463
689,Isotrema,2,115,1.7391304347826086
690,Monarda,2,134,1.492537313432836
691,Adhatoda,2,153,1.3071895424836601
682,Haplanthus,2,16,12.5
805,Dimorphorchis,2,18,11.11111111111111
806,Orthosiphon,2,221,0.9049773755656109
775,Phalaroides,2,14,14.285714285714286
776,Cryptocarya,2,556,0.3597122302158273
777,Rungia,2,125,1.6
778,Cycas,2,242,0.8264462809917356
779,Marsilea,2,180,1.1111111111111112
780,Ehretia,2,268,0.746268656716418
732,Stenochlaena,2,81,2.4691358024691357
782,Oenothera,2,1435,0.13937282229965156
783,Belloa,2,26,7.6923076923076925
784,Melodorum,2,101,1.9801980198019802
785,Spermacoce,2,673,0.2971768202080238
786,Huperzia,2,524,0.3816793893129771
787,Meibomia,2,414,0.4830917874396135
788,Maba,2,193,1.0362694300518134
789,Oxyacantha,2,41,4.878048780487805
781,Doria,2,68,2.9411764705882355
818,Calamus,2,1000,0.2
819,Pterostylis,2,378,0.5291005291005291
820,Symphyotrichum,2,232,0.8620689655172413
821,Calamagrostis,2,1382,0.1447178002894356
822,Combretum,2,911,0.21953896816684962
791,Collaea,2,50,4.0
792,Brachynema,2,7,28.571428571428573
793,Dioscorea,2,1555,0.12861736334405144
804,Nymphaea,2,484,0.4132231404958678
795,Cistanche,2,60,3.3333333333333335
796,Arachnis,2,42,4.761904761904762
797,Cinnamomum,2,747,0.2677376171352075
798,Lomandra,2,85,2.3529411764705883
799,Conohoria,2,16,12.5
800,Chamaecytisus,2,162,1.2345679012345678
801,Vigna,2,476,0.42016806722689076
802,Gonostegia,2,25,8.0
803,Retzia,2,7,28.571428571428573
794,Callilepis,2,13,15.384615384615385
746,Goniophlebium,2,207,0.966183574879227
747,Protea,2,698,0.28653295128939826
748,Macroglena,2,20,10.0
749,Cremolobus,2,19,10.526315789473685
750,Chusua,2,29,6.896551724137931
751,Doodia,2,60,3.3333333333333335
752,Alectorolophus,2,142,1.408450704225352
753,Notogrammitis,2,14,14.285714285714286
790,Trymalium,2,80,2.5
755,Epipactis,2,713,0.2805049088359046
756,Paullinia,2,391,0.5115089514066496
757,Dolichos,2,472,0.423728813559322
758,Pultenaea,2,318,0.6289308176100629
727,Dupatya,2,221,0.9049773755656109
728,Anoectochilus,2,167,1.1976047904191616
729,Parkia,2,85,2.3529411764705883
730,Canthium,2,504,0.3968253968253968
731,Carpodinus,2,67,2.985074626865672
754,Cylicodaphne,2,65,3.076923076923077
759,Dendrophthoe,2,134,1.492537313432836
760,Lilium,2,822,0.24330900243309003
761,Gamochaeta,2,89,2.247191011235955
762,Cuphea,2,759,0.2635046113306983
763,Casparya,2,37,5.405405405405405
764,Lankesteriana,2,26,7.6923076923076925
765,Celsia,2,176,1.1363636363636365
766,Ancistrocactus,2,16,12.5
745,Sympa,2,2,100.0
