,Genus,Num_names_for_genus_with_species_discrepancy,Total_names_for_genus,Percent
1794,Coetocapnia,1,2,50.0
1795,Manfreda,1,51,1.9607843137254901
1796,Leichtlinia,1,3,33.333333333333336
1746,Cercophora,1,2,50.0
1798,Phaedranassa,1,24,4.166666666666667
1767,Ophiuros,1,32,3.125
1768,Deschampsia,1,426,0.2347417840375587
1769,Muscari,1,279,0.35842293906810035
1770,Xerotes,1,79,1.2658227848101267
1771,Amomum,1,485,0.20618556701030927
1772,Discopodium,1,11,9.090909090909092
1773,Tribonanthes,1,15,6.666666666666667
1797,Bravoa,1,10,10.0
1803,Tuberosa,1,2,50.0
1804,Zetocapnia,1,2,50.0
1805,Pothos,1,261,0.3831417624521073
1806,Pentlandia,1,5,20.0
1807,Runyonia,1,2,50.0
1808,Pappothrix,1,5,20.0
1809,Galinsogeopsis,1,2,50.0
1810,Monothrix,1,9,11.11111111111111
1788,Dyckia,1,318,0.31446540880503143
1812,Nesothamnus,1,2,50.0
1813,Correllia,1,2,50.0
1814,Notoniopsis,1,10,10.0
1783,Niveophyllum,1,2,50.0
1784,Bakeria,1,7,14.285714285714286
1785,Bakerantha,1,5,20.0
1786,Iria,1,119,0.8403361344537815
1787,Eriophorum,1,212,0.4716981132075472
1811,Leptopharynx,1,13,7.6923076923076925
1761,Coelorachis,1,41,2.4390243902439024
1762,Poarion,1,1,100.0
1763,Aegialitis,1,7,14.285714285714286
1764,Aegialina,1,2,50.0
1765,Sucrea,1,4,25.0
1766,Pariana,1,58,1.7241379310344827
1735,Muscarella,1,58,1.7241379310344827
1736,Verapazia,1,6,16.666666666666668
1774,Tradescantia,1,432,0.23148148148148148
1738,Ferraria,1,70,1.4285714285714286
1739,Vieusseuxia,1,48,2.0833333333333335
1740,Setilobus,1,7,14.285714285714286
1741,Arrabidaea,1,223,0.4484304932735426
1742,Stereospermum,1,64,1.5625
1743,Planchonia,1,23,4.3478260869565215
1744,Sapucaya,1,2,50.0
1745,Pachylecythis,1,2,50.0
1737,Kyllinga,1,355,0.28169014084507044
1775,Bagnisia,1,5,20.0
1776,Scleria,1,771,0.1297016861219196
1777,Puya,1,306,0.32679738562091504
1778,Strailia,1,1,100.0
1779,Baumea,1,42,2.380952380952381
1780,Chapelliera,1,10,10.0
1781,Machaerina,1,111,0.9009009009009009
1782,Hechtia,1,108,0.9259259259259259
1760,Leochilus,1,35,2.857142857142857
1752,Poicillopsis,1,7,14.285714285714286
1753,Ceropegia,1,1278,0.0782472613458529
1754,Odontostephana,1,8,12.5
1755,Calathea,1,435,0.22988505747126436
1756,Cuscuta,1,884,0.11312217194570136
1757,Convolvulus,1,1840,0.05434782608695652
1758,Pentameris,1,138,0.7246376811594203
1759,Nonatelia,1,113,0.8849557522123894
1751,Urostephanus,1,2,50.0
1010,Bulbostylis,1,457,0.2188183807439825
1011,Ovidia,1,10,10.0
1012,Sarcosiphon,1,9,11.11111111111111
1013,Lysiosepalum,1,7,14.285714285714286
1014,Clerodendrum,1,979,0.10214504596527069
983,Cathartocarpus,1,25,4.0
984,Platycyparis,1,2,50.0
985,Vilfa,1,268,0.373134328358209
1225,Sinabraca,1,3,33.333333333333336
987,Malachia,1,3,33.333333333333336
988,Odontarrhena,1,131,0.7633587786259542
989,Anisantha,1,33,3.0303030303030303
990,Hydrochloa,1,13,7.6923076923076925
991,Sorghum,1,569,0.1757469244288225
992,Oribasia,1,7,14.285714285714286
993,Athamanta,1,130,0.7692307692307693
994,Phragmanthera,1,51,1.9607843137254901
986,Sempervivella,1,6,16.666666666666668
1024,Kohlrauschia,1,13,7.6923076923076925
1025,Pseudobarleria,1,29,3.4482758620689653
1026,Tragium,1,27,3.7037037037037037
1027,Helosciadium,1,63,1.5873015873015872
1028,Ouratea,1,587,0.17035775127768313
1029,Hannoa,1,9,11.11111111111111
1030,Xanthoxalis,1,84,1.1904761904761905
999,Rapanea,1,393,0.2544529262086514
1009,Lindenbergia,1,37,2.7027027027027026
1001,Stereochilus,1,12,8.333333333333334
1002,Thrixspermum,1,295,0.3389830508474576
1003,Volkameria,1,66,1.5151515151515151
1004,Morella,1,55,1.8181818181818181
1005,Najas,1,212,0.4716981132075472
1006,Cerothamnus,1,6,16.666666666666668
1007,Abildgaardia,1,145,0.6896551724137931
1008,Bovea,1,2,50.0
1000,Tainia,1,110,0.9090909090909091
982,Chamaecyparis,1,181,0.5524861878453039
951,Queltia,1,36,2.7777777777777777
952,Trivalvaria,1,19,5.2631578947368425
953,Usteria,1,14,7.142857142857143
954,Hydrostemma,1,4,25.0
955,Arnottia,1,5,20.0
956,Spartothamnus,1,6,16.666666666666668
957,Raphistemma,1,5,20.0
995,Palicourea,1,964,0.1037344398340249
959,Toxocarpus,1,86,1.1627906976744187
960,Pentagonium,1,2,50.0
961,Oxypetalum,1,297,0.3367003367003367
962,Calyptranthes,1,453,0.22075055187637968
963,Ajuga,1,356,0.2808988764044944
964,Amsonia,1,59,1.694915254237288
965,Sexilia,1,3,33.333333333333336
966,Galypola,1,2,50.0
958,Secamone,1,232,0.43103448275862066
996,Goldfussia,1,75,1.3333333333333333
997,Sarcocornia,1,40,2.5
998,Acanthopanax,1,130,0.7692307692307693
967,Centella,1,114,0.8771929824561403
968,Acanthus,1,122,0.819672131147541
969,Corynandra,1,12,8.333333333333334
970,Wendlandia,1,178,0.5617977528089888
971,Gaudichaudia,1,87,1.1494252873563218
981,Callitropsis,1,23,4.3478260869565215
973,Exochaenium,1,35,2.857142857142857
974,Sebaea,1,184,0.5434782608695652
975,Systemonodaphne,1,4,25.0
976,Clitoria,1,239,0.41841004184100417
977,Rhytiglossa,1,99,1.0101010101010102
978,Palustricodon,1,3,33.333333333333336
979,Tupistra,1,76,1.3157894736842106
980,Desmodiastrum,1,6,16.666666666666668
972,Chrysoxylon,1,6,16.666666666666668
1066,Monochlaena,1,4,25.0
1067,Taihangia,1,3,33.333333333333336
1068,Aspidium,1,1827,0.05473453749315818
1069,Ctenitis,1,384,0.2604166666666667
1070,Bolbitis,1,188,0.5319148936170213
1071,Elaphoglossum,1,1161,0.08613264427217916
1072,Tournefortia,1,345,0.2898550724637681
1073,Xanthium,1,175,0.5714285714285714
1023,Polyosma,1,118,0.847457627118644
1075,Nectandra,1,411,0.24330900243309003
1076,Pachypleuria,1,27,3.7037037037037037
1077,Connarus,1,307,0.3257328990228013
1078,Mecosorus,1,9,11.11111111111111
1047,Terminalia,1,652,0.15337423312883436
1048,Antitoxicum,1,35,2.857142857142857
1049,Dennettia,1,2,50.0
1050,Gynandropsis,1,47,2.127659574468085
1074,Aylostera,1,129,0.7751937984496124
1080,Henckelia,1,244,0.4098360655737705
1081,Sanguisorba,1,349,0.28653295128939826
1082,Humata,1,121,0.8264462809917356
1083,Camphorosma,1,24,4.166666666666667
1084,Mnemion,1,24,4.166666666666667
1085,Symphytum,1,157,0.6369426751592356
1086,Seseli,1,463,0.2159827213822894
1087,Lychnis,1,330,0.30303030303030304
1065,Cestrum,1,639,0.1564945226917058
1089,Oxygonum,1,86,1.1627906976744187
1090,Masema,1,5,20.0
1091,Belmontia,1,31,3.225806451612903
1092,Sycopsis,1,16,6.25
1093,Euonymus,1,744,0.13440860215053763
1094,Eulychnia,1,30,3.3333333333333335
1063,Nesopteris,1,7,14.285714285714286
1064,Microgonium,1,30,3.3333333333333335
1088,Gardneria,1,17,5.882352941176471
1038,Epithymum,1,8,12.5
1039,Ulmarronia,1,9,11.11111111111111
1040,Fourraea,1,2,50.0
1041,Goeppertia,1,294,0.3401360544217687
1042,Anisostigma,1,2,50.0
1043,Tetragonia,1,109,0.9174311926605505
1044,Elaeoselinum,1,31,3.225806451612903
1045,Laserpitium,1,231,0.4329004329004329
1051,Amauropelta,1,256,0.390625
1015,Eriosema,1,386,0.25906735751295334
1016,Myrcia,1,1446,0.06915629322268327
1017,Rohdea,1,47,2.127659574468085
1018,Campylandra,1,28,3.5714285714285716
1019,Kimnachia,1,4,25.0
1020,Pachira,1,98,1.0204081632653061
1021,Camelinopsis,1,4,25.0
1022,Senna,1,564,0.1773049645390071
1046,Uvaria,1,547,0.18281535648994515
1052,Argyrodendron,1,15,6.666666666666667
1053,Notholaena,1,253,0.3952569169960474
1054,Pellaea,1,285,0.3508771929824561
1055,Doryopteris,1,142,0.704225352112676
1056,Hiya,1,5,20.0
1057,Polydictyum,1,7,14.285714285714286
1058,Cardiochlaena,1,19,5.2631578947368425
1059,Hippuris,1,29,3.4482758620689653
1037,Quamoclit,1,67,1.492537313432836
1061,Anil,1,305,0.32786885245901637
1062,Phegopteris,1,448,0.22321428571428573
1031,Amyris,1,151,0.6622516556291391
1032,Streptanthella,1,3,33.333333333333336
1033,Breweria,1,88,1.1363636363636365
1034,Priestleya,1,53,1.8867924528301887
1035,Stenodraba,1,23,4.3478260869565215
1036,Mellissia,1,2,50.0
1060,Stenolepia,1,3,33.333333333333336
866,Dynamidium,1,20,5.0
867,Corybas,1,176,0.5681818181818182
868,Nothocissus,1,7,14.285714285714286
869,Hippochaete,1,48,2.0833333333333335
870,Iozoste,1,56,1.7857142857142858
839,Polyspora,1,60,1.6666666666666667
840,Gordonia,1,126,0.7936507936507936
841,Eleutherococcus,1,114,0.8771929824561403
935,Schweinitzia,1,4,25.0
843,Vitis,1,1178,0.08488964346349745
844,Hemianemia,1,46,2.1739130434782608
845,Grajalesia,1,3,33.333333333333336
846,Francfleurya,1,4,25.0
847,Pentaphragma,1,48,2.0833333333333335
848,Drimys,1,141,0.7092198581560284
849,Vandellia,1,153,0.6535947712418301
850,Mascagnia,1,206,0.4854368932038835
842,Russelia,1,91,1.098901098901099
880,Phaca,1,342,0.29239766081871343
881,Obione,1,314,0.3184713375796178
882,Bolax,1,28,3.5714285714285716
883,Alyogyne,1,9,11.11111111111111
884,Oreocharis,1,189,0.5291005291005291
885,Hemionitis,1,570,0.17543859649122806
886,Clompanus,1,100,1.0
855,Acharagma,1,6,16.666666666666668
865,Aldina,1,28,3.5714285714285716
857,Cyminosma,1,7,14.285714285714286
858,Adenandra,1,103,0.970873786407767
859,Caesalpinia,1,433,0.23094688221709006
860,Aegopodium,1,31,3.225806451612903
861,Trichosporum,1,114,0.8771929824561403
862,Aureolaria,1,62,1.6129032258064515
863,Milnea,1,20,5.0
864,Walsura,1,58,1.7241379310344827
856,Phanera,1,286,0.34965034965034963
1930,Foersteria,1,1,100.0
1931,Breyniopsis,1,2,50.0
1932,Cymbidium,1,537,0.186219739292365
1933,Abutilon,1,701,0.14265335235378032
1934,Itea,1,61,1.639344262295082
1935,Boehmeria,1,546,0.18315018315018314
1936,Pelargonium,1,1793,0.05577244841048522
1937,Reseda,1,484,0.2066115702479339
851,Gonopyrum,1,4,25.0
1939,Myricaria,1,39,2.5641025641025643
1940,Spergula,1,234,0.42735042735042733
1941,Tryphane,1,12,8.333333333333334
1974,Isopyrum,1,71,1.408450704225352
1927,Melanthesopsis,1,12,8.333333333333334
1955,Hymenolobus,1,20,5.0
1954,Chaetocrater,1,6,16.666666666666668
1953,Pulmonaria,1,162,0.6172839506172839
1938,Actaea,1,125,0.8
852,Aalius,1,21,4.761904761904762
853,Dodecatheon,1,201,0.4975124378109453
854,Sonerila,1,315,0.31746031746031744
827,Chloraea,1,171,0.5847953216374269
828,Rhodax,1,52,1.9230769230769231
829,Clarkia,1,118,0.847457627118644
830,Lasianthemum,1,3,33.333333333333336
831,Melhania,1,128,0.78125
1929,Ceratogynum,1,3,33.333333333333336
833,Telanthera,1,140,0.7142857142857143
834,Pterocarpus,1,252,0.3968253968253968
835,Bembicidium,1,2,50.0
836,Stegostyla,1,20,5.0
837,Strombocarpa,1,9,11.11111111111111
838,Rhytionanthos,1,16,6.25
1943,Prangos,1,130,0.7692307692307693
1928,Melanthesa,1,27,3.7037037037037037
832,Reevesia,1,38,2.6315789473684212
922,Saccharodendron,1,9,11.11111111111111
923,Amoora,1,81,1.2345679012345678
924,Tinus,1,213,0.4694835680751174
925,Tetragonolobus,1,40,2.5
926,Euchilus,1,9,11.11111111111111
927,Lemmatium,1,2,50.0
928,Echiostachys,1,4,25.0
929,Sassafras,1,22,4.545454545454546
879,Trineuria,1,13,7.6923076923076925
931,Odontonema,1,67,1.492537313432836
932,Monotropsis,1,5,20.0
933,Petalidium,1,58,1.7241379310344827
934,Nanocnide,1,7,14.285714285714286
903,Lappa,1,59,1.694915254237288
904,Saul,1,3,33.333333333333336
905,Doona,1,18,5.555555555555555
906,Richetia,1,6,16.666666666666668
930,Monteverdia,1,128,0.78125
936,Melissitus,1,60,1.6666666666666667
937,Tridimeris,1,4,25.0
938,Dela,1,1,100.0
939,Mimosopsis,1,27,3.7037037037037037
940,Turukhania,1,4,25.0
941,Trigonella,1,486,0.205761316872428
942,Melilotoides,1,38,2.6315789473684212
943,Gastrolychnis,1,44,2.272727272727273
921,Lathyrus,1,1222,0.08183306055646482
945,Cinnabarinea,1,9,11.11111111111111
946,Halocnemum,1,23,4.3478260869565215
947,Bremekampia,1,6,16.666666666666668
948,Merwilla,1,8,12.5
949,Harrisia,1,44,2.272727272727273
950,Aridarum,1,32,3.125
919,Sticherus,1,164,0.6097560975609756
920,Stenandriopsis,1,21,4.761904761904762
944,Bellardia,1,23,4.3478260869565215
894,Dircaea,1,20,5.0
895,Scaevola,1,285,0.3508771929824561
896,Seriphidium,1,186,0.5376344086021505
897,Trimorpha,1,51,1.9607843137254901
898,Saraca,1,35,2.857142857142857
899,Iranecio,1,24,4.166666666666667
900,Pentacme,1,12,8.333333333333334
901,Kalbfussia,1,14,7.142857142857143
907,Anthoshorea,1,2,50.0
871,Enantia,1,14,7.142857142857143
872,Lemphoria,1,2,50.0
873,Parryodes,1,2,50.0
874,Actinodaphne,1,204,0.49019607843137253
875,Cumulopuntia,1,47,2.127659574468085
876,Burdachia,1,18,5.555555555555555
877,Boechera,1,161,0.6211180124223602
878,Aeginetia,1,36,2.7777777777777777
902,Cichorium,1,86,1.1627906976744187
908,Asterocephalus,1,116,0.8620689655172413
909,Sadiria,1,14,7.142857142857143
910,Macledium,1,30,3.3333333333333335
911,Halimolobos,1,46,2.1739130434782608
912,Mertensia,1,372,0.26881720430107525
913,Parthenocissus,1,79,1.2658227848101267
914,Psammogonum,1,3,33.333333333333336
915,Sedopsis,1,7,14.285714285714286
893,Gesneria,1,383,0.26109660574412535
917,Hirculus,1,78,1.2820512820512822
918,Microstigma,1,7,14.285714285714286
887,Sarracenia,1,194,0.5154639175257731
888,Gymnogramma,1,419,0.2386634844868735
889,Parahemionitis,1,3,33.333333333333336
890,Hieronymusia,1,2,50.0
891,Metaxya,1,7,14.285714285714286
892,Chodaphyton,1,2,50.0
916,Medicago,1,1247,0.08019246190858059
1298,Condalia,1,63,1.5873015873015872
1299,Restrepiopsis,1,22,4.545454545454546
1300,Ceanothus,1,355,0.28169014084507044
1301,Sertifera,1,12,8.333333333333334
1302,Dillenia,1,147,0.6802721088435374
1271,Bombax,1,212,0.4716981132075472
1272,Rimacactus,1,2,50.0
1273,Eremogone,1,161,0.6211180124223602
1079,Marginaria,1,104,0.9615384615384616
1275,Bulliarda,1,25,4.0
1276,Epithelantha,1,38,2.6315789473684212
1277,Cephalomamillaria,1,4,25.0
1278,Enkianthus,1,78,1.2820512820512822
1279,Endlicheria,1,86,1.1627906976744187
1280,Logania,1,72,1.3888888888888888
1281,Abelmoschus,1,117,0.8547008547008547
1282,Diosma,1,270,0.37037037037037035
1274,Eranthis,1,31,3.225806451612903
1312,Landolphia,1,196,0.5102040816326531
1313,Listrostachys,1,104,0.9615384615384616
1314,Staphisagria,1,9,11.11111111111111
1315,Staphysagria,1,1,100.0
1316,Callopisma,1,6,16.666666666666668
1317,Orthopichonia,1,12,8.333333333333334
1318,Jejosephia,1,2,50.0
1287,Cyrtandra,1,1291,0.07745933384972889
1297,Corchorus,1,228,0.43859649122807015
1289,Aletes,1,26,3.8461538461538463
1290,Diplodium,1,70,1.4285714285714286
1291,Scholtzia,1,51,1.9607843137254901
1292,Allantodia,1,142,0.704225352112676
1293,Chamaedrys,1,23,4.3478260869565215
1294,Oreocarya,1,128,0.78125
1295,Cratylia,1,19,5.2631578947368425
1296,Canistrum,1,45,2.2222222222222223
1288,Cephaelis,1,292,0.3424657534246575
1270,Astrocarpa,1,36,2.7777777777777777
1239,Fregirardia,1,15,6.666666666666667
1240,Sclerocactus,1,75,1.3333333333333333
1241,Calophyllum,1,390,0.2564102564102564
1242,Bassovia,1,69,1.4492753623188406
1243,Capparis,1,866,0.11547344110854503
1244,Campylospermum,1,134,0.746268656716418
1245,Visenia,1,32,3.125
1283,Alepidea,1,83,1.2048192771084338
1247,Thea,1,143,0.6993006993006993
1248,Camelina,1,97,1.0309278350515463
1249,Myagrum,1,73,1.36986301369863
1250,Melochia,1,259,0.3861003861003861
1251,Erophila,1,195,0.5128205128205128
1252,Echinocereus,1,564,0.1773049645390071
1253,Epimedium,1,189,0.5291005291005291
1254,Bondtia,1,62,1.6129032258064515
1246,Claytonia,1,371,0.2695417789757412
1284,Leonohebe,1,40,2.5
1285,Pygmaeopremna,1,8,12.5
1286,Sarothamnus,1,88,1.1363636363636365
1255,Moenchia,1,34,2.9411764705882355
1256,Eremophila,1,407,0.2457002457002457
1257,Frankenia,1,232,0.43103448275862066
1258,Epibaterium,1,6,16.666666666666668
1259,Helleborus,1,233,0.4291845493562232
1269,Velleruca,1,4,25.0
1261,Ptarmica,1,92,1.0869565217391304
1262,Chamaepeuce,1,33,3.0303030303030303
1263,Huanaca,1,13,7.6923076923076925
1264,Tutuca,1,3,33.333333333333336
1265,Dionysia,1,82,1.2195121951219512
1266,Urostachys,1,409,0.24449877750611246
1267,Guarea,1,346,0.28901734104046245
1268,Cichlanthus,1,14,7.142857142857143
1260,Hovenia,1,25,4.0
1354,Pylostachya,1,3,33.333333333333336
1355,Corymbula,1,1,100.0
1356,Pulsatilla,1,382,0.2617801047120419
1357,Anonychium,1,2,50.0
1358,Mitostax,1,2,50.0
1359,Pilostaxis,1,8,12.5
1360,Cintia,1,2,50.0
1361,Scoparebutia,1,1,100.0
1311,Pleione,1,165,0.6060606060606061
1363,Bridgesia,1,10,10.0
1364,Echinolobivia,1,1,100.0
1365,Parodia,1,472,0.211864406779661
1366,Icica,1,62,1.6129032258064515
1335,Swartzia,1,367,0.2724795640326976
1336,Suaeda,1,282,0.3546099290780142
1337,Buda,1,15,6.666666666666667
1338,Ilysanthes,1,94,1.0638297872340425
1362,Rebulobivia,1,3,33.333333333333336
1368,Miliusa,1,94,1.0638297872340425
1369,Drymaria,1,176,0.5681818181818182
1370,Turraea,1,170,0.5882352941176471
1371,Phelipanche,1,101,0.9900990099009901
1372,Platyopuntia,1,46,2.1739130434782608
1373,Onobrychis,1,767,0.1303780964797914
1374,Nymphozanthus,1,24,4.166666666666667
1375,Neptunia,1,47,2.127659574468085
1353,Anthalogea,1,3,33.333333333333336
1377,Nicotiana,1,410,0.24390243902439024
1378,Thlaspi,1,479,0.20876826722338204
1379,Aphanandrium,1,2,50.0
1380,Olax,1,116,0.8620689655172413
1381,Arthrocnemum,1,56,1.7857142857142858
1382,Condaliopsis,1,9,11.11111111111111
1351,Phyllostylon,1,4,25.0
1352,Senegaria,1,1,100.0
1376,Dolia,1,29,3.4482758620689653
1326,Cacao,1,7,14.285714285714286
1327,Malva,1,667,0.14992503748125938
1328,Ametron,1,3,33.333333333333336
1329,Luvunga,1,21,4.761904761904762
1330,Lasiodiscus,1,24,4.166666666666667
1331,Anagallis,1,210,0.47619047619047616
1332,Euparea,1,11,9.090909090909092
1333,Oreobroma,1,26,3.8461538461538463
1339,Alcea,1,156,0.6410256410256411
1303,Rhaponticum,1,76,1.3157894736842106
1304,Dichapetalum,1,428,0.2336448598130841
1305,Desmanthus,1,99,1.0101010101010102
1306,Herorchis,1,35,2.857142857142857
1307,Lemurangis,1,10,10.0
1308,Lesliegraecum,1,22,4.545454545454546
1309,Orthandra,1,12,8.333333333333334
1310,Arceuthobium,1,121,0.8264462809917356
1334,Leucadendron,1,295,0.3389830508474576
1340,Arthrosamanea,1,18,5.555555555555555
1341,Pseudalbizzia,1,2,50.0
1342,Sida,1,1409,0.07097232079488999
1343,Belvala,1,23,4.3478260869565215
1344,Sloanea,1,337,0.29673590504451036
1345,Meconopsis,1,228,0.43859649122807015
1346,Zoroxus,1,1,100.0
1347,Badiera,1,24,4.166666666666667
1325,Alsodeia,1,179,0.5586592178770949
1349,Phytolacca,1,100,1.0
1350,Telotia,1,2,50.0
1319,Sopropis,1,2,50.0
1320,Psorodendron,1,13,7.6923076923076925
1321,Sweetia,1,35,2.857142857142857
1322,Commilobium,1,4,25.0
1323,Plectomirtha,1,2,50.0
1324,Spirolobium,1,4,25.0
1348,Neltuma,1,15,6.666666666666667
1154,Wigandia,1,38,2.6315789473684212
1155,Steirocoma,1,1,100.0
1156,Berkheyopsis,1,15,6.666666666666667
1157,Friesodielsia,1,65,1.5384615384615385
1158,Aragallus,1,83,1.2048192771084338
1127,Leontopodium,1,145,0.6896551724137931
1128,Afroguatteria,1,4,25.0
1129,Leontonyx,1,17,5.882352941176471
1223,Acosmium,1,23,4.3478260869565215
1131,Ifloga,1,36,2.7777777777777777
1132,Trichogyne,1,17,5.882352941176471
1133,Waitzia,1,52,1.9230769230769231
1134,Cousinia,1,961,0.1040582726326743
1135,Microlonchus,1,28,3.5714285714285716
1136,Ainsliaea,1,131,0.7633587786259542
1137,Acosta,1,160,0.625
1138,Lophiolepis,1,5,20.0
1130,Cleistopholis,1,18,5.555555555555555
1168,Munychia,1,5,20.0
1169,Richella,1,25,4.0
1170,Podocoma,1,21,4.761904761904762
1171,Leysera,1,25,4.0
1172,Aconogonon,1,99,1.0101010101010102
1173,Bredemeyera,1,74,1.3513513513513513
1174,Iocenes,1,3,33.333333333333336
1143,Bourdaria,1,2,50.0
1153,Laphangium,1,4,25.0
1145,Stephanomeria,1,64,1.5625
1146,Colobium,1,8,12.5
1147,Osbeckia,1,266,0.37593984962406013
1148,Gorteria,1,59,1.694915254237288
1149,Chaetostoma,1,45,2.2222222222222223
1150,Lycopersicon,1,109,0.9174311926605505
1151,Vogtia,1,3,33.333333333333336
1152,Xylothamia,1,11,9.090909090909092
1144,Perilimnastes,1,3,33.333333333333336
1126,Astronia,1,144,0.6944444444444444
1095,Philippicereus,1,6,16.666666666666668
1096,Acmadenia,1,57,1.7543859649122806
1097,Erythrina,1,347,0.2881844380403458
1098,Olmedia,1,31,3.225806451612903
1099,Zehntnerella,1,5,20.0
1100,Valerianella,1,263,0.38022813688212925
1101,Fedia,1,153,0.6535947712418301
1139,Grosvenoria,1,8,12.5
1103,Xamacrista,1,2,50.0
1104,Licaria,1,119,0.8403361344537815
1105,Pygmaeocereus,1,8,12.5
1106,Misanteca,1,77,1.2987012987012987
1107,Pleuropterus,1,8,12.5
1108,Gratiola,1,179,0.5586592178770949
1109,Aydendron,1,48,2.0833333333333335
1110,Gaultheria,1,609,0.16420361247947454
1102,Rhynchosia,1,675,0.14814814814814814
1140,Webbia,1,19,5.2631578947368425
1141,Xeranthemum,1,92,1.0869565217391304
1142,Launaea,1,137,0.7299270072992701
1111,Hiraea,1,265,0.37735849056603776
1112,Guaiacum,1,26,3.8461538461538463
1113,Garcinia,1,665,0.15037593984962405
1114,Hebradendron,1,7,14.285714285714286
1115,Nanophyton,1,16,6.25
1125,Astronidium,1,77,1.2987012987012987
1117,Pentacalia,1,307,0.3257328990228013
1118,Bredia,1,62,1.6129032258064515
1119,Calendula,1,180,0.5555555555555556
1120,Charianthus,1,31,3.225806451612903
1121,Cremanium,1,64,1.5625
1122,Acinodendron,1,534,0.18726591760299627
1123,Medinilla,1,572,0.17482517482517482
1124,Phyllitis,1,41,2.4390243902439024
1116,Odontostigma,1,4,25.0
1210,Quinio,1,2,50.0
1211,Cocculidium,1,2,50.0
1212,Leaeba,1,2,50.0
1213,Ferrandia,1,2,50.0
1214,Galloa,1,2,50.0
1215,Neurocarpum,1,30,3.3333333333333335
1216,Viorna,1,40,2.5
1217,Anneslia,1,132,0.7575757575757576
1167,Oxymitra,1,80,1.25
1219,Lanzana,1,2,50.0
1220,Spondias,1,102,0.9803921568627451
1221,Pennantia,1,7,14.285714285714286
1222,Pterodon,1,6,16.666666666666668
1191,Raphanus,1,212,0.4716981132075472
1192,Camphora,1,50,2.0
1193,Parthenoxylon,1,4,25.0
1194,Cicendia,1,17,5.882352941176471
1218,Lundia,1,47,2.127659574468085
1224,Acanthonychia,1,5,20.0
1952,Parablechnum,1,72,1.3888888888888888
1226,Melanosinapis,1,5,20.0
1227,Mutarda,1,2,50.0
1228,Tapinanthus,1,290,0.3448275862068966
1229,Boerhavia,1,294,0.3401360544217687
1230,Farsetia,1,95,1.0526315789473684
1231,Columnea,1,434,0.2304147465437788
1209,Nephroia,1,18,5.555555555555555
1233,Loureira,1,9,11.11111111111111
1234,Tingulonga,1,49,2.0408163265306123
1235,Protium,1,284,0.352112676056338
1236,Icicopsis,1,10,10.0
1237,Neogymnantha,1,3,33.333333333333336
1238,Uvariopsis,1,23,4.3478260869565215
1207,Bricchettia,1,2,50.0
1208,Oplismenus,1,195,0.5128205128205128
1232,Beilschmiedia,1,382,0.2617801047120419
1182,Haplosticha,1,2,50.0
1183,Crepinia,1,69,1.4492753623188406
1184,Nipponocalamus,1,96,1.0416666666666667
1185,Argyreia,1,244,0.4098360655737705
1186,Calpidisca,1,12,8.333333333333334
1187,Fusifilum,1,21,4.761904761904762
1188,Limonia,1,82,1.2195121951219512
1189,Physodia,1,5,20.0
1195,Cephalaria,1,235,0.425531914893617
1159,Stranvaesia,1,34,2.9411764705882355
1160,Oncostylus,1,10,10.0
1161,Myriotheca,1,7,14.285714285714286
1162,Aronia,1,88,1.1363636363636365
1163,Patania,1,11,9.090909090909092
1164,Litobrochia,1,118,0.847457627118644
1165,Hisingera,1,27,3.7037037037037037
1166,Avellara,1,2,50.0
1190,Phelypaea,1,144,0.6944444444444444
1196,Nicoteba,1,8,12.5
1197,Bargemontia,1,29,3.4482758620689653
1198,Pimpinella,1,665,0.15037593984962405
1199,Arkezostis,1,64,1.5625
1200,Cissus,1,1113,0.08984725965858041
1201,Baumgartia,1,2,50.0
1202,Prosthechea,1,159,0.6289308176100629
1203,Nemochloa,1,16,6.25
1181,Trilisa,1,6,16.666666666666668
1205,Androphylax,1,2,50.0
1206,Eliokarmos,1,42,2.380952380952381
1175,Pulicaria,1,218,0.45871559633027525
1176,Eriobotrya,1,82,1.2195121951219512
1177,Helianthus,1,514,0.19455252918287938
1178,Aspilia,1,264,0.3787878787878788
1179,Viguiera,1,363,0.27548209366391185
1180,Barroetea,1,10,10.0
1204,Adenocheton,1,2,50.0
