,taxon_name_w_authors,v10_11_12_13_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species,v14_chained_accepted_genus,v14_direct_accepted_genus
499247,Bulbophyllum moulmeinense Rchb.f.,Bulbophyllum oblongum (Lindl.) Rchb.f.,Bulbophyllum oblongum (Lindl.) Rchb.f.,Bulbophyllum oblongum (Lindl.) Rchb.f.,Bulbophyllum oblongum,Bulbophyllum moulmeinense Rchb.f.,Bulbophyllum moulmeinense,Bulbophyllum,Bulbophyllum
499923,Caladenia praecox Nicholls,Caladenia dimorpha Fitzg.,Caladenia dimorpha Fitzg.,Caladenia dimorpha Fitzg.,Caladenia dimorpha,Caladenia praecox Nicholls,Caladenia praecox,Caladenia,Caladenia
500351,Calanthe sumatrana Blanco ex Boerl.,Calanthe ceciliae Rchb.f.,Calanthe ceciliae Rchb.f.,Calanthe ceciliae Rchb.f.,Calanthe ceciliae,Calanthe triplicata (Willemet) Ames,Calanthe triplicata,Calanthe,Calanthe
500697,Callicarpa lobata C.B.Clarke,Callicarpa tomentosa (L.) L.,Callicarpa tomentosa (L.) L.,Callicarpa tomentosa (L.) L.,Callicarpa tomentosa,Callicarpa lobata C.B.Clarke,Callicarpa lobata,Callicarpa,Callicarpa
500787,Callitriche cyclocarpa Hegelm.,Callitriche umbonata Hegelm.,Callitriche umbonata Hegelm.,Callitriche umbonata Hegelm.,Callitriche umbonata,Callitriche cyclocarpa Hegelm.,Callitriche cyclocarpa,Callitriche,Callitriche
500851,Eugenia calycorectoides O.Berg,Eugenia rinconiensis Mattos,Eugenia rinconiensis Mattos,Eugenia rinconiensis Mattos,Eugenia rinconiensis,Eugenia calycorectoides O.Berg,Eugenia calycorectoides,Eugenia,Eugenia
501175,Canthium zizyphinum Wall.,Canthium horridum Blume,Canthium horridum Blume,Canthium horridum Blume,Canthium horridum,Canthium horridulum Craib,Canthium horridulum,Canthium,Canthium
501242,Psychotria galbaoensis Steyerm.,Carapichea guianensis Aubl.,Carapichea guianensis Aubl.,Carapichea guianensis Aubl.,Carapichea guianensis,Carapichea galbaoensis (Steyerm.) O.Lachenaud & Delprete,Carapichea galbaoensis,Carapichea,Carapichea
501286,Arduina brownii K.Schum.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum,Carissa ovata R.Br.,Carissa ovata,Carissa,Carissa
501292,Carissa velutina Domin,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum,Carissa lanceolata R.Br.,Carissa lanceolata,Carissa,Carissa
501298,Carissa scabra R.Br.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum,Carissa scabra R.Br.,Carissa scabra,Carissa,Carissa
501307,Carissa ovata var. pubescens F.M.Bailey,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum,Carissa ovata R.Br.,Carissa ovata,Carissa,Carissa
501310,Carissa ovata R.Br.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum,Carissa ovata R.Br.,Carissa ovata,Carissa,Carissa
501311,Carissa ovata var. stolonifera F.M.Bailey,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum,Carissa ovata R.Br.,Carissa ovata,Carissa,Carissa
501312,Carissa papuana Markgr.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum,Carissa laxiflora Benth.,Carissa laxiflora,Carissa,Carissa
501325,Carissa lanceolata R.Br.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum,Carissa lanceolata R.Br.,Carissa lanceolata,Carissa,Carissa
501327,Carissa laxiflora Benth.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum,Carissa laxiflora Benth.,Carissa laxiflora,Carissa,Carissa
501347,Carissa brownii var. angustifolia Kempe,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum L.,Carissa spinarum,Carissa lanceolata R.Br.,Carissa lanceolata,Carissa,Carissa
501499,Carpinus tehchingensis Hu,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea,Carpinus fargesii Franch.,Carpinus fargesii,Carpinus,Carpinus
501503,Carpinus fargesii Franch.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea,Carpinus fargesii Franch.,Carpinus fargesii,Carpinus,Carpinus
501505,Carpinus macrostachya (Oliv.) Koidz.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea,Carpinus fargesii Franch.,Carpinus fargesii,Carpinus,Carpinus
501506,Carpinus kenpukwan Koidz.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea,Carpinus fargesii Franch.,Carpinus fargesii,Carpinus,Carpinus
501507,Carpinus laxiflora var. macrostachya Oliv.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea,Carpinus fargesii Franch.,Carpinus fargesii,Carpinus,Carpinus
501508,Carpinus laxiflora var. davidii Franch.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea Lindl. ex Wall.,Carpinus viminea,Carpinus fargesii Franch.,Carpinus fargesii,Carpinus,Carpinus
501669,Castanea alabamensis Ashe,Castanea ozarkensis Ashe,Castanea ozarkensis Ashe,Castanea ozarkensis Ashe,Castanea ozarkensis,Castanea alabamensis Ashe,Castanea alabamensis,Castanea,Castanea
503062,Chiropetalum tricuspidatum var. angustifolium Griseb.,Chiropetalum tricuspidatum (Lam.) A.Juss.,Chiropetalum tricuspidatum (Lam.) A.Juss.,Chiropetalum tricuspidatum (Lam.) A.Juss.,Chiropetalum tricuspidatum,Chiropetalum argentinense Skottsb.,Chiropetalum argentinense,Chiropetalum,Chiropetalum
503111,Asarca parviflora Poepp.,Chloraea galeata Lindl.,Chloraea galeata Lindl.,Chloraea galeata Lindl.,Chloraea galeata,Chloraea parviflora (Poepp.) Mourgues & Novoa,Chloraea parviflora,Chloraea,Chloraea
503584,Citharexylum flexuosum var. subglabrum Moldenke,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum,Lycium americanum Jacq.,Lycium americanum,Citharexylum,Lycium
504171,Clerodendrum corbisieri De Wild.,Rotheca myricoides subsp. myricoides,Rotheca myricoides subsp. myricoides,Rotheca myricoides subsp. myricoides,Rotheca myricoides,Rotheca luembensis subsp. luembensis,Rotheca luembensis,Rotheca,Rotheca
504189,Clerodendrum erectum De Wild.,Rotheca myricoides subsp. myricoides,Rotheca myricoides subsp. myricoides,Rotheca myricoides subsp. myricoides,Rotheca myricoides,Rotheca luembensis subsp. luembensis,Rotheca luembensis,Rotheca,Rotheca
505536,Cymbidium evrardii Guillaumin,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens,Coelogyne annamensis Rolfe,Coelogyne annamensis,Coelogyne,Coelogyne
505537,Coelogyne saigonensis Gagnep.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens,Coelogyne annamensis Rolfe,Coelogyne annamensis,Coelogyne,Coelogyne
505538,Coelogyne siamensis Rolfe,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens,Coelogyne annamensis Rolfe,Coelogyne annamensis,Coelogyne,Coelogyne
505539,Coelogyne annamensis Rolfe,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens,Coelogyne annamensis Rolfe,Coelogyne annamensis,Coelogyne,Coelogyne
505540,Coelogyne dalatensis Gagnep.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens,Coelogyne annamensis Rolfe,Coelogyne annamensis,Coelogyne,Coelogyne
505541,Coelogyne dichroantha Gagnep.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens,Coelogyne annamensis Rolfe,Coelogyne annamensis,Coelogyne,Coelogyne
506231,Nertera dentata Elmer,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis,Hemiphragma heterophyllum var. dentatum (Elmer) T.Yamaz.,Hemiphragma heterophyllum,Nertera,Hemiphragma
506233,Nertera adsurgens DC.,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis,Nertera major (Thouars) I.M.Turner,Nertera major,Nertera,Nertera
506236,Erythrodanum majus Thouars,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis,Nertera major (Thouars) I.M.Turner,Nertera major,Nertera,Nertera
506257,Coprosma grandifolia Hook.f.,Coprosma lucida var. lucida,Coprosma lucida var. lucida,Coprosma lucida var. lucida,Coprosma lucida,Coprosma grandifolia Hook.f.,Coprosma grandifolia,Coprosma,Coprosma
506648,Corysanthes grumula D.L.Jones,Corybas diemenicus (Lindl.) Rupp,Corybas diemenicus (Lindl.) Rupp,Corybas diemenicus (Lindl.) Rupp,Corybas diemenicus,Corybas grumulus (D.L.Jones) G.N.Backh.,Corybas grumulus,Corybas,Corybas
506820,Corymbia byrnesii (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana,Corymbia byrnesii (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia byrnesii,Corymbia,Corymbia
506823,Eucalyptus byrnesii D.J.Carr & S.G.M.Carr,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana,Corymbia byrnesii (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia byrnesii,Corymbia,Corymbia
506830,Corymbia chlorolampra K.D.Hill & L.A.S.Johnson,Corymbia haematoxylon (Maiden) K.D.Hill & L.A.S.Johnson,Corymbia haematoxylon (Maiden) K.D.Hill & L.A.S.Johnson,Corymbia haematoxylon (Maiden) K.D.Hill & L.A.S.Johnson,Corymbia haematoxylon,Corymbia chlorolampra K.D.Hill & L.A.S.Johnson,Corymbia chlorolampra,Corymbia,Corymbia
506832,Eucalyptus henryi S.T.Blake,Corymbia maculata (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia maculata (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia maculata (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia maculata,Corymbia henryi (S.T.Blake) K.D.Hill & L.A.S.Johnson,Corymbia henryi,Corymbia,Corymbia
506848,Eucalyptus peltata subsp. dimorpha Brooker & A.R.Bean,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata,Corymbia dimorpha (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Corymbia dimorpha,Corymbia,Corymbia
507604,Croton floribundus var. piauhyensis Rizzini,Croton floribundus Spreng.,Croton floribundus Spreng.,Croton floribundus Spreng.,Croton floribundus,Croton blanchetianus Baill.,Croton blanchetianus,Croton,Croton
507764,Croton morifolius var. brandegeeanus (Croizat) G.L.Webster,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius,Croton flavescens Greenm.,Croton flavescens,Croton,Croton
507768,Croton flavescens Greenm.,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius,Croton flavescens Greenm.,Croton flavescens,Croton,Croton
507769,Croton flavescens var. brandegeeanus Croizat,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius,Croton flavescens Greenm.,Croton flavescens,Croton,Croton
507800,Croton confusus Gage,Croton oblongus Burm.f.,Croton oblongus Burm.f.,Croton oblongus Burm.f.,Croton oblongus,Croton griffithii Hook.f.,Croton griffithii,Croton,Croton
507822,Croton caladiifolius Croizat,Croton peltophorus Müll.Arg.,Croton peltophorus Müll.Arg.,Croton peltophorus Müll.Arg.,Croton peltophorus,Croton gracilipes Baill.,Croton gracilipes,Croton,Croton
507912,Croton lanceolaris G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507915,Croton didrichsenii G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507916,Cieca humilis (Didr.) Kuntze,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507917,Julocroton solanaceus var. mattogrossensis Croizat,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507918,Cieca lanceolata (Klotzsch ex Müll.Arg.) Kuntze,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507922,Julocroton humilis var. decumbens Müll.Arg.,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507923,Julocroton humilis var. genuinus Müll.Arg.,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507924,Julocroton humilis var. lanceolatus (Klotzsch ex Müll.Arg.) Croizat,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507926,Julocroton humilis var. malmei Croizat,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507928,Julocroton riedelianus Müll.Arg.,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507930,Julocroton lanceolatus Klotzsch ex Müll.Arg.,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507931,Julocroton humilis Didr.,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton didrichsenii G.L.Webster,Croton didrichsenii,Croton,Croton
507932,Julocroton lithrifolius Croizat,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus (Müll.Arg.) G.L.Webster,Croton solanaceus,Croton lithrifolius (Croizat) Radcl.-Sm. & Govaerts,Croton lithrifolius,Croton,Croton
507940,Croton stenophyllus var. brevifolius Müll.Arg.,Croton stenophyllus Griseb.,Croton stenophyllus Griseb.,Croton stenophyllus Griseb.,Croton stenophyllus,Croton flavens L.,Croton flavens,Croton,Croton
507942,Croton tenuiramis Urb.,Croton stenophyllus Griseb.,Croton stenophyllus Griseb.,Croton stenophyllus Griseb.,Croton stenophyllus,Croton flavens L.,Croton flavens,Croton,Croton
507961,Julocroton subpannosus var. posadensis Croizat,Croton subpannosus Müll.Arg. ex Griseb.,Croton subpannosus Müll.Arg. ex Griseb.,Croton subpannosus Müll.Arg. ex Griseb.,Croton subpannosus,Croton apostolon Radcl.-Sm. & Govaerts,Croton apostolon,Croton,Croton
508684,Cynorkis brachycentra A.Rich. ex Kraenzl.,Cynorkis coccinelloides (Frapp. ex Cordem.) Schltr.,Cynorkis coccinelloides (Frapp. ex Cordem.) Schltr.,Cynorkis coccinelloides (Frapp. ex Cordem.) Schltr.,Cynorkis coccinelloides,Cynorkis flexuosatis (Thouars) Hermans,Cynorkis flexuosatis,Cynorkis,Cynorkis
508753,Campecarpus H.Wendl. ex Becc.,Cyphophoenix H.Wendl. ex Hook.f.,Cyphophoenix H.Wendl. ex Hook.f.,Cyphophoenix H.Wendl. ex Hook.f.,,Campecarpus H.Wendl. ex Becc.,,Cyphophoenix,Campecarpus
508754,Veillonia H.E.Moore,Cyphophoenix H.Wendl. ex Hook.f.,Cyphophoenix H.Wendl. ex Hook.f.,Cyphophoenix H.Wendl. ex Hook.f.,,Veillonia H.E.Moore,,Cyphophoenix,Veillonia
509042,Cyrtopodium brandonianum subsp. lageanum J.A.N.Bat. & Bianch.,Cyrtopodium brandonianum Barb.Rodr.,Cyrtopodium brandonianum Barb.Rodr.,Cyrtopodium brandonianum Barb.Rodr.,Cyrtopodium brandonianum,Cyrtopodium lageanum (J.A.N.Bat. & Bianch.) J.A.N.Bat.,Cyrtopodium lageanum,Cyrtopodium,Cyrtopodium
509656,Pergamena uniflora Finet,Dactylostalix ringens Rchb.f.,Dactylostalix ringens Rchb.f.,Dactylostalix ringens Rchb.f.,Dactylostalix ringens,Dactylostalix uniflora (Finet) Suetsugu,Dactylostalix uniflora,Dactylostalix,Dactylostalix
509808,Daphniphyllum glaucescens var. lanyuense T.C.Huang,Daphniphyllum luzonense Elmer,Daphniphyllum luzonense Elmer,Daphniphyllum luzonense Elmer,Daphniphyllum luzonense,"Daphniphyllum × lanyuense (T.C.Huang) M.S.Tang, S.H.Liu & Yuen P.Yang",Daphniphyllum × lanyuense,Daphniphyllum,Daphniphyllum
510672,Dendrobium crispum Dalzell,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon,Dendrobium crispum Dalzell,Dendrobium crispum,Dendrobium,Dendrobium
510673,Dendrobium humile Wight,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon,Dendrobium crispum Dalzell,Dendrobium crispum,Dendrobium,Dendrobium
510925,Dendrobium primulinum Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum,Dendrobium primulinum Lindl.,Dendrobium primulinum,Dendrobium,Dendrobium
512582,Drosera microphylla var. macropetala Diels,Drosera calycina Planch.,Drosera calycina Planch.,Drosera calycina Planch.,Drosera calycina,Drosera macropetala (Diels) T.Krueger & A.Fleischm.,Drosera macropetala,Drosera,Drosera
512584,Drosera calycina var. minor Benth.,Drosera calycina Planch.,Drosera calycina Planch.,Drosera calycina Planch.,Drosera calycina,Drosera rubricalyx T.Krueger & A.Fleischm.,Drosera rubricalyx,Drosera,Drosera
512852,Drypetes nienkui Merr. & Chun,Drypetes indica (Müll.Arg.) Pax & K.Hoffm.,Drypetes indica (Müll.Arg.) Pax & K.Hoffm.,Drypetes indica (Müll.Arg.) Pax & K.Hoffm.,Drypetes indica,Drypetes nienkui Merr. & Chun,Drypetes nienkui,Drypetes,Drypetes
513371,Evelyna casapensis Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus,Elleanthus casapensis (Rchb.f.) Rchb.f.,Elleanthus casapensis,Elleanthus,Elleanthus
513372,Elleanthus cephalophorus (Rchb.f.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus,Elleanthus cephalophorus (Rchb.f.) Rchb.f.,Elleanthus cephalophorus,Elleanthus,Elleanthus
513373,Evelyna cephalophora Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus,Elleanthus cephalophorus (Rchb.f.) Rchb.f.,Elleanthus cephalophorus,Elleanthus,Elleanthus
513374,Evelyna cynarocephala Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus,Elleanthus cynarocephalus (Rchb.f.) Rchb.f.,Elleanthus cynarocephalus,Elleanthus,Elleanthus
513375,Elleanthus zamorensis Garay,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus,Elleanthus zamorensis Garay,Elleanthus zamorensis,Elleanthus,Elleanthus
513377,Evelyna zamorensis (Garay) Dudek & Szlach.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus (Poepp. & Endl.) Rchb.f.,Elleanthus capitatus,Elleanthus zamorensis Garay,Elleanthus zamorensis,Elleanthus,Elleanthus
513378,Evelyna lepida Rchb.f.,Elleanthus caravata (Aubl.) Rchb.f.,Elleanthus caravata (Aubl.) Rchb.f.,Elleanthus caravata (Aubl.) Rchb.f.,Elleanthus caravata,Elleanthus lepidus (Rchb.f.) Rchb.f.,Elleanthus lepidus,Elleanthus,Elleanthus
513379,Elleanthus lepidus (Rchb.f.) Rchb.f.,Elleanthus caravata (Aubl.) Rchb.f.,Elleanthus caravata (Aubl.) Rchb.f.,Elleanthus caravata (Aubl.) Rchb.f.,Elleanthus caravata,Elleanthus lepidus (Rchb.f.) Rchb.f.,Elleanthus lepidus,Elleanthus,Elleanthus
513389,Elleanthus conchochilus Schltr.,Elleanthus conifer (Rchb.f. & Warsz.) Rchb.f.,Elleanthus conifer (Rchb.f. & Warsz.) Rchb.f.,Elleanthus conifer (Rchb.f. & Warsz.) Rchb.f.,Elleanthus conifer,Elleanthus conchochilus Schltr.,Elleanthus conchochilus,Elleanthus,Elleanthus
513393,Evelyna oeconomica Rchb.f. & Warsz.,Elleanthus furfuraceus (Lindl.) Rchb.f.,Elleanthus furfuraceus (Lindl.) Rchb.f.,Elleanthus furfuraceus (Lindl.) Rchb.f.,Elleanthus furfuraceus,Elleanthus oeconomicus (Rchb.f. & Warsz.) Garay & Dunst.,Elleanthus oeconomicus,Elleanthus,Elleanthus
513414,Elleanthus laxus Schltr.,Elleanthus lancifolius C.Presl,Elleanthus lancifolius C.Presl,Elleanthus lancifolius C.Presl,Elleanthus lancifolius,Elleanthus laxus Schltr.,Elleanthus laxus,Elleanthus,Elleanthus
