,taxon_name_w_authors,201807_accepted_name_w_author,202306_taxon_name_w_authors,202306_chained_accepted_name_w_author,202306_chained_accepted_species,202306_direct_accepted_name_w_author,202306_direct_accepted_species
503,Heteropappus biennis (Ledeb.) Tamamsch. ex Grubov,Kalimeris tatarica Lindl. ex DC.,Kalimeris tatarica Lindl. ex DC.,Aster biennis Ledeb.,Aster biennis,Symphyotrichum falcatum var. commutatum (Torr. & A.Gray) G.L.Nesom,Symphyotrichum falcatum
535,Artemisia purshiana Besser,Artemisia ludoviciana Nutt.,Artemisia ludoviciana Nutt.,Artemisia ludoviciana Nutt.,Artemisia ludoviciana,Artemisia campestris subsp. borealis H.M.Hall & Clem.,Artemisia campestris
551,Bellis prostrata Pomel,Bellis annua L.,Bellis annua L.,Bellis annua L.,Bellis annua,Bellis prostrata Pomel,Bellis prostrata
564,Eurybia paniculata Steetz,Olearia heleophila F.Muell.,Olearia heleophila F.Muell.,Olearia heleophila F.Muell.,Olearia heleophila,Olearia elaeophila (DC.) F.Müll. ex Benth.,Olearia elaeophila
585,Anthemis macroglossa Sommier & Levier,Cota melanoloma (Trautv.) Holub,Cota melanoloma (Trautv.) Holub,Cota melanoloma (Trautv.) Holub,Cota melanoloma,Cota macroglossa (Sommier & Levier) Lo Presti & Oberpr.,Cota macroglossa
639,Asteriscus aureus Lange,Pallenis maritima (L.) Greuter,Pallenis maritima (L.) Greuter,Pallenis maritima (L.) Greuter,Pallenis maritima,Pallenis spinosa subsp. aurea (Willk.) Nyman,Pallenis spinosa
651,Aster petiolatus (Hook.f.) F.Muell.,Celmisia verbascifolia Hook.f.,Celmisia verbascifolia Hook.f.,Celmisia verbascifolia Hook.f.,Celmisia verbascifolia,Celmisia petiolata Hook.f.,Celmisia petiolata
657,Aracium pygmaeum Miq.,Ixeridium laevigatum (Blume) Pak & Kawano,Ixeridium laevigatum (Blume) Pak & Kawano,Ixeridium laevigatum (Blume) Pak & Kawano,Ixeridium laevigatum,Leontodon saxatilis subsp. saxatilis ,Leontodon saxatilis
687,Centaurea nervosa Rchb. ex Steud.,Centaurea nigra L.,Centaurea nigra L.,Centaurea nigra L.,Centaurea nigra,Centaurea phrygia subsp. phrygia ,Centaurea phrygia
706,Gymnopsis verbesinoides DC.,Elaphandra moriana Pruski,Elaphandra moriana Pruski,Elaphandra moriana Pruski,Elaphandra moriana,Elaphandra verbesinoides (A.DC.) H.Rob.,Elaphandra verbesinoides
715,Vernonia parviflora Klatt,Distephanus garnieriana (Klatt) H.Rob. & B.Kahn,Distephanus garnieriana (Klatt) H.Rob. & B.Kahn,Distephanus garnieriana (Klatt) H.Rob. & B.Kahn,Distephanus garnieriana,Distephanus garnierianus (Klatt) H.Rob. & B.Kahn,Distephanus garnierianus
722,Blumea cernua DC.,Blumea lacera (Burm.f.) DC.,Blumea lacera (Burm.f.) DC.,Blumea lacera (Burm.f.) DC.,Blumea lacera,Blumea hieraciifolia DC.,Blumea hieraciifolia
750,Aster oldhamii Hemsl.,Aster hispidus Thunb.,Aster hispidus Thunb.,Aster hispidus Thunb.,Aster hispidus,Aster oldhamii Hemsl.,Aster oldhamii
759,Vernonia canescens (Kunth) Cass.,Vernonia arborescens (L.) Sw.,Vernonia arborescens (L.) Sw.,Lepidaploa arborescens (L.) H.Rob.,Lepidaploa arborescens,Lepidaploa canescens (Kunth) H.Rob.,Lepidaploa canescens
763,Machaeranthera scabrella (Greene) Shinners,Ericameria nauseosa var. ammophila L.C.Anderson,Ericameria nauseosa var. ammophila L.C.Anderson,Ericameria nauseosa var. ammophila L.C.Anderson,Ericameria nauseosa,Xanthisma scabrellum (Greene) G.L.Nesom & B.L.Turner,Xanthisma scabrellum
767,Cirsium hellenicum Halácsy,Cirsium hypopsilum Boiss. & Heldr.,Cirsium hypopsilum Boiss. & Heldr.,Cirsium hypopsilum Boiss. & Heldr.,Cirsium hypopsilum,Cirsium ciliatum subsp. ciliatum ,Cirsium ciliatum
772,Hieracium carpetanum Freyn,Hieracium torrepandoi Willk.,Hieracium torrepandoi Willk.,Hieracium torrepandoi Willk.,Hieracium torrepandoi,Hieracium carpetanum Freyn,Hieracium carpetanum
786,Leontodon gouanii Hegetschw.,Leontodon hispidus L.,Leontodon hispidus L.,Leontodon hispidus L.,Leontodon hispidus,Leontodon saxatilis subsp. saxatilis ,Leontodon saxatilis
787,Ambrosia paniculata f. litoralis O.E.Schulz,Ambrosia polystachya DC.,Ambrosia polystachya DC.,Ambrosia polystachya DC.,Ambrosia polystachya,Ambrosia cumanensis Kunth,Ambrosia cumanensis
836,Kentrophyllum elatum Gasp.,Carthamus lanatus L.,Carthamus lanatus L.,Carthamus lanatus L.,Carthamus lanatus,Carthamus arborescens L.,Carthamus arborescens
869,Carduus modestus Osterh.,Cirsium modestum (Osterh.) Petr.,Cirsium modestum (Osterh.) Petr.,Cirsium modestum (Osterh.) Petr.,Cirsium modestum,Cirsium clavatum var. americanum (A.Gray) D.J.Keil,Cirsium clavatum
887,Werneria ciliata Wedd. ex Sch.Bip.,Werneria pectinata Lingelsh.,Werneria pectinata Lingelsh.,Werneria pectinata Lingelsh.,Werneria pectinata,Xenophyllum ciliolatum (A.Gray) V.A.Funk,Xenophyllum ciliolatum
944,Hieracium durisetum (Nägeli & Peter) Üksip,Pilosella setigera Fr.,Pilosella setigera Fr.,Pilosella rothiana F.W.Schultz & Sch.Bip.,Pilosella rothiana,Pilosella cymosiformis (Froel.) Gottschl.,Pilosella cymosiformis
981,Cirsium bipontinum F.W.Schultz,Cirsium acaule (L.) A.A.Weber ex Wigg.,Cirsium acaule (L.) A.A.Weber ex Wigg.,Cirsium acaule (L.) A.A.Weber ex Wigg.,Cirsium acaule,Cirsium bipontinum F.W.Schultz,Cirsium bipontinum
1002,Verbesina ciliata Schumach.,Aspilia helianthoides subsp. ciliata (Schumach.) C.D.Adams,Aspilia helianthoides subsp. ciliata (Schumach.) C.D.Adams,Aspilia helianthoides subsp. ciliata (Schumach.) C.D.Adams,Aspilia helianthoides,Aspilia ciliata (Schumach.) Wild,Aspilia ciliata
1018,Cotula chinensis Kitam.,Cotula anthemoides L.,Cotula anthemoides L.,Cotula anthemoides L.,Cotula anthemoides,Cotula hemisphaerica (Roxb.) Wall. ex Benth. & Hook.f.,Cotula hemisphaerica
1042,Conyza discolor Bory ex DC.,Senecio appendiculatus L.f.,Senecio appendiculatus L.f.,Senecio appendiculatus L.f.,Senecio appendiculatus,Pericallis appendiculata (L.f.) B.Nord.,Pericallis appendiculata
1048,Bidens daucifolia DC.,Bidens pilosa L.,Bidens pilosa L.,Bidens pilosa L.,Bidens pilosa,Bidens alba DC.,Bidens alba
1061,Stoebe rhinocerotis L.f.,Dicerothamnus rhinocerotis (L.f.) Koek.,Dicerothamnus rhinocerotis (L.f.) Koek.,Dicerothamnus rhinocerotis (L.f.) Koek.,Dicerothamnus rhinocerotis,Elytropappus rhinocerotis Less.,Elytropappus rhinocerotis
1081,Apargia tergestina Hoppe ex DC.,Leontodon saxatilis Lam.,Leontodon saxatilis Lam.,Leontodon saxatilis Lam.,Leontodon saxatilis,Leontodon crispus Vill.,Leontodon crispus
1107,Euthamia caroliniana (L.) Greene ex Porter & Britton,Euthamia graminifolia (L.) Nutt.,Euthamia graminifolia (L.) Nutt.,Euthamia graminifolia (L.) Nutt.,Euthamia graminifolia,Euthamia caroliniana (L.) Greene ex Porter & Britton,Euthamia caroliniana
1123,Vernonia aschersonioides Chiov.,Vernonia aschersonii Sch.Bip.,Vernonia aschersonii Sch.Bip.,Vernonia aschersonii Sch.Bip.,Vernonia aschersonii,Vernonia aschersonioides Chiov.,Vernonia aschersonioides
1126,Zaluzania pinnatilobata Sch.Bip.,Viguiera pinnatilobata (Sch.Bip.) S.F.Blake,Viguiera pinnatilobata (Sch.Bip.) S.F.Blake,Viguiera pinnatilobata (Sch.Bip.) S.F.Blake,Viguiera pinnatilobata,Sidneya pinnatilobata (Sch.Bip.) E.E.Schill. & Panero,Sidneya pinnatilobata
1180,Cota thirkei Sch.Bip.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda,Cota segetalis (Ten.) Holub,Cota segetalis
1205,Aster sanguineus Willd. ex Spreng.,Symphyotrichum ciliolatum (Lindl.) Á.Löve & D.Löve,Symphyotrichum ciliolatum (Lindl.) Á.Löve & D.Löve,Symphyotrichum ciliolatum (Lindl.) Á.Löve & D.Löve,Symphyotrichum ciliolatum,Symphyotrichum × salignum (Willd.) G.L.Nesom,Symphyotrichum salignum
1218,Anthemis arvensis Pall. ex M.Bieb.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda,Cota altissima (L.) J.Gay,Cota altissima
1221,Centaurea olivieri Pomel,Centaurea resupinata subsp. lagascae (Nyman) Fern.Casas & Susanna,Centaurea resupinata subsp. lagascae (Nyman) Fern.Casas & Susanna,Centaurea resupinata subsp. lagascae (Nyman) Fern.Casas & Susanna,Centaurea resupinata,Centaurea vesceritensis Boiss.,Centaurea vesceritensis
1248,Bidens trifoliata Norona,Bidens pilosa L.,Bidens pilosa L.,Bidens pilosa L.,Bidens pilosa,Bidens tripartita subsp. tripartita ,Bidens tripartita
1261,Artemisia arenaria DC.,Artemisia campestris subsp. inodora Nyman,Artemisia campestris subsp. inodora Nyman,Artemisia campestris subsp. inodora Nyman,Artemisia campestris,Artemisia arenaria DC.,Artemisia arenaria
1264,Olearia sarawaketensis Mattf.,Olearia lepidota var. sarawaketensis (Mattf.) J.Kost.,Olearia lepidota var. sarawaketensis (Mattf.) J.Kost.,Olearia lepidota var. sarawaketensis (Mattf.) J.Kost.,Olearia lepidota,Olearia sarawaketensis Mattf.,Olearia sarawaketensis
1302,Critonia eggersii (Hieron.) R.M.King & H.Rob.,Critonia billbergiana (Beurl.) R.M.King & H.Rob.,Critonia billbergiana (Beurl.) R.M.King & H.Rob.,Critonia billbergiana (Beurl.) R.M.King & H.Rob.,Critonia billbergiana,Critonia eggersii (Hieron.) R.M.King & H.Rob.,Critonia eggersii
1309,Sphenogyne chrysanthemoides Less.,Ursinia speciosa DC.,Ursinia speciosa DC.,Ursinia speciosa DC.,Ursinia speciosa,Ursinia chrysanthemoides (Less.) Harv.,Ursinia chrysanthemoides
1314,Centaurea integrans Naggi,Centaurea aplolepa subsp. lunensis (Fiori) Dostál,Centaurea aplolepa subsp. lunensis (Fiori) Dostál,Centaurea aplolepa subsp. lunensis (Fiori) Dostál,Centaurea aplolepa,Centaurea integrans Naggi,Centaurea integrans
1346,Sphaeranthus talbotii S.Moore,Sphaeranthus steetzii Oliv. & Hiern,Sphaeranthus steetzii Oliv. & Hiern,Sphaeranthus steetzii Oliv. & Hiern,Sphaeranthus steetzii,Sphaeranthus talbotii S.Moore,Sphaeranthus talbotii
1352,Saussurea karategina Lipsky,Ptilostemon karateginii (Lipsky) Iljin,Ptilostemon karateginii (Lipsky) Iljin,Ptilostemon karateginii (Lipsky) Iljin,Ptilostemon karateginii,Jurinea karategina (Lipsky) O.Fedtsch.,Jurinea karategina
1367,Senecio microdontus Baker,Senecio andinus H.Buek,Senecio andinus H.Buek,Senecio andinus H.Buek,Senecio andinus,Senecio adscendens Bojer ex DC.,Senecio adscendens
1376,Rhysolepis santacatarinensis H.Rob. & A.J.Moore,Viguiera santacatarinense (H.Rob. & A.J.Moore) A.A.Sáenz,Viguiera santacatarinense (H.Rob. & A.J.Moore) A.A.Sáenz,Viguiera santacatarinense (H.Rob. & A.J.Moore) A.A.Sáenz,Viguiera santacatarinense,Aldama santacatarinensis (H.Rob. & A.J.Moore) E.E.Schill. & Panero,Aldama santacatarinensis
1405,Saussurea taipaiensis Ling,Saussurea globosa F.H.Chen,Saussurea globosa F.H.Chen,Saussurea globosa F.H.Chen,Saussurea globosa,Saussurea taipaiensis Ling,Saussurea taipaiensis
1434,Coreopsis incurva Moench,Bidens ferulifolia (Jacq.) Sweet,Bidens ferulifolia (Jacq.) Sweet,Bidens ferulifolia (Jacq.) Sweet,Bidens ferulifolia,Bidens aurea Sherff,Bidens aurea
1439,Aster graminifolius Pursh,Nidorella foetida (L.) DC.,Nidorella foetida (L.) DC.,Nidorella foetida (L.) DC.,Nidorella foetida,Erigeron hyssopifolius Michx.,Erigeron hyssopifolius
1441,Artemisia subulosa Willd. ex DC.,Artemisia campestris subsp. inodora Nyman,Artemisia campestris subsp. inodora Nyman,Artemisia campestris subsp. inodora Nyman,Artemisia campestris,Artemisia arenaria H.C.Fu,Artemisia arenaria
1456,Krigia pinnatifida Bertero ex DC.,Microseris lanceolata (Walp.) Sch.Bip.,Microseris lanceolata (Walp.) Sch.Bip.,Microseris lanceolata (Walp.) Sch.Bip.,Microseris lanceolata,Microseris pygmaea Raoul,Microseris pygmaea
1467,Artemisia longiflora Pamp.,Artemisia vulgaris L.,Artemisia vulgaris L.,Artemisia vulgaris L.,Artemisia vulgaris,Artemisia indica Willd.,Artemisia indica
1486,Crepis parviflora Pers.,Crepis micrantha Czerep.,Crepis micrantha Czerep.,Crepis micrantha Czerep.,Crepis micrantha,Crepis capillaris (L.) Wallr.,Crepis capillaris
1510,Cephalorrhynchus polycladus (Boiss.) Kirp.,Lactuca polyclada Boiss.,Lactuca polyclada Boiss.,Lactuca polyclada Boiss.,Lactuca polyclada,"Melanoseris polyclada (Boiss.) Akhani, N.Kilian & Sennikov",Melanoseris polyclada
1526,Bidens cannabina Lam.,Bidens pilosa L.,Bidens pilosa L.,Bidens pilosa L.,Bidens pilosa,Bidens tripartita subsp. tripartita ,Bidens tripartita
1556,Andryala gracilis Caball.,Andryala cossyrensis Guss.,Andryala cossyrensis Guss.,Andryala cossyrensis Guss.,Andryala cossyrensis,Andryala integrifolia L.,Andryala integrifolia
1561,Bidens inermis S.Watson,Bidens pilosa L.,Bidens pilosa L.,Bidens pilosa L.,Bidens pilosa,Bidens alba DC.,Bidens alba
1630,Lactuca virgata Tausch,Lactuca saligna L.,Lactuca saligna L.,Lactuca saligna L.,Lactuca saligna,Launaea intybacea (Jacq.) Beauverd,Launaea intybacea
1633,Athanasia glabra Thunb.,Athanasia trifurcata (L.) L.,Athanasia trifurcata (L.) L.,Athanasia trifurcata (L.) L.,Athanasia trifurcata,Athanasia capitata (L.) L.,Athanasia capitata
1679,Lucilia affinis Wedd.,Belloa kunthiana (DC.) Anderb. & S.E.Freire,Belloa kunthiana (DC.) Anderb. & S.E.Freire,Belloa kunthiana (DC.) Anderb. & S.E.Freire,Belloa kunthiana,Lucilia kunthiana (DC.) Zardini,Lucilia kunthiana
1729,Erechtites atkinsoniae F.Muell.,Senecio bipinnatisectus Belcher,Senecio bipinnatisectus Belcher,Senecio bipinnatisectus Belcher,Senecio bipinnatisectus,Erechtites atkinsoniae F.Muell.,Erechtites atkinsoniae
1777,Gnaphalium heteroides Klatt,Gamochaeta stagnalis (I.M.Johnst.) Anderb.,Gamochaeta stagnalis (I.M.Johnst.) Anderb.,Gamochaeta stagnalis (I.M.Johnst.) Anderb.,Gamochaeta stagnalis,Gnaphalium palustre Nutt.,Gnaphalium palustre
1785,Stobaea carlinoides Thunb.,Berkheya onobromoides var. carlinoides (Thunb.) Roessler,Berkheya onobromoides var. carlinoides (Thunb.) Roessler,Berkheya onobromoides var. carlinoides (Thunb.) Roessler,Berkheya onobromoides,Berkheya carlinoides Willd.,Berkheya carlinoides
1791,Viguiera weddellii Sch.Bip. ex S.F.Blake,Viguiera squalida S.Moore,Viguiera squalida S.Moore,Aldama squalida (S.Moore) E.E.Schill. & Panero,Aldama squalida,Aldama weddellii (Sch.Bip. ex S.F.Blake) E.E.Schill. & Panero,Aldama weddellii
1837,Mikania tamoides DC.,Mikania batataefolia DC.,Mikania batataefolia DC.,Mikania scandens (L.) Willd.,Mikania scandens,Mikania micrantha Kunth,Mikania micrantha
1873,Lactuca prolixa S.Moore,Ixeridium laevigatum (Blume) Pak & Kawano,Ixeridium laevigatum (Blume) Pak & Kawano,Ixeridium laevigatum (Blume) Pak & Kawano,Ixeridium laevigatum,Ixeris prolixa (S.Moore) Stebbins,Ixeris prolixa
1896,Koanophyllon reyrobinsonii B.L.Turner,Koanophyllon longifolia (B.L.Rob.) R.M.King & H.Rob.,Koanophyllon longifolia (B.L.Rob.) R.M.King & H.Rob.,Koanophyllon longifolia (B.L.Rob.) R.M.King & H.Rob.,Koanophyllon longifolia,Koanophyllon reyrobinsonii B.L.Turner,Koanophyllon reyrobinsonii
1934,Apargia livida Moench,Leontodon hispidus subsp. hastilis (L.) Corb.,Leontodon hispidus subsp. hastilis (L.) Corb.,Leontodon hispidus subsp. hastilis (L.) Corb.,Leontodon hispidus,Leontodon hyoseroides subsp. hyoseroides ,Leontodon hyoseroides
1951,Erigeron pycnotrichus Schott & Kotschy ex Tchich.,Erigeron pulchellus Michx.,Erigeron pulchellus Michx.,Erigeron pulchellus Michx.,Erigeron pulchellus,Erigeron uniflorus subsp. uniflorus ,Erigeron uniflorus
1980,Aster humilis Banks & Sol. ex Hook.f.,Vittadinia australis A.Rich.,Vittadinia australis A.Rich.,Vittadinia australis A.Rich.,Vittadinia australis,Vittadinia gracilis (Hook.f.) N.T.Burb.,Vittadinia gracilis
1992,Espeletia rufescens Cuatrec.,Espeletia semiglobulata Cuatrec.,Espeletia semiglobulata Cuatrec.,Espeletia semiglobulata Cuatrec.,Espeletia semiglobulata,Espeletia rufescens Cuatrec.,Espeletia rufescens
2012,Conyza serrulata Lam.,Baccharis pingraea DC.,Baccharis pingraea DC.,Baccharis pingraea DC.,Baccharis pingraea,Baccharis serrulata Pers.,Baccharis serrulata
2039,Gnaphalium cernuum Thunb.,Helichrysum cymosum (L.) D.Don,Helichrysum cymosum (L.) D.Don,Helichrysum cymosum (L.) D.Don,Helichrysum cymosum,Helichrysum niveum Less.,Helichrysum niveum
2047,Absinthium rupestre (L.) Schrank,Artemisia alba Turra,Artemisia alba Turra,Artemisia alba Turra,Artemisia alba,Artemisia rupestris subsp. rupestris ,Artemisia rupestris
2086,Eupatorium tenuicapitulatum Hieron.,Chromolaena leptocephala (DC.) R.M.King & H.Rob.,Chromolaena leptocephala (DC.) R.M.King & H.Rob.,Chromolaena leptocephala (DC.) R.M.King & H.Rob.,Chromolaena leptocephala,Chromolaena tenuicapitulata (Hieron.) R.M.King & H.Rob.,Chromolaena tenuicapitulata
2108,Conyza montevidensis Spreng.,Baccharis salicina Torr. & A.Gray,Baccharis salicina Torr. & A.Gray,Baccharis salicina Torr. & A.Gray,Baccharis salicina,Baccharis pingraea DC.,Baccharis pingraea
2130,Crepis umbellata Bernh.,Hieracium umbellata L.,Hieracium umbellata L.,Hieracium umbellata L.,Hieracium umbellata,Hieracium umbellatum subsp. umbellatum ,Hieracium umbellatum
2148,Senecio hypoleucus Muschl.,Dendrosenecio adnivalis subsp. friesiorum (Mildbr.) E.B.Knox,Dendrosenecio adnivalis subsp. friesiorum (Mildbr.) E.B.Knox,Dendrosenecio adnivalis subsp. friesiorum (Mildbr.) E.B.Knox,Dendrosenecio adnivalis,Senecio hypoleucus Muschl.,Senecio hypoleucus
2159,Aster celmisia F.Muell.,Celmisia asteliifolia Hook.f.,Celmisia asteliifolia Hook.f.,Celmisia asteliifolia Hook.f.,Celmisia asteliifolia,Celmisia longifolia Cass.,Celmisia longifolia
2194,Senecio calcicola Meyen & Walp.,Senecio calcensis Cabrera & Zardini,Senecio calcensis Cabrera & Zardini,Senecio calcensis Cabrera & Zardini,Senecio calcensis,Senecio calcicola Meyen & Walp.,Senecio calcicola
2206,Leontodon hirsutus Hook.,Agoseris apargioides (Less.) Greene,Agoseris apargioides (Less.) Greene,Agoseris apargioides (Less.) Greene,Agoseris apargioides,Agoseris hirsuta Greene,Agoseris hirsuta
2208,Cirsium elbrusense Sommier & Levier,Cirsium pubigerum var. elbrusense (Sommier & Levier) Petr.,Cirsium pubigerum var. elbrusense (Sommier & Levier) Petr.,Cirsium pubigerum var. elbrusense (Sommier & Levier) Petr.,Cirsium pubigerum,Cirsium elbrusense Sommier & Levier,Cirsium elbrusense
2220,Amberboa carthamoides DC.,Centaurea albonitens Turrill,Centaurea albonitens Turrill,Centaurea albonitens Turrill,Centaurea albonitens,Leuzea carthamoides subsp. carthamoides ,Leuzea carthamoides
2234,Aster plantaginifolius Nutt. ex Nees,Sericocarpus conyzoides Nees,Sericocarpus conyzoides Nees,Sericocarpus conyzoides Nees,Sericocarpus conyzoides,Sericocarpus asteroides (L.) Nees,Sericocarpus asteroides
2271,Hieracium semiglabratum Comm. ex Fr.,Hieracium commersonii Monnier,Hieracium commersonii Monnier,Hieracium commersonii Monnier,Hieracium commersonii,Pilosella semiglabrata Sch.Bip. & F.W.Schultz,Pilosella semiglabrata
2279,Baccharis medullosa DC.,Baccharis salicina Torr. & A.Gray,Baccharis salicina Torr. & A.Gray,Baccharis salicina Torr. & A.Gray,Baccharis salicina,Baccharis salicifolia subsp. salicifolia ,Baccharis salicifolia
2297,Dichrocephala paniculata Miq.,Myriactis wightii DC.,Myriactis wightii DC.,Myriactis wightii DC.,Myriactis wightii,Dichrocephala integrifolia subsp. integrifolia ,Dichrocephala integrifolia
2355,Echinops raddeanus Sommier & Levier,Echinops pungens Trautv.,Echinops pungens Trautv.,Echinops pungens Trautv.,Echinops pungens,Echinops raddeanus Sommier & Levier,Echinops raddeanus
2394,Crepis kochii Tchich.,Crepis multicaulis Ledeb.,Crepis multicaulis Ledeb.,Crepis multicaulis Ledeb.,Crepis multicaulis,Crepis sancta subsp. sancta ,Crepis sancta
2413,Zollikoferiastrum polycladum (Boiss.) Kamelin,Lactuca polyclada Boiss.,Lactuca polyclada Boiss.,Lactuca polyclada Boiss.,Lactuca polyclada,"Melanoseris polyclada (Boiss.) Akhani, N.Kilian & Sennikov",Melanoseris polyclada
2420,Sonchus acuminatus Willd.,Lactuca floridana (L.) Gaertn.,Lactuca floridana (L.) Gaertn.,Lactuca floridana (L.) Gaertn.,Lactuca floridana,Lactuca canadensis L.,Lactuca canadensis
2438,Abrotanum rhodanicum Jord. & Fourr.,Artemisia alba Turra,Artemisia alba Turra,Artemisia alba Turra,Artemisia alba,Artemisia abrotanum L.,Artemisia abrotanum
2473,Eupatorium japonicum Thunb.,Eupatorium chinense L.,Eupatorium chinense L.,Eupatorium chinense L.,Eupatorium chinense,Eupatorium japonicum Thunb.,Eupatorium japonicum
