,taxon_name_w_authors,v12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species
8715,Scirpus asper var. diffusus (Beetle) Beetle,"Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr","Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr","Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr",Rhodoscirpus asper,Rhodoscirpus asper var. asper,Rhodoscirpus asper
8983,Piptadenia peregrina var. falcata (Benth.) Chodat & Hassl.,Anadenanthera peregrina (L.) Speg.,Anadenanthera peregrina (L.) Speg.,Anadenanthera peregrina (L.) Speg.,Anadenanthera peregrina,Anadenanthera falcata (Benth.) Speg.,Anadenanthera falcata
8984,Anadenanthera peregrina var. falcata (Benth.) Altschul,Anadenanthera peregrina (L.) Speg.,Anadenanthera peregrina (L.) Speg.,Anadenanthera peregrina (L.) Speg.,Anadenanthera peregrina,Anadenanthera falcata (Benth.) Speg.,Anadenanthera falcata
8985,Anadenanthera falcata (Benth.) Speg.,Anadenanthera peregrina (L.) Speg.,Anadenanthera peregrina (L.) Speg.,Anadenanthera peregrina (L.) Speg.,Anadenanthera peregrina,Anadenanthera falcata (Benth.) Speg.,Anadenanthera falcata
9687,Coprosma grandifolia Hook.f.,Coprosma lucida var. lucida,Coprosma lucida var. lucida,Coprosma lucida var. lucida,Coprosma lucida,Coprosma grandifolia Hook.f.,Coprosma grandifolia
9823,Rubus foliosus var. monticola (Boulay) Sudre,Rubus foliosus Weihe,Rubus foliosus Weihe,Rubus foliosus Weihe,Rubus foliosus,Rubus pallidus Weihe,Rubus pallidus
9873,Quercus × tlemcenensis (A.DC.) Villar,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis
9874,Quercus mirbeckii f. tlemcenensis (A.DC.) Trab.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis
9875,Quercus faginea var. tlemcenensis (A.DC.) Maire,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis
9876,Quercus faginea subsp. tlemcenensis (A.DC.) Maire & Weiller ex Greuter & Burdet,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis
9877,Quercus broteroi subsp. tlemcenensis (A.DC.) F.M.Vázquez & Coombes,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica Trab.,Quercus × numidica,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis
10557,Coffea arabica var. angustifolia (Roxb.) Miq. ex A.Froehner,Pittosporum moluccanum (Lam.) Miq.,Pittosporum moluccanum (Lam.) Miq.,Pittosporum moluccanum (Lam.) Miq.,Pittosporum moluccanum,Pittosporum timorense Blume,Pittosporum timorense
10594,Pilostaxis carteri (Small) Small,Polygala balduini Nutt.,Polygala balduini Nutt.,Senega balduini (Nutt.) J.F.B.Pastore & J.R.Abbott,Senega balduini,Senega balduini var. carteri (Small) J.F.B.Pastore & J.R.Abbott,Senega balduini
10595,Polygala balduini var. carteri (Small) R.R.Sm. & D.B.Ward,Polygala balduini Nutt.,Polygala balduini Nutt.,Senega balduini (Nutt.) J.F.B.Pastore & J.R.Abbott,Senega balduini,Senega balduini var. carteri (Small) J.F.B.Pastore & J.R.Abbott,Senega balduini
12995,Ficus courtallensis (Miq.) Baill.,Ficus arnottiana (Miq.) Miq.,Ficus arnottiana (Miq.) Miq.,Ficus arnottiana (Miq.) Miq.,Ficus arnottiana,Ficus hispida var. hispida,Ficus hispida
16761,Helichrysum italicum var. libanotis (Jord. & Fourr.) O.Bolòs & Vigo,Helichrysum italicum subsp. serotinum (DC.) P.Fourn.,Helichrysum italicum subsp. serotinum (DC.) P.Fourn.,Helichrysum serotinum (DC.) Boiss.,Helichrysum serotinum,Helichrysum serotinum subsp. serotinum,Helichrysum serotinum
16894,Morella pumila (Michx.) Small,Myrica cerifera L.,Myrica cerifera L.,Myrica cerifera L.,Myrica cerifera,Myrica pusilla Raf.,Myrica pusilla
16895,Cerothamnus pumilus (Michx.) Small,Myrica cerifera L.,Myrica cerifera L.,Myrica cerifera L.,Myrica cerifera,Myrica pusilla Raf.,Myrica pusilla
17428,Hieracium lamprophyllum subsp. mendiolanum (Arv.-Touv. & Gaut.) Zahn,Hieracium lamprophyllum Scheele,Hieracium lamprophyllum Scheele,Hieracium lamprophyllum Scheele,Hieracium lamprophyllum,Hieracium lamprophyllum subsp. lamprophyllum,Hieracium lamprophyllum
17514,Pilosella flagellaris subsp. pertenuiglandula (Lengyel & Zahn) Soják,Pilosella flagellaris (Willd.) Arv.-Touv.,Pilosella flagellaris (Willd.) Arv.-Touv.,Pilosella flagellaris (Willd.) Arv.-Touv.,Pilosella flagellaris,Pilosella flagellaris subsp. flagellaris,Pilosella flagellaris
17641,Fagara setosa (Hemsl.) Engl.,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans,Zanthoxylum simulans subsp. simulans,Zanthoxylum simulans
17917,Rosa × involuta var. wilsonii (Borrer) Baker,Rosa × involuta Sm.,Rosa × involuta Sm.,Rosa × involuta Sm.,Rosa × involuta,Rosa × andrzeiowskii Steven ex Besser,Rosa × andrzeiowskii
18335,Passiflora foetida var. riparia (C.Wright ex Griseb.) Killip,Passiflora ciliata var. ciliata,Passiflora ciliata var. ciliata,Passiflora ciliata var. ciliata,Passiflora ciliata,Passiflora wrightiana H.T.Svoboda,Passiflora wrightiana
19877,Linaria bordiana subsp. kralikiana (Maire) D.A.Sutton,Linaria bordiana Santa & Simonn.,Linaria bordiana Santa & Simonn.,Linaria bordiana Santa & Simonn.,Linaria bordiana,Linaria bordiana subsp. kralikiana (Maire) D.A.Sutton,Linaria bordiana
22111,Lomandra micrantha var. sororia (Benth.) H.B.Will.,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha,Lomandra oreophila B.J.Conn & A.L.Quirico,Lomandra oreophila
22112,Lomandra oreophila B.J.Conn & A.L.Quirico,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha,Lomandra oreophila B.J.Conn & A.L.Quirico,Lomandra oreophila
22340,Polygala ariadnae Bernardi,Polygala mandonii Chodat,Polygala mandonii Chodat,Senega mandonii (Chodat) J.F.B.Pastore,Senega mandonii,Senega gracilis (Kunth) J.F.B.Pastore,Senega gracilis
22911,Gonostegia concinna (Wight) Miq.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii,Gonostegia wightii var. wightii,Gonostegia wightii
22922,Phenax concinna (Wight) Wedd.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii,Gonostegia wightii var. wightii,Gonostegia wightii
22923,Memorialis ternata var. concinna (Wight) Wedd.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii,Gonostegia wightii var. wightii,Gonostegia wightii
22924,Memorialis concinna (Wight) Wedd.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia pentandra var. wightii (Benn.) Pull. & Karupp.,Gonostegia wightii (Benn.) Pusalkar & Ingle,Gonostegia wightii,Gonostegia wightii var. wightii,Gonostegia wightii
23097,Paraspalathus simsiana (Eckl. & Zeyh.) C.Presl,Aspalathus araneosa L.,Aspalathus araneosa L.,Aspalathus araneosa L.,Aspalathus araneosa,Aspalathus callosa L.,Aspalathus callosa
23151,Polygala alba var. bicolor (Kunth) Chodat,Polygala alba Nutt.,Polygala alba Nutt.,Senega alba (Nutt.) J.F.B.Pastore & J.R.Abbott,Senega alba,Senega ambigua (Nutt.) J.F.B.Pastore & J.R.Abbott,Senega ambigua
23396,Pleione cycnoches (C.S.P.Parish & Rchb.f.) Kuntze,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens,Coelogyne cycnoches C.S.P.Parish & Rchb.f.,Coelogyne cycnoches
23952,Rosa pugetii var. thomasii (Puget ex Cottet) Heinr.Braun,Rosa marginata Wallr.,Rosa marginata Wallr.,Rosa marginata Wallr.,Rosa marginata,Rosa abietina Gren. ex Christ,Rosa abietina
24854,Rosa × cottetii var. aberrans (Wolley-Dod) P.V.Heath,Rosa × scabriuscula Winch ex Sm.,Rosa × scabriuscula Winch ex Sm.,Rosa × scabriuscula Winch ex Sm.,Rosa × scabriuscula,Rosa × aberrans Wolley-Dod,Rosa × aberrans
25172,Mesembryanthemum floriferum N.E.Br.,Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann,Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann,Eberlanzia schneideriana (A.Berger) H.E.K.Hartmann,Eberlanzia schneideriana,Eberlanzia pillansii (L.Bolus) Klak & P.C.van Wyk,Eberlanzia pillansii
25389,Juncus bufonius subsp. minutulus Soó,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus,Juncus bufonius L.,Juncus bufonius
25632,Rosa × hibernica f. wilsonii (Borrer) Wolley-Dod,Rosa × hibernica Templeton,Rosa × hibernica Templeton,Rosa × hibernica Templeton,Rosa × hibernica,Rosa × andrzeiowskii Steven ex Besser,Rosa × andrzeiowskii
25676,Phalaenopsis cornu-cervi f. borneensis (Garay) O.Gruss & M.Wolff,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi (Breda) Blume & Rchb.f.,Phalaenopsis cornu-cervi,Phalaenopsis pantherina Rchb.f.,Phalaenopsis pantherina
25876,Hepatica nobilis f. rhodantha (Fernald) Steyerm.,Hepatica americana (DC.) Ker Gawl.,Hepatica americana (DC.) Ker Gawl.,Hepatica americana (DC.) Ker Gawl.,Hepatica americana,Hepatica americana var. americana,Hepatica americana
28824,Meringium merrillii (Christ) Copel.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum (Bosch) C.Chr.,Hymenophyllum holochilum,Hymenophyllum merrillii Christ,Hymenophyllum merrillii
29200,Brachypodium pinnatum f. cespitosum (Host) Bolzon,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre
29270,Brachypodium pinnatum proles cespitosum (Host) Rouy,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre
29271,Brachypodium pinnatum subsp. cespitosum (Host) Hack.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre
29272,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre
29273,Brachypodium pinnatum var. cespitosum (Host) Mert. & W.D.J.Koch,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum (L.) P.Beauv.,Brachypodium pinnatum,Brachypodium rupestre subsp. cespitosum (Host) H.Scholz,Brachypodium rupestre
29431,Covellia conglomerata (Roxb.) Miq.,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata,Ficus semicordata var. conglomerata (Roxb.) Corner,Ficus semicordata
29509,Ficus semicordata var. conglomerata (Roxb.) Corner,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata var. semicordata,Ficus semicordata,Ficus semicordata var. conglomerata (Roxb.) Corner,Ficus semicordata
30468,Cephalomanes insigne var. makinoi (C.Chr.) Sa.Kurata,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum (Bosch) Christ,Trichomanes latealatum,Trichomanes makinoi C.Chr.,Trichomanes makinoi
30520,Cinnamomum camphora f. cyclophyllum (Nakai) M.Kim,Cinnamomum camphora (L.) J.Presl,Cinnamomum camphora (L.) J.Presl,Camphora officinarum Boerh. ex Fabr.,Camphora officinarum,Camphora officinarum var. officinarum,Camphora officinarum
30675,Potentilla taurica var. tutuiatuensis (Prodan) Borza,Potentilla taurica Willd. ex D.F.K.Schltdl.,Potentilla taurica Willd. ex D.F.K.Schltdl.,Potentilla taurica Willd. ex D.F.K.Schltdl.,Potentilla taurica,Potentilla astracanica subsp. astracanica,Potentilla astracanica
30900,Rosa × dumetorum var. hemitricha (Ripart ex Déségl.) Heinr.Braun,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha
30906,Rosa canina f. hemitricha (Ripart ex Déségl.) Popek,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha
30907,Rosa urbica var. hemitricha (Ripart ex Déségl.) Boullu,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha
30936,Rosa × dumetorum f. hemitricha (Ripart ex Déségl.) Borbás,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha
30968,Octomeria stellata (Lindl.) Spreng.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata
30969,Tainia stellata (Lindl.) Pfitzer,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata
31030,Parthenocissus inserta (A.Kern.) Fritsch,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia,Parthenocissus inserta (A.Kern.) Fritsch,Parthenocissus inserta
31110,Rosa communis var. hemitricha (Ripart ex Déségl.) Rouy & E.G.Camus,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera Borkh.,Rosa corymbifera,Rosa × hemitricha Ripart ex Déségl.,Rosa × hemitricha
31118,Pinalia stellata (Lindl.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata
31168,Rosa × nitidula f. ovifera (Borbás) Heinr.Braun,Rosa × nitidula Besser,Rosa × nitidula Besser,Rosa × nitidula Besser,Rosa × nitidula,Rosa × malmundariensis Lej.,Rosa × malmundariensis
31556,Dactylorhiza majalis var. pulchella (Druce) R.M.Bateman & Denholm,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella
31557,Orchis purpurella var. pulchella (Druce) Pugsley,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella
31558,Dactylorhiza purpurella var. pulchella (Druce) Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza majalis subsp. purpurella (T.Stephenson & T.A.Stephenson) D.M.Moore & Soó,Dactylorhiza purpurella (T.Stephenson & T.A.Stephenson) Soó,Dactylorhiza purpurella,Dactylorhiza purpurella var. purpurella,Dactylorhiza purpurella
31756,Goswamia indica (B.L.Yadav & H.K.Goswami) Li Bing Zhang & Liang Zhang,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum,Ophioglossum oleosum Khand.,Ophioglossum oleosum
31823,Goswamia malviae (M.Patel & M.N.Reddy) Li Bing Zhang & Liang Zhang,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum Welw. ex A.Braun,Ophioglossum rubellum,Ophioglossum oleosum Khand.,Ophioglossum oleosum
32030,Ornithogalum umbellatum var. nanum Nyman,Ornithogalum umbellatum L.,Ornithogalum umbellatum L.,Ornithogalum umbellatum L.,Ornithogalum umbellatum,Ornithogalum umbellatum subsp. umbellatum,Ornithogalum umbellatum
32851,Pinguicula vulgaris f. albida (Behm) Neuman,Pinguicula vulgaris L.,Pinguicula vulgaris L.,Pinguicula vulgaris L.,Pinguicula vulgaris,Pinguicula vulgaris subsp. vulgaris,Pinguicula vulgaris
32904,Minuartia tenuifolia var. arvatica (C.Presl) Maire,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
32917,Alsine tenuifolia proles arvatica (C.Presl) Rouy & Foucaud,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
35079,Rubus genevieri subsp. herminicus (Samp.) Cout.,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus,Rubus radula Weihe,Rubus radula
35080,Rubus genevieri var. herminicus (Samp.) Cout.,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus Boreau,Rubus bracteatus,Rubus radula Weihe,Rubus radula
35218,Pilosella schultesii subsp. pseudohandelii (Lengyel & Zahn) Soják,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii,Pilosella schultesii subsp. schultesii,Pilosella schultesii
35289,Calendula suffruticosa var. tunetana (Cuénod) Ohle,Calendula suffruticosa subsp. suffruticosa,Calendula suffruticosa subsp. suffruticosa,Calendula suffruticosa subsp. suffruticosa,Calendula suffruticosa,Calendula suffruticosa subsp. tunetana (Cuénod) A.C.Gonç. & P.Silveira,Calendula suffruticosa
35609,Scirpus subasper Beetle,"Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr","Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr","Rhodoscirpus asper (J.Presl & C.Presl) Lév.-Bourret, Donadío & J.R.Starr",Rhodoscirpus asper,Rhodoscirpus asper var. asper,Rhodoscirpus asper
35972,Dichanthelium sabulorum var. polycladum (Ekman) Zuloaga,Dichanthelium sabulorum (Lam.) Gould & C.A.Clark,Dichanthelium sabulorum (Lam.) Gould & C.A.Clark,Dichanthelium sabulorum (Lam.) Gould & C.A.Clark,Dichanthelium sabulorum,Dichanthelium sabulorum var. polycladum (Ekman) Zuloaga,Dichanthelium sabulorum
35973,Panicum sabulorum var. polycladum (Ekman) R.A.Palacios,Dichanthelium sabulorum (Lam.) Gould & C.A.Clark,Dichanthelium sabulorum (Lam.) Gould & C.A.Clark,Dichanthelium sabulorum (Lam.) Gould & C.A.Clark,Dichanthelium sabulorum,Dichanthelium sabulorum var. polycladum (Ekman) Zuloaga,Dichanthelium sabulorum
36807,Potentilla argentea guentheri (Spreng.) Döll,Potentilla argentea L.,Potentilla argentea L.,Potentilla argentea L.,Potentilla argentea,Potentilla wimanniana Günther & Schummel,Potentilla wimanniana
42428,Pyrus communis var. nivalis (Jacq.) Fiori,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis,Pyrus nivalis Jacq.,Pyrus nivalis
42669,Pilosella myriadenia (Boiss. & Reut. ex Rchb.f.) F.W.Schultz & Sch.Bip.,Pilosella vahlii (Froel.) F.W.Schultz & Sch.Bip.,Pilosella vahlii (Froel.) F.W.Schultz & Sch.Bip.,Pilosella vahlii (Froel.) F.W.Schultz & Sch.Bip.,Pilosella vahlii,Pilosella vahlii subsp. vahlii,Pilosella vahlii
42670,Hieracium vahlii subsp. myriadenum (Boiss. & Reut. ex Rchb.f.) Rivas Mart.,Pilosella vahlii (Froel.) F.W.Schultz & Sch.Bip.,Pilosella vahlii (Froel.) F.W.Schultz & Sch.Bip.,Pilosella vahlii (Froel.) F.W.Schultz & Sch.Bip.,Pilosella vahlii,Pilosella vahlii subsp. vahlii,Pilosella vahlii
45291,Hieracium pseudauriculiforme (Zahn) B.D.Jacks.,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii (F.W.Schultz) F.W.Schultz & Sch.Bip. ex H.P.Fuchs,Pilosella schultesii,Pilosella schultesii subsp. schultesii,Pilosella schultesii
45802,Polygala aquilonia (Fernald & B.G.Schub.) Sorrie & Weakley,Polygala cruciata L.,Polygala cruciata L.,Senega cruciata (L.) J.F.B.Pastore & J.R.Abbott,Senega cruciata,Senega aquilonia (Fernald & B.G.Schub.) J.F.B.Pastore & J.R.Abbott,Senega aquilonia
45925,Papaver nudicaule var. commune (Turcz.) Tolm.,"Oreomecon nudicaulis (L.) Banfi, Bartolucci, J.-M.Tison & Galasso","Oreomecon nudicaulis (L.) Banfi, Bartolucci, J.-M.Tison & Galasso","Oreomecon nudicaulis (L.) Banfi, Bartolucci, J.-M.Tison & Galasso",Oreomecon nudicaulis,Oreomecon nudicaulis subsp. nudicaulis,Oreomecon nudicaulis
46167,Festuca yvesii subsp. bellottii (Auquier & Kerguélen) Kerguélen,"Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi","Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi","Lolium font-queri (St.-Yves) Banfi, Galasso, Foggi, Kopecký & Ardenghi",Lolium font-queri,Festuca billyi Kerguélen & Plonka,Festuca billyi
