,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species
575486,Scirpus scheuchzeri Hartmann,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri,Eleocharis quinqueflora (Hartmann) O.Schwarz,Eleocharis quinqueflora
575490,Eriophorum scheuchzeri subsp. arcticum M.S.Novos.,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri,Eriophorum arcticum (M.S.Novos.) Schekhovts.,Eriophorum arcticum
577642,Cladium riparium (Nees) Benth.,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa,Machaerina arthrophylla (Nees) T.Koyama,Machaerina arthrophylla
577644,Mariscus riparius (Nees) Kuntze,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa,Machaerina arthrophylla (Nees) T.Koyama,Machaerina arthrophylla
577652,Machaerina riparia (Nees) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa,Machaerina arthrophylla (Nees) T.Koyama,Machaerina arthrophylla
577656,Chapelliera riparia Nees,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa,Machaerina arthrophylla (Nees) T.Koyama,Machaerina arthrophylla
577657,Baumea riparia (Nees) Boeckeler,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa,Machaerina arthrophylla (Nees) T.Koyama,Machaerina arthrophylla
577663,Cladium arthrophyllum var. riparium (Nees) Kük.,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa (Biehler) T.Koyama,Machaerina rubiginosa,Machaerina arthrophylla (Nees) T.Koyama,Machaerina arthrophylla
577708,Michelia amabilis (Sima & Y.H.Wang) Y.M.Shui,Magnolia laevifolia (Y.W.Law & Y.F.Wu) Noot.,Magnolia laevifolia (Y.W.Law & Y.F.Wu) Noot.,Magnolia laevifolia (Y.W.Law & Y.F.Wu) Noot.,Magnolia laevifolia,Magnolia amabilis Sima & Y.H.Wang,Magnolia amabilis
580185,Rhynchospora sulcata Gale,Rhynchospora microcarpa Baldwin ex A.Gray,Rhynchospora microcarpa Baldwin ex A.Gray,Rhynchospora microcarpa Baldwin ex A.Gray,Rhynchospora microcarpa,Rhynchospora sulcata Gale,Rhynchospora sulcata
581886,Paepalanthus vaginatus Körn.,Syngonanthus fischerianus (Bong.) Ruhland,Syngonanthus fischerianus (Bong.) Ruhland,Syngonanthus fischerianus (Bong.) Ruhland,Syngonanthus fischerianus,Paepalanthus vaginatus Körn.,Paepalanthus vaginatus
582156,Tradescantia longifolia (M.Martens & Galeotti) Greenm.,Thyrsanthemum floribundum (M.Martens & Galeotti) Pichon,Thyrsanthemum floribundum (M.Martens & Galeotti) Pichon,Thyrsanthemum floribundum (M.Martens & Galeotti) Pichon,Thyrsanthemum floribundum,Thyrsanthemum longifolium (M.Martens & Galeotti) M.Pell. & Espejo,Thyrsanthemum longifolium
582605,Tribonanthes variabilis Lindl.,Tribonanthes australis Endl.,Tribonanthes australis Endl.,Tribonanthes australis Endl.,Tribonanthes australis,Tribonanthes variabilis Lindl.,Tribonanthes variabilis
582686,Discopodium drummondii Steud.,Tricostularia compressa Nees ex Lehm.,Tricostularia compressa Nees ex Lehm.,Tricostularia compressa Nees ex Lehm.,Tricostularia compressa,Tricostularia drummondii (Steud.) R.L.Barrett & K.L.Wilson,Tricostularia drummondii
583008,Xyris caroliniana var. brevifolia (Michx.) Alph.Wood,Xyris caroliniana Walter,Xyris caroliniana Walter,Xyris caroliniana Walter,Xyris caroliniana,Xyris brevifolia Michx.,Xyris brevifolia
583139,Amomum latifolium Lam.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet (L.) Roscoe ex Sm.,Zingiber zerumbet,Curcuma longa L.,Curcuma longa
583485,Asparagus pauli-guilelmi var. katangensis De Wild. & T.Durand,Asparagus flagellaris (Kunth) Baker,Asparagus flagellaris (Kunth) Baker,Asparagus flagellaris (Kunth) Baker,Asparagus flagellaris,Asparagus africanus Lam.,Asparagus africanus
585234,Xerotes micrantha var. sororia Benth.,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha subsp. tuberculata J.Everett,Lomandra micrantha,Lomandra oreophila B.J.Conn & A.L.Quirico,Lomandra oreophila
585498,Muscari strangwaysii Ten.,Muscari neglectum Guss. ex Ten.,Muscari neglectum Guss. ex Ten.,Muscari neglectum Guss. ex Ten.,Muscari neglectum,Muscari botryoides (L.) Mill.,Muscari botryoides
585502,Botryanthus strangwaysii (Ten.) Kunth,Muscari neglectum Guss. ex Ten.,Muscari neglectum Guss. ex Ten.,Muscari neglectum Guss. ex Ten.,Muscari neglectum,Muscari botryoides (L.) Mill.,Muscari botryoides
585538,Botryanthus lelievrei var. strangwaysii (Ten.) Nyman,Muscari neglectum Guss. ex Ten.,Muscari neglectum Guss. ex Ten.,Muscari neglectum Guss. ex Ten.,Muscari neglectum,Muscari botryoides (L.) Mill.,Muscari botryoides
585540,Botryanthus vulgaris var. strangwaysii (Ten.) Nyman,Muscari neglectum Guss. ex Ten.,Muscari neglectum Guss. ex Ten.,Muscari neglectum Guss. ex Ten.,Muscari neglectum,Muscari botryoides (L.) Mill.,Muscari botryoides
585577,Narcissus pseudonarcissus subsp. remopolensis (Panizzi) Rouy,Narcissus pseudonarcissus L.,Narcissus pseudonarcissus L.,Narcissus pseudonarcissus L.,Narcissus pseudonarcissus,Narcissus × corcyrensis (Herb.) Nyman,Narcissus × corcyrensis
591580,Colchicum multiflorum subsp. paranquei Fridl. & M.Pignal,Colchicum longifolium Castagne,Colchicum longifolium Castagne,Colchicum longifolium Castagne,Colchicum longifolium,Colchicum paranquei (Fridl. & M.Pignal) Fridl. & J.-M.Tison,Colchicum paranquei
593709,Caulinia canadensis (Michx.) Val.N.Tikhom.,Najas flexilis (Willd.) Rostk. & W.L.E.Schmidt,Najas flexilis (Willd.) Rostk. & W.L.E.Schmidt,Najas flexilis (Willd.) Rostk. & W.L.E.Schmidt,Najas flexilis,Najas canadensis Michx.,Najas canadensis
593953,Potamogeton lucens f. coriaceus (Mert. & W.D.J.Koch) Nolte ex Rchb.,Potamogeton lucens L.,Potamogeton lucens L.,Potamogeton lucens L.,Potamogeton lucens,Potamogeton × angustifolius J.Presl,Potamogeton × angustifolius
593980,Potamogeton lucens var. coriaceus Mert. & W.D.J.Koch,Potamogeton lucens L.,Potamogeton lucens L.,Potamogeton lucens L.,Potamogeton lucens,Potamogeton × angustifolius J.Presl,Potamogeton × angustifolius
594208,Vallisneria neotropicalis Vict.,Vallisneria americana Michx.,Vallisneria americana Michx.,Vallisneria americana Michx.,Vallisneria americana,Vallisneria neotropicalis Vict.,Vallisneria neotropicalis
594210,Vallisneria gracilis F.M.Bailey,Vallisneria nana R.Br.,Vallisneria nana R.Br.,Vallisneria nana R.Br.,Vallisneria nana,Vallisneria gracilis F.M.Bailey,Vallisneria gracilis
594855,Allium flavum var. webbii (Clementi) Nyman,Allium flavum subsp. flavum,Allium flavum subsp. flavum,Allium flavum subsp. flavum,Allium flavum,Allium webbii Clementi,Allium webbii
594860,Allium webbii Clementi,Allium flavum subsp. flavum,Allium flavum subsp. flavum,Allium flavum subsp. flavum,Allium flavum,Allium webbii Clementi,Allium webbii
595627,Trillium erectum var. sulcatum Barksd.,Trillium erectum var. erectum,Trillium erectum var. erectum,Trillium erectum var. erectum,Trillium erectum,Trillium sulcatum T.S.Patrick,Trillium sulcatum
595631,Trillium pusillum var. texanum (Buckley) Reveal & C.R.Broome,Trillium pusillum var. pusillum,Trillium pusillum var. pusillum,Trillium pusillum var. pusillum,Trillium pusillum,Trillium texanum Buckley,Trillium texanum
595635,Trillium texanum Buckley,Trillium pusillum var. pusillum,Trillium pusillum var. pusillum,Trillium pusillum var. pusillum,Trillium pusillum,Trillium texanum Buckley,Trillium texanum
596210,Planchonia andamanica King,Planchonia valida (Blume) Blume,Planchonia valida (Blume) Blume,Planchonia valida (Blume) Blume,Planchonia valida,Planchonia andamanica King,Planchonia andamanica
597099,Juncus minutulus V.I.Krecz. & Gontsch.,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus (Albert & Jahand.) Prain,Juncus minutulus,Juncus bufonius L.,Juncus bufonius
598064,"Stereospermum colais var. shendurunii Sasidh., Sujanapal & Binoy",Stereospermum colais (Buch.-Ham. ex Dillwyn) Mabb.,Stereospermum colais (Buch.-Ham. ex Dillwyn) Mabb.,Stereospermum colais (Buch.-Ham. ex Dillwyn) Mabb.,Stereospermum colais,Stereospermum chelonoides (L.f.) DC.,Stereospermum chelonoides
598347,Arrabidaea lenticellosa Bureau & K.Schum.,Fridericia japurensis (DC.) L.G.Lohmann,Fridericia japurensis (DC.) L.G.Lohmann,Fridericia japurensis (DC.) L.G.Lohmann,Fridericia japurensis,Fridericia craterophora (DC.) L.G.Lohmann,Fridericia craterophora
598677,Setilobus neves-armondii Bureau & K.Schum.,Cuspidaria simplicifolia DC.,Cuspidaria simplicifolia DC.,Cuspidaria simplicifolia DC.,Cuspidaria simplicifolia,Fridericia bracteata (Baill. ex Bureau & K.Schum.) J.N.C.Franc. & L.G.Lohmann,Fridericia bracteata
599087,Iris babadagica Rzazade & Golneva,Iris aphylla L.,Iris aphylla L.,Iris aphylla L.,Iris aphylla,Iris furcata M.Bieb.,Iris furcata
599813,Moraea toxicaria Dinter,Moraea venenata Dinter,Moraea venenata Dinter,Moraea venenata Dinter,Moraea venenata,Moraea polystachya (Thunb.) Ker Gawl.,Moraea polystachya
599837,Vieusseuxia aurantiaca Eckl.,Moraea collina Thunb.,Moraea collina Thunb.,Moraea collina Thunb.,Moraea collina,Moraea insolens Goldblatt,Moraea insolens
600392,Tritonia parviflora Baker,Tritonia undulata (Burm.f.) Baker,Tritonia undulata (Burm.f.) Baker,Tritonia undulata (Burm.f.) Baker,Tritonia undulata,Tritonia strictifolia (Klatt) Pax,Tritonia strictifolia
600922,Crocus roopiae Woronow,Crocus tauri Maw,Crocus tauri Maw,Crocus tauri Maw,Crocus tauri,Crocus roopiae Woronow,Crocus roopiae
600932,Crocus tomoricus Markgr.,Crocus veluchensis Herb.,Crocus veluchensis Herb.,Crocus veluchensis Herb.,Crocus veluchensis,Crocus tomoricus Markgr.,Crocus tomoricus
601617,Iris caucasica var. kharput Foster,Iris caucasica subsp. caucasica,Iris caucasica subsp. caucasica,Iris caucasica subsp. caucasica,Iris caucasica,Iris peshmeniana Güner & T.Hall,Iris peshmeniana
601843,Ephedra glauca Regel,Ephedra intermedia Schrenk & C.A.Mey.,Ephedra intermedia Schrenk & C.A.Mey.,Ephedra intermedia Schrenk & C.A.Mey.,Ephedra intermedia,Ephedra glauca Regel,Ephedra glauca
601934,Ferraria atrata G.Lodd.,Ferraria variabilis Goldblatt & J.C.Manning,Ferraria variabilis Goldblatt & J.C.Manning,Ferraria variabilis Goldblatt & J.C.Manning,Ferraria variabilis,Ferraria crispa Burm.,Ferraria crispa
602682,Epipactis arachnites (L.) F.W.Schmidt,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys apifera Huds.,Ophrys apifera
602685,Ophrys holosericea subsp. mesopotamica Kreutz & H.Baumgartner bis,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys bornmuelleri subsp. bornmuelleri,Ophrys bornmuelleri
602691,"Ophrys holosericea subsp. toroslaria Kreutz, Gügel & Zaiss",Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys bornmuelleri subsp. bornmuelleri,Ophrys bornmuelleri
602692,Ophrys halia Paulus,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys bornmuelleri subsp. bornmuelleri,Ophrys bornmuelleri
602696,Ophrys holosericea subsp. ethemeae Kreutz,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys bornmuelleri subsp. bornmuelleri,Ophrys bornmuelleri
602710,Ophrys apifera subsp. arachnites (L.) H.C.Watson,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys apifera Huds.,Ophrys apifera
602714,Ophrys mesopotamica (Kreutz & H.Baumgartner bis) P.Delforge,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys bornmuelleri subsp. bornmuelleri,Ophrys bornmuelleri
602718,Ophrys holosericea subsp. halia (Paulus) Kreutz,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys bornmuelleri subsp. bornmuelleri,Ophrys bornmuelleri
602729,Ophrys insectifera subsp. arachnites (L.) Moggr.,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys apifera Huds.,Ophrys apifera
602738,"Ophrys chiosica P.Delforge, Onckelinx & Saliaris",Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys bornmuelleri subsp. bornmuelleri,Ophrys bornmuelleri
602741,Ophrys helios f. taloniensis (Kreutz) P.Delforge,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys bornmuelleri subsp. bornmuelleri,Ophrys bornmuelleri
602747,Ophrys holosericea subsp. taloniensis Kreutz,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys bornmuelleri subsp. bornmuelleri,Ophrys bornmuelleri
602760,Ophrys truncata Dulac,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys apifera Huds.,Ophrys apifera
602761,Orchis arachnites (L.) Scop.,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys apifera Huds.,Ophrys apifera
602763,Ophrys arachnites (L.) Reichard,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea subsp. holosericea,Ophrys holosericea,Ophrys apifera Huds.,Ophrys apifera
603760,Humboltia barberiana (Rchb.f.) Kuntze,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata,Andreettaea barberiana (Rchb.f.) Karremans,Andreettaea barberiana
603762,Verapazia barbaeriana (Rchb.f.) Chiron & Szlach.,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata,Andreettaea barberiana (Rchb.f.) Karremans,Andreettaea barberiana
603763,Pleurothallis barberiana Rchb.f.,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata,Andreettaea barberiana (Rchb.f.) Karremans,Andreettaea barberiana
603765,Muscarella barberiana (Rchb.f.) Szlach. & Sawicka,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata (Hook.) A.Doucette,Andreettaea aristata,Andreettaea barberiana (Rchb.f.) Karremans,Andreettaea barberiana
604482,Lobelia linnaeoides (Hook.f.) Petrie,Lobelia angulata G.Forst.,Lobelia angulata G.Forst.,Lobelia angulata G.Forst.,Lobelia angulata,Lobelia linnaeoides (Hook.f.) Petrie,Lobelia linnaeoides
604487,Pratia linnaeoides Hook.f.,Lobelia angulata G.Forst.,Lobelia angulata G.Forst.,Lobelia angulata G.Forst.,Lobelia angulata,Lobelia linnaeoides (Hook.f.) Petrie,Lobelia linnaeoides
605127,Licania parviflora var. conduplicata Maguire,Licania parviflora Benth.,Licania parviflora Benth.,Licania parviflora Benth.,Licania parviflora,Licania hypoleuca var. hypoleuca,Licania hypoleuca
607115,Begonia roezlii Lynch,Begonia cyathophora Poepp. & Endl.,Begonia cyathophora Poepp. & Endl.,Begonia cyathophora Poepp. & Endl.,Begonia cyathophora,Begonia bracteosa A.DC.,Begonia bracteosa
607348,Begonia hederacea A.DC.,Begonia maurandiae A.DC.,Begonia maurandiae A.DC.,Begonia maurandiae A.DC.,Begonia maurandiae,Begonia hederacea A.DC.,Begonia hederacea
607561,Begonia antioquensis (A.DC.) Warb.,Begonia urticae L.f.,Begonia urticae L.f.,Begonia urticae L.f.,Begonia urticae,Begonia antioquensis (A.DC.) Warb.,Begonia antioquensis
607572,Casparya antioquensis A.DC.,Begonia urticae L.f.,Begonia urticae L.f.,Begonia urticae L.f.,Begonia urticae,Begonia antioquensis (A.DC.) Warb.,Begonia antioquensis
607816,Campanula tenella var. stenocodon (Boiss. & Reut.) Rouy,Campanula cochleariifolia Lam.,Campanula cochleariifolia Lam.,Campanula cochleariifolia Lam.,Campanula cochleariifolia,Campanula stenocodon Boiss. & Reut.,Campanula stenocodon
608497,Linociera latifolia Vahl,Chionanthus ligustrinus (Sw.) Pers.,Chionanthus ligustrinus (Sw.) Pers.,Chionanthus ligustrinus (Sw.) Pers.,Chionanthus ligustrinus,Chionanthus domingensis Lam.,Chionanthus domingensis
612913,Pinus monophylla var. californiarum (D.K.Bailey) Silba,Pinus monophylla Torr. & Frém.,Pinus monophylla Torr. & Frém.,Pinus monophylla Torr. & Frém.,Pinus monophylla,Pinus californiarum D.K.Bailey,Pinus californiarum
612914,Pinus monophylla subsp. californiarum (D.K.Bailey) Silba,Pinus monophylla Torr. & Frém.,Pinus monophylla Torr. & Frém.,Pinus monophylla Torr. & Frém.,Pinus monophylla,Pinus californiarum D.K.Bailey,Pinus californiarum
612916,Pinus californiarum D.K.Bailey,Pinus monophylla Torr. & Frém.,Pinus monophylla Torr. & Frém.,Pinus monophylla Torr. & Frém.,Pinus monophylla,Pinus californiarum D.K.Bailey,Pinus californiarum
613193,Pinus johannis M.-F.Robert,Pinus discolor D.K.Bailey & Hawksw.,Pinus discolor D.K.Bailey & Hawksw.,Pinus discolor D.K.Bailey & Hawksw.,Pinus discolor,Pinus johannis M.-F.Robert,Pinus johannis
614343,Embryopteris peregrina Gaertn.,Diospyros malabarica (Desr.) Kostel.,Diospyros malabarica (Desr.) Kostel.,Diospyros malabarica (Desr.) Kostel.,Diospyros malabarica,Diospyros peregrina (Gaertn.) Gürke,Diospyros peregrina
614574,Diospyros graciliflora Hiern,Diospyros sumatrana Miq.,Diospyros sumatrana Miq.,Diospyros sumatrana Miq.,Diospyros sumatrana,Diospyros graciliflora Hiern,Diospyros graciliflora
615216,Aegilops virescens Jord. & Fourr.,Aegilops neglecta Req. ex Bertol.,Aegilops neglecta Req. ex Bertol.,Aegilops neglecta Req. ex Bertol.,Aegilops neglecta,Aegilops geniculata Roth,Aegilops geniculata
615342,Agrostis frondosa Ten. ex Spreng.,Agrostis castellana Boiss. & Reut.,Agrostis castellana Boiss. & Reut.,Agrostis castellana Boiss. & Reut.,Agrostis castellana,Polypogon viridis (Gouan) Breistr.,Polypogon viridis
615374,Aegilops nigricans Jord. & Fourr.,Aegilops umbellulata Zhuk.,Aegilops umbellulata Zhuk.,Aegilops umbellulata Zhuk.,Aegilops umbellulata,Aegilops geniculata Roth,Aegilops geniculata
615473,Agrostis filiculmis M.E.Jones,Agrostis exarata Trin.,Agrostis exarata Trin.,Agrostis exarata Trin.,Agrostis exarata,Agrostis idahoensis Nash,Agrostis idahoensis
616690,Agrostis spica-venti var. pygmaea Fr.,Apera spica-venti (L.) P.Beauv.,Apera spica-venti (L.) P.Beauv.,Apera spica-venti (L.) P.Beauv.,Apera spica-venti,Apera interrupta (L.) P.Beauv.,Apera interrupta
617366,Arundinella setosa var. tengchongensis B.S.Sun & Z.H.Hu ex S.L.Chen,Arundinella setosa Trin.,Arundinella setosa Trin.,Arundinella setosa Trin.,Arundinella setosa,Arundinella tengchongensis (B.S.Sun & Z.H.Hu ex S.L.Chen) L.Q.Jiang & H.Peng,Arundinella tengchongensis
617511,Avena damascena Rajhathy & B.R.Baum,Avena barbata Pott ex Link,Avena barbata Pott ex Link,Avena barbata Pott ex Link,Avena barbata,Avena damascena Rajhathy & B.R.Baum,Avena damascena
617539,Avena maxima C.Presl,Avena barbata Pott ex Link,Avena barbata Pott ex Link,Avena barbata Pott ex Link,Avena barbata,Avena sterilis subsp. sterilis,Avena sterilis
618793,Serrafalcus secalinus proles billotii (F.W.Schultz) Rouy,Bromus secalinus L.,Bromus secalinus L.,Bromus secalinus L.,Bromus secalinus,Bromus arvensis L.,Bromus arvensis
